RA_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
RA20,34782,140329,313687,285949,199658,135919,95082,40621,11320,1257347,5540,10244,23452,21535,38971,42491,22998,8854,2414,176491,6036,8933,26193,27850,36542,41665,30231,17239,5112,199799,1875,1991,6594,7710,10845,13706,14215,10295,3446,70670,861,1101,4012,5388,6136,9112,15304,19262,10024,71195,197,874,3493,3639,3828,4406,4113,3641,1946,26142,5650,9192,23854,18470,14512,12225,10977,9558,5405,109843,54932,172660,401286,370535,310498,259529,192912,109465,39671,1911488,37963,142760,345493,315717,233159,152463,92642,36400,12838,1369429,3291,6411,15914,14879,33893,44858,28545,12565,4167,164524,3161,5017,15785,17013,27291,37939,38904,23155,8840,177099,1004,1145,3877,5150,8469,13317,17489,12478,6205,69133,464,697,3010,4739,6677,10964,22684,28363,17331,94927,125,573,2907,3808,4755,6039,6189,6161,4108,34662,5142,7756,21451,16892,13112,11654,12595,12092,10237,110935,51146,164360,408441,378193,327356,277236,219043,131209,63734,2020703,72746,283088,659176,601664,432812,288386,187722,77018,24155,2626771,8829,16658,39370,36416,72857,87348,51541,21415,6582,341018,9192,13949,41973,44860,63837,79600,69134,40396,13953,376899,2872,3131,10479,12859,19313,27021,31701,22770,9658,139806
RA21,5830,19362,38071,37600,32226,24858,25422,10155,2258,195788,2664,4368,8639,8407,14764,18200,12525,3820,807,74198,3211,3824,10904,11686,15725,21266,17652,8511,1932,94708,1008,859,2804,3312,4881,7450,8744,5985,1558,36604,401,325,1168,1404,1691,2872,5561,6872,3288,23580,39,106,347,369,434,432,383,322,152,2581,2100,2043,4616,4697,5329,5662,5984,4561,2217,37206,15253,30894,66553,67473,75043,80744,76269,40228,12215,464676,6941,21741,49648,52124,45421,34925,25383,9194,2775,248152,1422,2556,6046,6204,13788,20422,14454,5463,1367,71720,1602,2291,6408,7126,11229,17451,18769,10129,3260,78249,514,483,1545,1752,3246,6402,8480,5610,2395,30433,226,213,661,756,1131,2312,5518,6973,4918,22711,29,85,270,299,392,372,345,320,230,2345,1959,1764,4240,4469,4700,5350,5957,5458,3995,37900,12695,29130,68824,72735,79904,87226,78907,43152,18927,491507,12768,41100,87718,89731,77648,59784,50808,19350,5035,443943,4091,6928,14689,14614,28552,38620,26978,9286,2172,145916,4812,6116,17307,18807,26948,38714,36424,18638,5185,172955,1518,1343,4355,5066,8123,13852,17229,11599,3953,67039
RA22,1069,3491,7116,6381,5598,4724,4966,1933,450,35724,578,962,2030,1830,3140,4500,3113,999,199,17358,688,761,2173,2399,3396,5549,4706,2145,463,22259,203,195,639,773,1188,2088,2434,1534,384,9435,103,95,292,349,458,876,1696,1913,928,6700,15,40,127,122,148,137,100,91,42,813,543,540,1204,1226,1405,1792,1863,1247,566,10389,3214,6077,13575,13087,15324,19663,18880,9861,3016,102679,1173,3832,9381,9029,8221,6784,4860,1787,574,45648,331,539,1315,1344,3071,4849,3365,1274,320,16411,341,468,1406,1556,2548,4165,4451,2444,764,18144,122,98,352,430,775,1615,2109,1370,584,7450,56,48,190,205,308,676,1297,1797,1349,5929,7,34,110,94,104,113,99,110,59,733,506,485,1115,1169,1252,1521,1628,1381,985,10036,2539,5499,13876,13832,16269,19724,17814,10159,4639,104351,2245,7324,16495,15416,13815,11509,9832,3719,1022,81375,914,1502,3352,3175,6210,9347,6479,2278,513,33767,1025,1226,3574,3959,5945,9707,9154,4586,1222,40403,334,288,994,1201,1963,3701,4540,2901,965,16895
RA23,13,28,80,70,46,72,64,25,4,400,0,11,19,26,54,85,74,12,3,280,3,8,17,41,43,98,71,33,4,332,0,0,3,12,12,28,48,29,7,138,0,5,5,0,0,28,38,41,26,133,0,6,0,0,0,0,4,0,0,6,4,4,12,19,10,32,33,21,15,147,24,53,131,172,167,339,324,159,63,1439,7,34,91,119,85,104,68,31,0,543,0,0,7,5,32,82,54,19,0,204,0,0,14,20,24,76,63,44,11,248,0,0,0,11,3,18,24,13,10,83,0,0,6,3,3,7,23,28,27,93,0,0,0,0,0,5,0,0,0,4,7,4,6,16,20,21,15,26,18,124,16,37,125,170,166,320,239,158,71,1300,23,60,174,183,136,171,131,59,10,942,4,10,31,33,89,168,123,29,3,488,3,8,36,59,69,179,137,74,16,575,0,0,3,23,15,48,73,37,19,222
RA25,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,0,0,30,0,0,6,16,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,7,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,32,135,358,251,199,119,102,19,4,1217,9,32,63,55,76,76,32,0,0,352,34,29,78,108,89,97,65,17,0,516,11,14,37,38,55,38,29,9,0,224,13,12,17,19,27,17,25,13,3,143,0,4,3,3,7,5,3,0,0,37,91,118,390,525,458,289,130,25,6,2043,189,346,939,1008,912,644,392,90,15,4534,44,164,419,238,166,144,42,18,0,1228,12,25,53,39,46,53,27,9,0,266,26,26,65,63,58,84,44,12,0,370,15,16,20,30,14,23,17,7,5,142,3,5,12,13,9,10,16,11,9,83,3,0,5,4,4,4,0,0,0,18,84,89,306,347,180,117,69,7,10,1202,177,321,878,727,479,429,224,58,19,3317,75,301,773,489,364,261,147,38,4,2446,22,64,123,94,120,128,66,10,5,618,54,57,142,171,145,179,113,28,3,883,26,23,56,69,71,61,47,21,5,368
