RA_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
RA20,13441,3506,5515,641,23095,4031,825,1514,209,6588,2863,1458,3092,273,7680,2243,1320,4426,223,8205,11009,3156,7577,581,22321,7742,4684,11695,599,24726,41278,9436,14209,1219,66142,28020,14353,19049,2106,63522,31521,23813,20910,2235,78477,37031,33477,19489,2721,92723,22624,32819,14992,1802,72239,26052,35264,12679,1735,75734,58612,84842,21759,3284,168496,45291,72634,10001,2036,129958,34515,65680,6837,1218,108245,23031,45399,2922,650,72004,57296,155907,8114,1158,222469,14979,36969,13028,751,65737,6893,5132,2961,408,15392,468475,630688,200764,23846,1323772
RA21,2521,413,637,46,3619,1255,127,248,32,1669,799,190,605,44,1629,685,147,1229,46,2107,4055,404,2440,129,7031,2857,664,4217,123,7856,17431,1641,4976,276,24318,12188,2604,6372,565,21726,13044,4912,6115,527,24592,14399,7894,5216,477,27976,7588,8066,3619,300,19577,9004,9032,2772,273,21078,17310,20492,4157,435,42397,11074,17021,1653,231,29978,7535,13672,953,108,22270,3945,8589,379,66,12984,9175,19623,913,90,29792,5589,10747,3736,180,20247,3001,1262,1007,143,5419,143444,127491,51233,4094,326269
RA22,637,108,139,15,895,299,35,54,5,392,208,56,141,9,414,184,45,289,14,528,1067,122,522,18,1740,746,185,913,33,1878,4685,419,1049,61,6218,3047,686,1291,142,5168,3180,1236,1275,131,5812,3372,1961,906,104,6350,1672,1799,613,48,4137,2081,1900,475,72,4524,3781,3919,651,82,8432,2204,2962,256,55,5471,1409,2084,139,17,3646,699,1215,52,6,1980,1531,2463,154,23,4167,1388,2428,762,52,4627,913,266,267,43,1494,33111,23891,9944,922,67869
RA23,8,0,0,0,12,4,3,0,0,6,5,0,0,0,6,3,0,3,0,9,22,0,3,0,31,18,9,6,0,29,71,4,4,0,85,51,13,20,0,75,43,24,13,0,76,51,29,10,4,92,23,19,11,0,49,37,20,5,0,61,45,46,3,0,92,35,27,0,0,64,26,8,0,0,34,11,4,0,0,20,22,22,0,0,47,25,20,6,0,55,19,3,3,0,28,515,252,90,10,868
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
