RA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
RA20,6588,15852,2730,1638,2279,1569,1316,1644,436,34042,14718,41880,8743,2222,5157,3561,5042,3964,1416,86710,33054,49198,72538,4824,10035,6499,18810,15161,3031,213164,14653,8345,51427,1436,2810,1882,4608,8356,1401,94918,2658,2000,5659,582,840,627,1380,2176,242,16153,3927,33313,2305,7580,1582,1168,1401,1542,452,53267,3766,19421,1217,2474,1088,669,1028,901,264,30837,57115,59933,10465,8523,26564,17111,12750,9161,3280,204894,12133,30072,3932,16003,7466,3535,4179,3900,1198,82413,5643,17504,5084,2970,3270,3352,2101,2693,506,43119,4669,963,14488,2813,1762,2032,4903,3925,450,36006,69,70,163,58,53,77,148,209,23,873,2899,3635,2545,1500,1429,859,2159,1423,655,17096,2698,2113,5088,1320,1216,1265,2939,2712,5091,24435,164582,284308,186387,53937,65563,44206,62758,57758,18455,937935,5563,15828,3674,3602,5456,2378,360,1259,518,38630,3504,12562,1443,2216,4269,1542,513,1313,513,27872,3615,9683,2265,1626,3083,1362,989,1760,394,24782,1901,6773,2188,787,1893,1237,146,443,166,15529,1156,1810,1474,801,1332,682,193,704,106,8259
RA21,986,1715,426,244,226,132,125,262,56,4170,1033,2104,866,177,405,220,230,381,75,5489,7900,5308,24697,1365,1642,1473,6111,5027,803,54327,4887,968,15760,518,434,499,1951,3056,461,28537,4398,1222,2521,344,376,427,1133,1756,174,12355,935,6075,471,1935,249,174,217,336,80,10462,1465,5620,479,861,263,169,286,297,81,9522,7447,5756,1425,1216,2457,1995,1265,1367,287,23223,1768,3577,754,4218,747,510,507,911,184,13177,640,1677,722,397,318,399,270,543,59,5018,1146,175,3255,505,276,459,818,1231,97,7958,21,15,25,11,10,15,15,62,0,176,652,514,558,387,206,136,475,377,143,3441,1090,335,1625,367,184,352,959,1116,938,6965,34374,35039,53586,12549,7781,6958,14374,16712,3442,184819,749,1573,608,427,629,219,40,204,50,4494,245,360,95,116,311,81,16,108,12,1356,421,565,418,219,380,207,224,472,44,2952,249,582,375,121,267,157,14,97,24,1882,1052,888,748,412,734,423,92,750,41,5152
RA22,184,249,58,24,28,14,29,36,5,631,113,167,112,41,34,46,37,50,11,612,1775,663,4484,203,242,281,1278,1114,169,10219,1022,109,2304,103,83,111,370,541,83,4735,2669,422,515,96,100,135,418,685,73,5119,200,834,62,353,43,16,47,54,20,1630,338,921,60,140,33,34,55,77,9,1674,1262,713,261,175,325,361,213,289,60,3657,298,496,110,725,88,73,87,153,36,2063,86,153,95,62,38,47,39,65,4,595,280,27,692,93,41,114,165,275,33,1714,14,4,4,0,0,0,4,21,0,54,142,78,95,62,27,26,82,95,18,612,391,63,349,86,38,92,244,334,249,1845,8768,4900,9190,2164,1119,1356,3055,3798,779,35139,132,233,60,64,97,25,5,52,5,676,41,35,16,24,48,14,4,30,0,216,91,56,69,48,61,41,43,85,4,497,29,61,28,23,35,18,0,15,6,224,457,251,137,141,190,90,53,251,22,1590
RA23,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,35,5,21,0,0,0,12,3,5,91,17,0,9,0,0,0,0,6,0,31,62,10,0,3,5,0,5,13,3,101,0,3,0,4,0,0,0,0,0,11,4,12,0,0,0,0,0,0,0,22,8,0,0,0,4,0,0,7,0,19,4,3,0,0,0,0,3,4,0,16,4,0,0,0,4,0,0,0,0,3,3,0,4,0,0,0,4,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,0,0,5,0,18,140,39,45,15,11,7,36,53,9,341,0,0,0,0,6,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,0,4,3,0,29
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,3,6,0,0,0,0,0,0,0,17,3,18,6,3,0,0,0,4,0,35,19,30,67,4,0,8,16,26,0,168,7,0,36,3,0,0,3,16,3,83,0,0,4,5,0,0,0,7,0,22,0,28,0,9,0,0,0,7,0,41,0,7,0,3,0,0,0,4,0,17,24,32,4,6,15,6,19,8,0,116,4,17,5,17,4,4,7,9,5,65,9,13,4,7,0,4,0,8,0,42,4,3,7,0,0,3,4,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,4,0,0,5,14,9,26,77,146,154,52,21,35,64,123,16,695,5,12,5,5,0,0,0,9,0,25,0,6,0,0,6,4,0,0,0,12,0,6,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,5,0,0,4,6,0,0,0,0,17
