RA_CODE_2021,M_Mng_0,M_Mng_1_19,M_Mng_20_29,M_Mng_30_34,M_Mng_35_39,M_Mng_40_44,M_Mng_45_49,M_Mng_50_over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_19,M_Pro_20_29,M_Pro_30_34,M_Pro_35_39,M_Pro_40_44,M_Pro_45_49,M_Pro_50_over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_19,M_TTW_20_29,M_TTW_30_34,M_TTW_35_39,M_TTW_40_44,M_TTW_45_49,M_TTW_50_over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_19,M_CPS_20_29,M_CPS_30_34,M_CPS_35_39,M_CPS_40_44,M_CPS_45_49,M_CPS_50_over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_19,M_CA_20_29,M_CA_30_34,M_CA_35_39,M_CA_40_44,M_CA_45_49,M_CA_50_over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_19,M_Sal_20_29,M_Sal_30_34,M_Sal_35_39,M_Sal_40_44,M_Sal_45_49,M_Sal_50_over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_19,M_MOD_20_29,M_MOD_30_34,M_MOD_35_39,M_MOD_40_44,M_MOD_45_49,M_MOD_50_over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_19,M_Lab_20_29,M_Lab_30_34,M_Lab_35_39,M_Lab_40_44,M_Lab_45_49,M_Lab_50_over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_19,F_Mng_20_29,F_Mng_30_34,F_Mng_35_39,F_Mng_40_44,F_Mng_45_49,F_Mng_50_over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_19,F_Pro_20_29,F_Pro_30_34,F_Pro_35_39,F_Pro_40_44,F_Pro_45_49,F_Pro_50_over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_19,F_TTW_20_29,F_TTW_30_34,F_TTW_35_39,F_TTW_40_44,F_TTW_45_49,F_TTW_50_over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_19,F_CPS_20_29,F_CPS_30_34,F_CPS_35_39,F_CPS_40_44,F_CPS_45_49,F_CPS_50_over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_19,F_CA_20_29,F_CA_30_34,F_CA_35_39,F_CA_40_44,F_CA_45_49,F_CA_50_over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_19,F_Sal_20_29,F_Sal_30_34,F_Sal_35_39,F_Sal_40_44,F_Sal_45_49,F_Sal_50_over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_19,F_MOD_20_29,F_MOD_30_34,F_MOD_35_39,F_MOD_40_44,F_MOD_45_49,F_MOD_50_over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_19,F_Lab_20_29,F_Lab_30_34,F_Lab_35_39,F_Lab_40_44,F_Lab_45_49,F_Lab_50_over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot
RA20,4535,7911,8445,7269,37579,60924,20737,56605,1717,205722,6218,19158,15339,14413,72907,102920,23776,48815,2345,305882,8273,16563,17876,13706,60719,80081,18890,29070,4186,249367,8850,16425,10282,6271,11385,14082,3879,5587,1244,78002,2579,7149,6219,4321,28738,26030,6027,9816,869,91749,4558,20837,10453,5186,15951,15344,3986,7109,1006,84444,4442,11550,13088,7916,29930,29727,9180,16048,2594,124480,6325,29067,17973,9017,25484,22401,5740,9224,2456,127687,1147,2275,1864,1191,5388,5463,1136,2799,7186,28448,46925,130935,101536,69291,288088,356975,93356,185075,23607,1295783,6539,9095,12949,11160,30501,32150,10418,21262,900,134977,19197,41776,46714,41386,76970,80601,20692,34287,2537,364160,4464,9338,9685,4942,10948,7541,1534,2053,634,51135,17272,50440,40156,23190,29423,14793,3050,5461,2758,186534,9506,34153,37541,23340,63404,41874,7406,8617,1838,227678,11105,48212,22857,8725,16100,9770,2117,2767,1391,123037,1008,3267,3198,2096,6091,3471,691,783,319,20937,4562,22378,14224,5987,11904,5824,1110,1648,1113,68758,1353,2450,1995,1246,3817,3016,448,995,5349,20671,74996,221113,189319,122077,249147,199039,47472,77873,16846,1197891
RA21,1471,2338,2256,2000,6541,11869,4654,17474,783,49386,1304,2960,2489,2524,8689,10460,3179,6439,309,38355,2468,3876,3526,3351,15518,23511,5778,10847,1199,70070,1992,2894,1978,1462,2836,3869,1087,1684,262,18071,449,1062,909,668,3489,3122,926,1384,108,12116,887,4283,1856,1081,3011,2989,849,1608,262,16825,1611,2121,1987,1465,5632,7332,2997,7319,669,31135,2217,8335,3827,2805,7638,8328,2453,3864,928,40402,404,507,305,243,885,1067,260,761,1591,6011,12791,28378,19132,15597,54239,72555,22183,51365,6123,282367,1455,2972,3343,2583,5266,5868,1903,5477,424,29301,4540,8810,10621,9557,11366,10884,3421,5699,487,65382,1129,2757,2570,1517,2623,1847,363,721,210,13740,4934,12985,11045,7157,7542,4283,973,1617,819,51351,2510,9021,9288,6121,12063,7361,1364,1678,471,49877,2400,11883,5671,2632,3828,1931,406,561,469,29795,211,623,546,332,664,522,140,242,55,3349,1951,8622,4155,2241,3116,2100,538,798,494,24009,412,542,355,227,524,450,79,187,1330,4096,19544,58202,47594,32362,46998,35250,9193,16990,4760,270894
RA22,390,654,637,555,1463,3014,1196,6371,252,14530,202,390,325,351,1250,1494,446,939,52,5445,477,797,660,640,2819,3835,932,1907,242,12303,342,465,333,276,529,640,165,268,61,3090,69,183,147,101,449,474,123,203,23,1780,133,761,380,223,636,641,155,311,48,3289,386,475,482,306,1244,1717,607,1680,165,7057,447,1730,980,758,1975,2054,532,973,273,9718,95,110,74,68,204,222,58,174,481,1487,2543,5561,4009,3270,10577,14095,4216,12820,1608,58696,342,885,901,675,1054,1424,415,1708,146,7546,774,1431,1655,1649,2032,1963,618,1025,112,11243,184,514,416,324,525,338,57,111,36,2508,905,2416,2257,1417,1562,857,201,364,184,10165,414,1571,1710,1172,2164,1337,220,300,92,8981,389,2122,1146,575,814,367,90,134,102,5749,37,122,125,66,113,100,41,80,10,692,424,2081,1069,661,846,534,156,281,172,6220,90,125,92,54,120,74,24,41,393,1003,3566,11266,9373,6597,9223,6985,1819,4043,1240,54105
RA23,7,14,7,6,20,69,22,184,15,339,0,0,8,4,9,13,3,0,0,48,3,8,5,0,11,16,9,6,0,60,4,0,0,0,10,8,0,0,0,20,0,3,0,0,0,0,3,3,0,19,0,0,3,0,0,3,0,8,0,15,10,8,6,5,20,19,3,35,0,101,3,19,16,5,8,35,13,13,3,121,0,5,0,0,0,0,0,3,9,18,25,58,43,34,77,161,59,248,28,743,6,22,22,9,9,26,7,30,5,139,8,21,20,9,13,20,8,13,0,113,0,8,4,5,0,0,0,6,0,22,17,28,20,21,6,5,6,6,0,116,0,24,35,6,9,15,0,3,0,102,4,12,11,5,9,3,0,3,0,40,5,0,3,0,0,0,0,4,0,14,0,22,11,4,3,4,0,5,0,59,0,0,0,0,0,0,0,0,5,14,33,145,122,74,53,77,25,65,10,608
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,6,12,9,4,17,28,11,18,4,108,6,10,14,8,34,63,7,15,3,159,15,20,17,12,48,52,19,26,8,207,10,10,7,11,6,15,5,5,0,68,0,6,3,0,11,9,0,3,0,36,5,14,10,0,13,5,0,5,3,56,11,26,7,11,27,32,7,27,3,147,14,34,29,24,39,39,3,19,8,207,4,0,0,0,4,3,0,0,14,33,74,114,105,63,202,240,60,114,44,1022,10,9,5,0,14,14,8,8,0,63,15,27,25,18,38,36,10,12,3,176,11,11,5,6,5,9,4,4,0,44,21,53,34,18,11,3,7,7,6,155,0,17,18,8,31,19,4,5,0,109,8,25,10,3,7,4,3,4,5,74,4,11,3,0,4,3,0,0,0,32,11,32,17,9,15,14,0,4,0,104,0,5,0,0,6,0,0,0,0,16,85,190,111,71,129,98,29,43,16,771
