RA_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
RA20,84680,61393,37023,18423,6405,2270,302926,15358,54981,52644,44895,32424,18239,5786,1232,225563,9149,25452,18137,10654,5880,3091,1397,490,74241,8344,20684,17805,12859,8065,4969,2137,565,75423,445,315,224,184,182,227,108,55,1751,1815,5611,6631,5354,3309,2079,836,311,25953,15636,26531,21736,16593,13625,13642,13264,10987,132012,101398,346616,318129,237939,166881,106955,50661,22606,1351182,11165,24723,21463,17300,12866,8534,3768,889,100700,9284,40422,49993,22428,10835,3996,564,55,137569,15880,69137,65020,57513,53650,38860,21451,6929,328433,12722,40181,29824,23612,16360,9753,5342,1615,139414,2709,7759,7447,6020,4268,2172,937,272,31586,18678,75698,56411,42760,33945,22858,10526,3892,264762,7795,40894,37943,34873,32443,28482,13086,3228,198743,30425,137803,150744,109665,69156,38275,14327,4262,554658,23268,81488,75437,64156,46903,29068,10171,2279,332773,15944,44085,31823,18327,10094,5487,2402,759,128921,12289,34188,30761,19992,12719,7237,3259,858,121311,913,768,508,350,343,363,199,80,3522,3171,10417,12425,10008,6600,4187,1827,636,49273,33922,57102,46384,35941,28907,26032,23659,16780,268726,198162,664655,616193,462939
RA21,11678,10853,8723,4861,1570,423,48635,3092,9548,10384,11067,10502,6588,1634,235,53049,894,2350,2521,1912,1552,1100,358,145,10830,2272,5656,4541,3630,2638,1706,727,153,21325,67,72,41,46,47,38,19,9,329,170,547,842,946,712,524,192,77,3996,4883,5047,5406,5665,6121,6737,6157,4301,44317,19933,54460,58407,56074,52411,39966,18213,7266,306720,667,1947,2463,2612,2147,1944,757,138,12672,597,1977,2528,1708,1398,856,177,10,9254,4157,12890,13268,15095,16508,14296,6734,1658,84607,3039,8952,7731,6865,6284,4517,1988,558,39944,1566,3929,4632,4714,4049,2362,916,249,22415,3845,13987,12690,12180,13403,10238,4169,1185,71696,1915,8854,10143,9730,10426,12192,5292,1002,59542,3119,13068,17776,17260,14718,9848,3361,731,79883,4302,12681,13516,14605,13759,9671,2775,449,71755,1703,3979,4073,3094,2474,1952,662,208,18145,3084,7987,6934,5714,4249,2733,1161,239,32105,135,159,92,83,78,67,30,12,645,369,1255,1791,2046,1666,1266,532,171,9096,10341,10812,11273,12282,12903,13641,11455,6759,89459,38836,102482,108901,107993
RA22,2062,2007,1665,970,277,68,9170,555,1614,1609,2001,2101,1249,257,34,9429,102,326,348,292,253,164,75,20,1561,462,1092,918,812,597,457,155,30,4516,16,30,16,9,13,8,4,0,96,38,88,138,117,129,94,30,12,637,1226,1296,1343,1459,1706,1893,1526,1024,11482,3985,10463,10481,10748,11071,8611,3896,1608,60849,67,338,365,340,344,318,90,21,1881,76,292,302,199,195,138,30,3,1246,894,2543,2336,2653,3318,2955,1311,302,16322,460,1356,1151,1096,1341,1032,451,109,6990,572,1385,1633,1630,1600,859,316,58,8056,583,2396,2041,2153,2884,2171,833,267,13324,331,1717,1739,1803,2023,2286,1044,186,11124,674,2483,2964,2984,2603,1797,560,109,14171,732,2134,2098,2553,2664,1732,407,68,12380,177,549,510,431,372,302,127,26,2500,656,1557,1360,1250,1041,726,275,45,6917,27,57,34,14,14,19,12,3,177,67,194,317,309,335,243,104,38,1598,2646,2742,2845,3131,3762,3982,2966,1640,23719,7963,19738,19708,20548
RA23,25,17,18,7,7,0,74,3,12,15,14,35,24,9,0,108,0,4,0,7,6,3,0,0,21,0,11,19,12,12,7,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,10,15,17,22,16,20,19,134,28,101,136,106,179,108,61,22,734,0,6,0,8,4,3,0,0,20,0,0,0,5,9,3,0,0,10,12,28,26,18,42,39,22,0,175,0,8,12,5,12,6,3,3,49,11,21,38,27,40,16,0,0,150,4,28,33,19,42,16,7,0,155,0,22,15,22,33,30,16,0,145,0,15,33,15,21,17,8,0,103,3,17,19,16,42,34,9,0,138,0,4,4,7,11,7,0,0,33,5,20,26,12,25,13,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,21,18,39,36,57,52,46,36,304,66,188,235,189
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,0,0,29,0,6,16,3
RA29,55,43,35,19,0,0,255,22,86,48,38,50,11,5,0,264,5,30,18,7,11,6,0,0,77,16,38,33,12,10,5,0,0,116,4,0,6,0,0,0,0,0,3,3,12,4,5,4,4,0,0,32,180,311,356,188,118,67,13,11,1242,278,705,618,379,303,140,29,11,2459,5,25,12,25,7,5,0,0,78,7,36,30,17,10,0,0,0,93,26,109,79,80,61,49,22,0,409,21,41,40,34,26,21,0,0,177,11,26,16,23,9,6,0,0,86,24,94,58,41,44,22,0,0,280,4,30,28,27,36,19,9,0,151,39,136,109,73,69,38,0,0,467,33,132,75,61,66,27,5,0,400,13,50,45,16,18,9,0,0,153,22,59,57,25,25,14,7,0,205,3,0,4,0,0,0,0,0,11,12,23,11,11,12,4,0,0,72,394,709,887,664,409,201,39,15,3334,608,1458,1448,1099
