RA_CODE_2021,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
RA20,6866,16519,17069,15941,16537,21882,35267,24456,7494,162037,3950,14917,18055,16848,17702,20694,35871,31882,18752,178678,3313,18500,28395,24845,23372,21864,24111,15349,7060,166808,1891,16339,32339,28914,25596,21690,16951,8806,3136,155665,1158,17475,42172,34018,30600,23392,13119,5569,2217,169728,497,15504,51337,37302,32558,24732,10819,3507,1174,177431,136,8069,44972,30762,25027,17682,6513,1912,652,135721,77,3141,37927,29334,23887,15564,5011,1726,677,117342,33,1068,22876,22826,17888,11062,3235,927,366,80280,37,750,28423,40237,31081,16720,4104,1262,481,123099,23,163,3791,8784,7558,3764,1112,411,185,25796,58,222,3243,12920,14432,6718,2406,1078,483,41561,6991,9527,23816,18845,15424,12759,12879,12355,12302,124898,136403,164738,408756,378513,327678,277565,219311,131316,63780,2108061,133901,34993,49068,45262,37465,50813,40780,16913,6935,416124,58143,16395,9656,10486,9868,13017,13488,6215,2209,139485,32720,33283,21767,19665,18543,23676,26654,15769,5593,197666,12104,30235,29749,24615,26325,35380,62515,48577,15643,285144,8465,27813,30105,25092,26979,32529,57308,48161,26540,282988,8802,35891,46450,35760,33743,34281,41873,26869,10695,274365
RA21,1653,2558,3558,3581,4312,7300,14348,8456,2064,47825,1378,2522,4077,4417,5135,7987,14388,10747,5824,56471,1294,3686,6715,6740,7138,8580,10124,5484,2440,52202,821,4091,7607,7408,7771,7921,6686,3114,929,46358,484,4138,8863,8078,8612,7952,4579,1817,582,45099,224,2887,8629,7929,8926,7926,3425,1048,340,41335,50,1403,6162,5835,6180,5179,1808,524,153,27303,20,560,5045,5159,5516,4229,1349,518,215,22612,13,173,2634,3548,3939,2714,803,215,86,14129,8,137,2551,4795,5896,3773,988,273,86,18505,3,17,291,876,1030,703,242,87,31,3279,23,45,336,1238,1635,1250,626,327,114,5593,2774,2079,4632,4872,5228,5644,6030,5343,4372,40974,33511,29195,68845,72772,79943,87260,78929,43175,18943,512571,24566,3300,5453,5538,6304,12372,9248,3224,1135,71134,16575,1685,1792,2005,2146,3927,4465,1734,527,34858,8108,4682,4412,4204,4663,7910,9883,4870,1366,50087,2938,4487,5918,5577,7116,12181,26010,17396,4470,86088,3192,4415,6324,6428,8150,12850,24935,17757,8473,92524,3664,6723,9357,9064,10138,13287,18496,10201,3684,84625
RA22,276,413,805,792,1050,1932,3677,2092,529,11562,252,442,850,928,1198,1879,3171,2643,1390,12755,256,699,1444,1400,1541,1979,2077,1184,574,11142,195,752,1693,1540,1724,1820,1397,659,238,10019,108,805,1705,1579,1849,1847,944,378,163,9377,42,552,1679,1488,1785,1690,769,206,72,8286,14,283,1092,956,1167,1041,392,131,36,5118,5,124,876,812,962,879,300,137,44,4131,0,52,398,523,636,579,199,55,17,2454,0,24,382,729,872,736,212,67,18,3029,0,0,41,99,139,133,66,17,6,515,0,12,74,169,258,231,113,74,22,955,724,523,1179,1227,1356,1567,1690,1335,1067,10661,6494,5514,13888,13842,16286,19735,17819,10169,4639,108390,4719,642,1205,1056,1262,2714,1997,742,330,14661,2962,283,369,372,458,936,917,398,134,6827,1436,752,1025,993,1128,2001,2281,1102,364,11081,519,745,1268,1296,1769,3282,6937,4368,1120,21304,662,813,1391,1431,1986,3291,6137,4431,2023,22171,760,1242,2105,1976,2324,3276,4051,2289,863,18885
RA23,0,5,12,16,7,46,35,16,10,151,3,4,16,8,4,38,50,41,27,185,0,0,17,12,19,30,25,13,9,135,0,4,14,24,21,19,24,7,6,109,0,6,21,22,19,26,13,9,0,122,0,0,12,12,16,20,13,7,0,80,0,0,8,9,11,15,7,0,0,57,0,0,3,10,8,14,10,6,5,53,0,0,3,7,4,15,4,0,0,35,0,0,0,8,3,14,8,0,0,35,0,0,0,0,4,0,3,0,0,6,0,0,0,5,0,7,0,0,0,11,8,3,7,14,22,23,24,23,17,141,54,37,125,170,166,320,239,158,71,1340,45,6,4,15,19,43,26,4,0,171,20,3,6,7,13,7,3,11,3,75,16,11,20,19,16,54,27,38,3,201,5,12,18,25,23,76,89,48,24,313,6,9,24,15,18,66,104,72,39,343,5,3,28,26,27,49,62,29,13,239
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,11,34,59,63,49,44,42,6,0,301,7,33,60,51,50,62,43,19,6,319,9,35,78,49,35,28,18,7,0,257,0,15,72,30,29,19,9,3,0,180,4,18,57,21,23,17,7,0,0,156,0,9,44,16,17,19,5,0,0,113,0,5,28,12,6,12,9,0,0,69,0,0,30,12,5,8,5,0,0,64,0,3,19,7,3,5,0,0,0,41,0,0,21,21,6,6,0,0,0,49,0,0,0,3,0,5,0,0,0,13,0,0,10,11,3,5,0,0,0,22,81,91,297,337,180,119,59,13,8,1184,229,321,878,730,479,429,224,58,19,3373,106,45,102,107,83,80,40,7,6,577,24,20,23,24,31,27,10,5,0,156,77,88,100,98,94,50,24,8,0,544,17,60,144,152,122,113,94,16,7,727,12,50,92,96,110,114,105,42,11,626,15,54,108,86,66,52,40,14,5,442
