RA_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
RA20,251,701,1750,1732,1767,1437,677,267,24,8602,13,100,594,876,917,687,174,24,5,3374,2002,6844,22978,27121,28781,22856,5347,582,48,116555,143,772,4080,5399,4046,2807,566,48,8,17861,7248,22488,57122,45165,35539,22526,5336,562,35,196028,743,2843,9022,11566,11949,8831,2320,300,34,47608,11406,18902,25670,19968,15536,10764,3533,503,25,106312,16785,14302,18066,11380,6880,4970,1369,166,12,73935,1017,6367,22467,23183,19076,16448,4485,361,10,93402,451,1790,6534,8592,5936,3157,660,88,5,27205,180,3429,15916,20355,13396,6501,1702,300,51,61825,220,1234,4879,5164,4068,2816,1163,296,29,19864,603,7317,36498,38874,25961,15760,6298,1181,57,132543,869,3877,10586,8998,8090,6211,2051,302,12,40999,571,3866,16302,17536,15401,11467,3100,368,25,68632,1898,4908,15681,15184,12276,10057,3504,380,17,63911,840,5290,20714,18542,15364,12291,4544,645,41,78273,2230,3169,6174,4735,3466,2177,872,141,10,22977,1185,4004,10467,9437,8975,7087,2274,386,27,43838,1930,6687,19224,17102,13778,9807,2806,580,118,72037
RA21,779,1354,3280,3361,4048,4586,3499,1376,208,22490,48,190,813,944,893,648,130,14,0,3674,1077,2318,6110,6385,7439,6452,1557,155,9,31510,44,219,1115,1464,1711,1662,274,13,0,6496,3190,6083,12761,10822,9722,7731,1945,149,10,52417,323,498,1328,1649,2026,1882,553,90,4,8343,3673,2793,3727,3203,3281,2918,1131,167,12,20905,4727,2064,2353,1776,1514,1305,588,78,3,14406,212,600,2158,2814,3909,4485,1607,172,7,15960,90,219,586,611,653,489,143,35,0,2812,26,190,669,1157,1227,781,296,59,8,4424,45,148,423,561,644,601,315,67,10,2816,155,614,2225,2890,2931,2426,1415,235,15,12902,205,511,1256,1470,1605,1566,606,75,3,7296,309,895,3301,4020,4655,3901,927,71,4,18092,286,621,2296,2892,2785,2671,1012,74,0,12636,196,905,3204,3272,3655,3556,1263,113,4,16185,425,412,761,725,800,737,299,52,0,4218,590,1137,2289,2069,2286,2160,755,94,6,11387,734,1120,2516,2410,2848,2450,959,316,71,13414
RA22,428,745,2200,2163,2441,2919,1883,690,113,13585,8,37,116,198,142,152,29,9,0,681,209,419,888,900,1055,1055,261,28,4,4812,7,33,202,207,268,297,54,3,0,1068,551,904,1742,1490,1474,1439,380,29,7,8014,61,140,307,371,440,461,155,26,0,1965,753,450,692,578,625,649,240,25,6,4011,642,374,570,414,401,440,177,29,0,3055,45,150,476,582,789,1089,409,46,4,3593,14,30,59,41,70,58,22,0,0,293,6,15,91,114,126,83,29,10,0,466,13,28,60,65,96,93,51,16,0,410,31,95,295,327,326,289,191,38,0,1600,42,91,281,264,265,335,95,16,3,1388,21,101,530,620,740,777,219,15,0,3022,39,81,400,407,470,491,198,14,0,2103,52,131,544,489,592,685,221,21,0,2729,41,53,100,115,140,142,57,14,0,646,154,240,467,389,361,455,186,25,5,2288,170,244,587,463,599,537,236,114,22,2981
RA23,17,21,54,72,58,94,76,17,5,414,0,0,0,0,0,0,0,0,0,6,0,0,4,3,4,0,0,0,0,15,0,0,0,0,3,7,0,0,0,12,5,4,0,6,8,14,5,3,0,43,0,0,0,0,0,0,0,0,0,4,0,0,5,3,5,4,5,0,0,20,3,6,0,6,4,7,4,0,0,23,0,4,4,7,7,14,8,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,7,5,15,6,0,0,38,0,0,3,0,6,3,8,0,0,19,0,0,4,0,0,3,0,0,0,15,0,0,0,3,0,4,0,0,0,9,0,0,3,0,7,3,3,0,0,19,0,0,5,9,9,13,4,4,0,41
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,0,3,22,9,9,8,5,0,0,59,0,0,0,0,0,5,0,0,0,4,3,8,25,21,15,11,3,0,0,82,0,0,0,5,4,4,0,0,0,16,4,18,56,36,36,17,6,0,0,174,0,0,8,8,3,5,0,0,0,28,8,10,17,6,8,9,0,0,0,61,7,16,33,10,11,8,6,0,0,86,0,3,21,12,15,13,8,0,0,84,0,0,7,8,0,0,0,0,0,15,0,0,9,9,0,4,0,0,0,25,0,0,0,3,0,0,0,0,0,12,0,4,22,21,3,9,3,0,0,59,0,0,9,9,10,5,8,0,0,41,11,12,24,7,4,10,0,0,0,68,0,0,4,6,10,3,0,0,0,31,0,5,19,15,8,10,0,0,0,51,0,0,14,0,0,0,0,0,0,19,0,7,10,8,8,5,0,0,0,32,5,3,21,26,22,9,3,0,0,87
