RA_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
RA20,4569,1022,1439,85,1123,499,978,4320,223,14261,898,1270,631,17,388,28,874,167,80,4347,32030,21297,34526,2124,16737,8914,23144,29475,2217,170462,5085,6898,2849,59,4808,1177,3346,1487,560,26280,30957,13454,111607,431,21251,3095,12315,32297,3357,228753,18349,12717,4965,266,12863,10273,10682,3842,842,74797,39781,18230,11765,1954,15351,117202,12623,17434,1748,236082,24970,2314,23501,42666,4352,21064,2510,30814,1052,153251,13235,9745,4589,2571,24264,4624,55339,5302,1895,121545,8250,19908,5360,300,5502,3153,511,540,572,44110,19464,48152,1257,769,40973,3461,193,236,2112,116620,6334,5562,1236,426,6807,16209,981,1073,680,39305,35262,143617,17352,781,32371,3385,810,1511,2311,237399,9863,12236,7355,5070,10175,1514,3428,30167,978,80789,19770,36351,6322,32744,31462,544,1049,5694,2489,136434,18520,132878,5268,39639,18913,499,378,2128,1342,219565,19857,146273,11191,102965,45366,1891,2098,10014,2381,342032,8380,11226,3376,12306,4132,1790,307,2137,783,44430,9032,9482,33184,14691,8917,1654,1148,5938,831,84874,16101,17426,12709,4676,13676,6498,12701,11884,22672,118331
RA21,18774,885,2138,72,1344,415,1566,7620,343,33163,435,498,1103,38,206,15,1596,277,57,4218,6803,2884,10472,683,3439,2340,5269,11084,519,43491,1211,1092,2147,30,1327,111,1527,732,149,8322,7106,1414,29936,146,5233,687,5769,8943,694,59936,2298,1031,1163,31,1556,2779,1675,1046,90,11674,7809,1735,3474,493,2519,28077,1924,4963,228,51222,6115,251,4176,9170,1130,4760,646,8686,194,35137,2328,918,1116,451,4071,992,9910,910,220,20909,789,1667,859,37,899,473,67,121,63,4977,1649,3505,130,64,4480,318,34,49,183,10403,738,497,320,90,1177,2694,145,221,111,5986,2847,12741,3488,135,5695,315,91,279,231,25828,1231,1426,2399,1096,1465,167,393,7050,129,15347,4640,7291,2208,10220,7712,115,938,1772,595,35476,3576,27998,1232,10151,4028,96,129,899,254,48364,4626,33009,2725,30627,10946,420,468,4068,534,87420,1467,1856,1277,1895,681,331,73,1092,142,8814,1649,1417,10259,2917,1987,332,327,1862,149,20898,2593,1623,3187,1087,2100,1181,1937,2748,5232,21685
RA22,11347,395,872,60,613,142,1008,4516,204,19160,88,54,223,0,43,0,300,56,9,783,943,381,1711,99,536,349,921,1669,114,6726,185,141,326,6,246,15,290,148,27,1371,1190,127,4422,13,713,77,1071,1345,105,9058,499,268,293,8,408,683,378,251,24,2809,1578,224,706,86,402,5633,251,1044,49,9979,1661,38,997,1835,293,798,112,1852,65,7657,490,142,237,97,770,213,2366,247,57,4623,99,184,97,6,53,81,11,18,3,561,178,351,15,0,651,30,0,12,35,1273,89,63,51,14,199,476,19,37,7,952,290,1598,548,18,950,57,18,72,31,3578,230,284,377,221,270,32,85,1637,25,3157,709,1123,349,1746,1152,16,326,476,84,5988,631,4955,203,2085,757,7,45,236,46,8961,825,5525,549,5952,1902,46,67,1088,121,16079,218,316,153,291,93,60,17,127,10,1284,258,244,2066,497,371,80,51,335,20,3920,567,263,606,206,359,235,399,779,1454,4870
RA23,387,4,8,6,29,0,30,82,8,558,0,0,0,0,3,0,9,0,0,5,4,0,6,0,0,6,0,6,0,27,4,0,0,0,0,0,6,3,0,13,5,0,14,0,0,0,16,14,0,46,0,0,0,0,0,4,0,0,0,6,7,4,11,0,0,31,0,3,0,61,20,0,7,3,0,4,0,14,0,57,5,0,0,0,6,0,44,3,0,63,0,3,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,21,0,4,0,3,3,0,0,12,0,19,7,4,0,20,10,0,12,11,0,65,11,66,3,21,8,0,0,7,0,113,5,43,3,71,26,0,0,20,6,173,0,11,0,0,0,4,0,0,0,17,0,6,16,0,0,0,0,0,0,25,14,6,0,0,4,5,7,6,17,56
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,9,4,8,0,0,3,3,52,0,76,0,0,6,0,0,0,4,0,0,6,14,11,27,0,3,6,21,34,0,120,0,5,5,0,3,0,7,5,0,22,14,5,74,0,11,0,20,59,3,190,6,7,3,0,5,5,7,0,0,39,17,7,9,0,8,65,9,14,0,126,17,4,21,46,11,25,17,57,0,202,15,6,4,10,10,3,55,8,4,108,0,9,3,0,8,0,0,0,0,25,10,29,0,0,9,0,0,0,0,53,4,9,0,0,3,4,0,3,0,23,9,53,12,0,19,4,0,4,0,99,10,8,11,3,3,0,5,36,5,74,15,23,19,27,18,0,8,4,0,115,4,46,7,33,6,0,0,4,6,97,5,81,7,74,24,3,5,5,0,205,3,9,5,13,6,5,6,0,0,46,5,6,20,15,0,0,0,5,0,56,6,17,15,3,8,5,14,28,35,126
