RA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
RA20,50593,118888,324717,310903,251197,178659,52770,7477,588,1295783,139,401,1210,1233,1290,956,323,100,10,5660,5,32,184,310,296,112,34,3,0,972,2417,3413,10729,12873,13489,9024,1784,163,7,53910,30,357,2213,2981,1881,826,120,7,0,8415,364,2286,8843,8616,7040,4378,1071,122,0,32722,337,1675,5943,7161,6871,4179,922,93,5,27186,16704,24706,28436,21276,20586,14379,3379,287,12,129772,22682,16816,16529,9541,7699,4918,1025,93,10,79318,374,2141,6848,7033,6610,4266,823,50,5,28150,578,1480,4889,4777,3247,1546,353,40,6,16903,173,2945,15350,17958,11747,5404,1122,95,5,54799,260,1617,5619,4634,3976,2404,786,136,13,19442,592,7809,33895,28970,19608,10493,3126,348,18,104858,537,3511,10963,9115,8452,5591,1490,130,7,39784,383,3443,16130,18288,16470,10717,2159,203,7,67800,3016,10270,37078,38065,35905,25176,5712,421,12,155659,2644,21840,70783,60963,54840,41712,10295,653,22,263753,2199,3248,5419,4455,3484,1974,584,82,8,21457,1228,4128,11118,9526,8265,5335,1308,123,7,41040
RA21,17122,22891,53171,54494,58629,53013,19262,3409,377,282367,392,611,1533,1634,1873,2216,1758,579,63,10671,9,51,126,109,139,90,15,0,3,548,1038,922,2136,2356,2781,2198,519,36,7,11987,24,119,374,469,492,303,48,4,0,1829,153,483,1526,1744,1834,1403,347,28,3,7521,127,225,592,640,853,691,179,25,7,3332,5286,3748,4858,4518,5669,4998,1151,84,7,30319,6353,3073,3150,2520,2679,2307,592,47,9,20727,78,263,755,930,1306,1231,338,38,0,4948,84,186,453,469,484,367,108,16,0,2166,49,305,1256,1618,1543,1010,183,13,0,5987,75,261,670,691,728,533,179,30,0,3173,170,825,2695,3308,2967,2158,729,63,3,12925,203,491,1453,1695,1984,1749,430,45,6,8050,198,865,3119,4317,4724,3421,707,37,0,17384,634,1815,6689,8656,9114,7112,1630,77,4,35729,956,5104,14807,14415,16565,15759,3483,145,5,71234,484,537,847,930,890,683,210,24,0,4597,469,969,2275,1973,1897,1453,419,46,3,9516
RA22,3277,4363,10609,10195,11409,12417,5094,1170,166,58696,139,253,835,827,1075,1232,890,287,32,5578,0,11,23,18,18,16,7,0,0,99,150,130,332,345,442,402,105,8,0,1914,0,17,58,77,68,60,20,0,0,307,28,72,186,225,237,235,57,3,0,1046,29,72,174,162,189,178,37,5,0,849,1047,587,845,891,1173,1148,264,20,0,5972,987,528,762,668,715,713,216,15,0,4604,31,59,139,160,267,281,80,8,0,1030,10,30,51,52,62,38,14,0,0,269,8,48,169,197,206,141,30,4,0,809,11,49,111,105,143,91,39,8,0,544,39,118,424,459,427,360,134,13,0,1980,36,132,340,353,400,399,93,11,0,1770,23,124,514,696,766,709,133,9,0,2966,117,377,1326,1508,1757,1423,347,17,0,6859,227,861,2649,2425,3048,3375,743,22,0,13347,46,58,130,116,140,107,36,5,0,639,65,150,395,326,352,243,86,11,0,1637
RA23,25,34,102,120,115,187,120,28,4,743,3,6,9,29,19,36,37,13,0,144,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,8,7,9,11,0,0,0,40,0,6,7,10,4,11,4,0,0,35,4,0,3,0,3,8,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,0,0,20,0,0,4,4,3,4,0,3,0,19,0,3,0,11,0,9,3,0,0,24,4,4,20,17,17,25,3,0,0,86,5,11,29,33,27,43,8,0,0,159,0,0,0,0,5,0,0,0,0,7,0,0,0,0,4,0,0,0,0,6
RA25,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,43,104,316,210,182,131,36,7,0,1022,0,0,11,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,13,5,9,0,0,0,0,32,0,0,0,5,0,0,0,0,0,5,0,0,6,3,0,3,0,0,0,17,4,0,5,4,6,0,0,0,0,12,9,9,20,14,9,10,3,0,0,68,16,32,50,3,7,8,0,0,0,114,0,0,12,3,9,6,0,0,0,29,0,0,5,6,0,0,0,0,0,13,0,0,12,5,0,0,0,0,0,21,0,4,3,0,0,0,0,0,0,10,0,3,13,5,6,12,0,0,0,39,0,0,15,6,4,6,0,0,0,30,4,6,8,9,5,9,0,0,0,46,0,7,18,18,16,8,0,0,0,65,0,18,54,26,23,33,3,0,0,156,3,0,11,8,0,0,0,0,0,25,0,6,4,5,7,0,0,0,0,22
