RA_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
RA20,724,1264,9081,6195,1718,12234,2541,15921,920,50593,4997,15193,29443,12953,9081,15546,10597,18221,2866,118888,34576,88954,70176,21294,24385,18508,29396,29705,7715,324717,61532,88329,55158,14657,21985,14174,27327,20930,6818,310903,56633,57963,44919,11870,17171,11852,25581,20019,5194,251197,35771,37586,32049,8562,12930,8576,22891,16913,3380,178659,9697,14119,7716,2235,3959,2974,5761,5177,1138,52770,1657,2332,784,218,491,530,382,753,330,7477,144,151,36,17,35,38,14,53,97,588,205722,305882,249367,78002,91749,84444,124480,127687,28448,1295783,743,1627,1336,13104,3367,27786,695,6743,788,56190,5322,21711,5722,28581,18130,24798,2506,7686,2072,116530,30336,120036,15301,45016,48489,21769,4774,13485,5648,304864,41139,100982,11965,36971,51049,16202,3993,11462,5072,278833,35648,68464,9693,34188,53677,16726,4795,13663,3849,240704,17615,40242,5835,23623,41223,12509,3509,12217,2196,158976,3718,10174,1200,4767,10778,2971,610,3121,688,38027,437,867,81,277,931,269,39,359,258,3523,29,56,3,4,34,12,0,12,93,249,134977,364160,51135,186534,227678,123037,20937,68758,20671,1197891
RA21,412,188,4508,1437,242,3630,660,5666,378,17122,1376,1352,8491,2042,787,2089,1771,4516,460,22891,5937,7718,16942,3779,2049,2648,5090,7910,1105,53171,10457,9203,13943,3214,2402,2229,5521,6485,1032,54494,12593,8728,12828,3623,2776,2642,7429,6777,1237,58629,11234,7381,10500,3040,2701,2418,8065,6582,1101,53013,5445,3311,2629,847,1015,991,2415,2166,451,19262,1701,461,227,70,135,163,177,285,201,3409,233,18,11,3,6,13,9,17,62,377,49386,38355,70070,18071,12116,16825,31135,40402,6011,282367,261,187,668,4223,870,7880,164,2726,332,17324,981,2787,1523,6521,2929,3888,346,2198,322,21499,4161,15835,3359,10226,7998,4141,591,3779,703,50797,6568,17032,2909,9088,10272,3681,528,3729,746,54560,7934,14965,2745,10482,12854,4769,776,4904,811,60245,6112,11383,2067,8932,11653,4359,764,5197,657,51133,2585,3004,434,1787,3013,991,164,1304,314,13591,638,183,26,80,266,75,13,157,140,1585,60,13,6,5,23,4,0,3,60,175,29301,65382,13740,51351,49877,29795,3349,24009,4096,270894
RA22,158,23,878,204,29,668,156,1087,79,3277,397,204,1510,295,82,379,399,1004,98,4363,1757,1151,2769,681,290,515,1110,2064,274,10609,2525,1165,2276,545,286,429,1204,1506,258,10195,3152,1189,2140,599,390,502,1535,1610,279,11409,3569,1120,2088,590,476,550,1983,1756,285,12417,2142,509,566,161,205,205,605,588,119,5094,726,72,65,17,22,33,57,86,82,1170,109,0,3,0,6,0,4,18,24,166,14530,5445,12303,3090,1780,3289,7057,9718,1487,58696,66,40,111,741,143,1355,33,576,68,3141,179,499,279,1110,506,607,87,491,77,3840,839,2883,557,1930,1334,794,119,1130,170,9761,1371,2616,526,1678,1752,744,102,971,166,9933,1898,2437,513,2156,2292,1004,150,1209,177,11841,1879,2182,410,2087,2225,1001,163,1393,159,11504,1028,546,95,440,657,230,32,380,99,3502,264,30,13,23,66,10,6,51,66,530,21,0,0,0,7,0,4,4,18,56,7546,11243,2508,10165,8981,5749,692,6220,1003,54105
RA23,4,0,6,0,0,0,3,13,0,25,3,0,3,0,0,0,6,12,0,34,35,11,11,4,0,0,20,18,3,102,60,8,8,10,0,0,14,12,0,120,56,9,9,0,4,4,18,16,0,115,84,13,14,6,5,5,30,29,0,187,76,3,3,0,4,0,14,20,0,120,25,0,0,0,0,0,0,0,4,28,3,0,0,0,0,0,0,0,0,4,339,48,60,20,19,15,101,121,18,743,0,0,0,4,0,0,3,5,0,12,0,0,0,8,0,5,0,3,0,28,6,25,0,18,14,9,5,9,3,94,18,28,6,24,22,5,4,10,0,116,26,18,3,16,28,5,0,4,3,109,39,28,9,29,31,11,5,14,5,167,33,4,0,5,9,0,0,9,0,62,11,0,0,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,139,113,22,116,102,40,14,59,14,608
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,4,0,10,4,0,4,8,7,0,43,5,4,25,13,10,10,15,22,3,104,21,70,68,25,12,19,33,66,8,316,34,44,44,9,9,9,21,38,9,210,22,19,32,11,0,9,34,53,6,182,23,15,26,9,4,5,29,21,0,131,4,3,10,0,3,0,5,8,4,36,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,108,159,207,68,36,56,147,207,33,1022,0,0,5,9,0,16,4,0,0,37,4,16,4,37,11,16,5,13,0,109,19,74,15,52,38,20,15,51,8,287,18,47,8,20,18,5,3,9,5,131,13,24,3,25,14,11,3,9,0,99,8,25,4,19,22,9,6,10,3,96,0,0,0,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,63,176,44,155,109,74,32,104,16,771
