RA_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
RA20,4644,10570,8544,8123,7104,5389,2747,581,47705,7325,28759,36851,16576,7725,2916,387,40,100568,13987,58722,55565,51803,49591,36458,19812,6021,291954,10930,33189,24822,20361,14621,9089,5109,1550,119668,1415,4675,4698,4069,2979,1657,771,220,20486,3854,18075,13796,10624,8442,5526,2440,856,63616,1416,8510,7539,6956,7532,7345,3672,909,43884,14431,61063,66063,48268,32133,19856,7918,1989,251734,7909,26504,22795,19262,14480,10827,4385,1045,107213,6795,18637,13687,7674,4215,2394,1012,270,54683,3944,13507,12961,7130,4656,2274,1130,292,45884,465,444,288,163,159,138,88,20,1767,1353,4804,5794,4651,3291,2109,992,327,23322,18284,30571,24649,19350,15273,12394,10400,5792,136711,96761,318038,298060,225003,172195,118365,60859,19913,1309201,6519,14148,12919,9176,5762,3147,1021,307,52988,1954,11658,13143,5845,3117,1087,182,18,36999,1894,10418,9453,5708,4063,2406,1637,907,36481,1796,6990,4997,3251,1737,673,236,64,19744,1291,3086,2747,1957,1288,512,167,52,11100,14823,57619,42619,32134,25502,17330,8086,3033,201148,6379,32381,30407,27922,24905,21140,9413,2316,154865,15990,76735
RA21,291,820,1009,1206,1128,1320,564,101,6440,528,1636,2047,1270,926,575,107,5,7098,3852,12053,12388,14181,15736,13840,6483,1514,80044,2877,8418,7122,6336,5892,4308,1925,549,37420,865,2431,3048,3290,2997,1954,791,218,15598,551,2554,2519,2417,2583,2048,741,177,13604,326,1870,2311,2232,2817,3952,1861,309,15685,1063,4592,6101,6412,5993,4988,1793,310,31248,1210,3129,3134,3538,3257,3081,1141,211,18706,807,1627,1553,1183,927,859,305,57,7320,806,2331,2396,2088,1614,1030,432,83,10783,64,87,49,39,27,28,13,8,319,201,706,954,1103,955,745,344,92,5102,5452,5765,5859,6617,6786,6906,5294,2460,45141,18907,48026,50496,51920,51645,45632,21791,6098,294499,379,1129,1449,1402,1017,627,191,35,6235,72,335,479,438,471,280,69,7,2155,307,847,877,912,773,454,252,145,4564,166,537,605,527,395,212,67,10,2516,695,1501,1584,1420,1052,404,124,33,6818,3290,11431,10163,9760,10814,8192,3426,1009,58088,1587,6989,7830,7492,7609,8240,3432,687,43865,2053,8476
RA22,36,140,145,160,183,205,73,10,952,67,230,231,134,122,93,20,3,912,838,2399,2204,2491,3188,2867,1247,274,15516,440,1276,1081,1040,1299,1007,443,108,6684,384,914,1148,1239,1282,739,281,59,6039,72,379,359,383,485,353,135,25,2179,34,315,359,387,537,726,313,48,2713,211,822,904,982,937,822,283,40,5004,171,524,487,543,565,483,150,29,2949,73,224,168,144,117,137,59,9,935,190,468,447,434,443,274,122,11,2397,11,27,19,11,5,6,3,0,84,39,104,182,184,203,148,76,23,961,1419,1447,1503,1670,2053,2092,1442,611,12240,3977,9275,9229,9805,11434,9950,4639,1265,59567,36,192,223,186,160,109,15,10,931,12,63,72,66,72,48,4,5,334,50,139,128,165,134,93,69,34,808,21,76,74,58,42,24,8,0,306,193,465,488,389,320,121,38,5,2016,516,2020,1685,1770,2403,1820,701,237,11144,301,1400,1389,1417,1483,1558,728,135,8405,464,1662
RA23,0,0,0,3,0,4,0,0,7,0,0,0,0,0,3,0,0,6,12,26,17,17,38,39,18,0,163,0,8,11,5,8,6,3,3,48,7,10,29,19,28,12,0,0,115,0,3,0,3,0,0,0,0,10,0,0,5,6,8,3,0,0,26,0,13,5,0,9,9,0,0,25,0,4,3,0,4,15,4,0,33,0,0,4,0,4,3,0,0,12,7,3,4,5,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,11,12,8,19,17,37,34,23,13,172,32,85,101,85,158,136,47,23,667,0,0,0,0,5,3,0,0,11,0,0,0,3,5,3,0,0,9,0,4,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,9,10,0,3,0,0,31,6,22,27,16,41,22,7,0,139,0,22,12,10,31,25,14,0,113,0,4
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,0,0,25,0,6,16,3,9,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,0,9,0,14,7,5,0,0,34,5,25,24,15,7,0,0,0,66,20,97,68,71,59,49,17,0,378,21,33,38,33,22,21,0,0,165,8,14,8,15,0,6,0,0,52,8,27,19,10,3,0,0,0,69,0,5,3,5,6,11,0,0,37,19,52,51,33,37,20,0,0,214,12,47,19,18,23,14,0,0,141,13,13,25,11,7,4,0,0,80,8,24,21,12,13,0,0,0,86,0,0,3,0,0,0,0,0,4,3,15,8,3,4,0,0,0,38,219,393,534,479,290,135,28,11,2085,331,753,829,723,477,267,55,9,3447,4,18,10,12,0,0,0,0,40,0,13,8,5,3,4,0,0,29,5,11,11,8,3,0,0,0,34,0,5,5,6,4,0,0,0,12,6,9,7,8,6,0,0,0,36,16,70,35,37,41,21,0,0,211,5,22,27,19,27,8,4,0,115,19,78
