RA_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
RA20,0,13,40,260,325,1136,3008,2152,789,7727,10,59,365,2035,756,1160,947,470,247,6053,10,232,950,3266,909,515,300,131,52,6367,25,180,2137,5702,229,145,66,16,0,8497,11,119,177,654,448,571,1749,1528,783,6035,482,3613,5279,16447,6497,5147,2864,1067,357,41747,4,48,134,1622,1463,2160,2481,1183,422,9522,215,1704,1407,7137,889,461,302,59,16,12197,5,22,58,312,416,228,91,14,7,1157,128,1424,3113,15889,6238,5128,3157,822,231,36127,3,25,81,1592,934,1370,1942,923,839,7710,10,227,490,1095,819,641,289,94,24,3680,12,164,354,1769,1243,2028,2133,1695,778,10178,88,915,1369,3404,1445,1092,830,243,64,9456,90,661,1248,4610,2968,1947,1462,716,286,13984,109,1197,2611,13422,5032,4257,3151,1456,595,31821,35,160,321,3509,666,478,421,50,10,5646,81,729,1441,6913,1886,828,317,83,19,12292,26,163,229,2102,2341,1999,1236,613,151,8871,307,1196,1331,4382,1343,1031,804,265,50,10708
RA21,0,0,6,26,29,133,317,175,44,738,0,3,15,75,35,68,35,8,3,251,4,10,35,296,82,47,39,15,6,533,0,11,102,350,12,5,0,0,0,487,6,15,27,153,166,285,1063,741,277,2728,24,290,404,1678,1314,1426,1013,370,81,6601,0,0,0,28,13,43,52,20,8,167,4,65,48,230,29,12,7,3,0,400,0,5,12,65,132,62,32,3,0,310,29,198,281,1797,672,630,417,82,10,4118,0,3,5,96,63,68,107,45,58,440,3,4,18,46,25,12,12,6,0,129,4,20,45,229,237,543,732,537,161,2512,6,23,21,84,90,57,32,7,0,308,12,90,148,503,331,272,166,88,15,1620,9,53,45,439,129,99,88,30,11,914,3,6,29,523,27,15,4,3,0,610,18,160,250,685,293,137,39,4,0,1588,0,6,4,46,59,52,28,12,8,208,24,94,130,454,241,253,287,70,10,1571
RA22,0,0,0,0,4,19,26,16,9,76,0,0,3,19,4,13,11,4,0,51,0,3,3,66,14,17,5,0,0,112,0,0,21,99,3,0,0,0,0,125,0,0,3,39,20,51,170,123,39,439,8,51,70,302,243,280,218,75,20,1273,0,0,0,3,0,0,0,0,0,6,0,14,7,31,7,0,0,0,0,66,0,0,0,6,22,15,10,4,0,67,10,80,67,489,187,157,102,24,4,1112,0,0,0,10,0,7,11,7,0,45,0,0,4,24,7,6,0,0,0,39,0,0,7,35,35,100,100,95,25,402,0,7,4,16,11,13,3,0,0,54,5,19,33,114,70,55,44,13,3,352,4,13,0,57,13,10,10,11,7,117,4,3,11,156,9,0,0,0,0,179,0,22,47,240,68,52,15,4,0,446,0,4,4,31,42,37,18,13,0,149,0,13,11,73,42,60,65,17,0,280
RA23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,3,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,4,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,6,4,0,13,0,0,11,28,9,13,5,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,10,0,0,0,0,0,10,0,0,0,4,0,5,0,0,0,11,0,0,0,6,3,3,0,0,0,17,0,0,0,8,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,5,0,0,0,9,3,0,0,0,0,11
