RA_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
RA20,125336,331,38,5,6,4,20,10671,136403,145631,4507,1535,258,36,9,31,12731,164738,147721,19419,9925,2967,732,180,92,14476,195513,103867,46234,36767,10148,2683,781,392,12359,213242,54757,42353,68303,21206,5540,1599,1037,10246,205052,33542,29051,67004,25477,6937,2117,1530,7807,173465,28978,25973,64026,27982,7987,2491,1858,7176,166473,26060,23640,62933,29102,8537,2433,1777,6721,161202,21591,20499,55266,28463,8842,2364,1625,5936,144583,17850,18001,49775,28220,9405,2519,1673,5537,132980,13632,15028,43133,25498,8925,2487,1584,5447,115726,9809,10562,39402,24762,9011,2583,1690,5763,103585,5961,6225,26863,18901,7879,2552,1895,5169,75444,3727,3964,16853,14048,7176,2687,2470,4947,55874,4226,5000,16302,14208,8129,3696,4121,8087,63780,742685,270792,558124,271251,91840,28500,21795,123072,2108061
RA21,29771,210,21,0,0,0,9,3496,33511,23840,1934,738,156,22,0,10,2492,29195,19556,5369,3968,1295,324,74,37,2569,33199,11593,7234,9038,4019,1050,286,134,2286,35644,6951,5490,12551,6657,2072,541,319,2474,37056,5303,4449,12568,7396,2557,720,468,2260,35719,5651,4714,13260,8346,2931,876,606,2412,38802,5795,4643,14104,9096,3433,962,639,2470,41144,5863,4267,14599,9906,3826,1076,684,2671,42900,5604,4109,14574,10913,4529,1174,675,2785,44362,4346,3419,14259,10617,4436,1236,633,2774,41718,3196,2651,12289,9826,4317,1327,728,2878,37213,1958,1480,7340,6781,3554,1253,911,2532,25806,1114,824,3639,4289,2844,1313,1123,2223,17369,1101,1046,3448,3894,3080,1547,1682,3154,18943,131645,51846,136393,93197,38973,12395,8647,39480,512571
RA22,5618,40,7,0,0,0,4,822,6494,4205,476,187,39,3,0,0,594,5514,3811,1116,856,332,87,12,8,606,6823,2139,1348,1695,889,263,78,40,604,7066,1206,967,2211,1345,481,153,87,603,7044,963,819,2174,1429,556,153,131,579,6796,1059,743,2457,1707,688,215,148,627,7651,1107,836,2875,2009,757,217,169,663,8632,1185,807,3090,2266,930,308,156,714,9450,1203,808,3294,2565,1106,308,175,821,10284,1011,704,3006,2406,1076,290,163,788,9442,746,545,2688,2155,1023,298,157,757,8380,381,323,1629,1522,871,322,198,647,5900,282,181,855,1047,714,359,259,571,4264,240,238,772,909,843,401,435,800,4639,25154,9954,27811,20620,9401,3121,2129,10201,108390
RA23,42,0,0,0,0,0,0,8,54,31,0,0,0,0,0,0,4,37,28,3,10,0,0,0,0,4,51,22,14,23,7,6,4,0,0,72,11,7,20,30,10,0,0,9,85,7,5,24,23,10,3,0,11,86,12,3,15,20,0,0,0,5,62,12,10,29,31,9,5,0,11,105,15,15,37,38,17,9,0,10,137,21,10,58,47,19,4,5,15,180,13,17,31,54,12,3,0,8,137,5,14,34,30,16,6,0,6,102,9,8,18,25,22,7,7,6,99,4,0,8,14,19,3,3,9,59,4,6,5,16,20,5,7,15,71,239,106,303,343,156,43,26,124,1340
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
RA29,142,3,0,0,0,0,0,86,229,187,28,8,3,0,0,0,94,321,218,29,41,13,10,0,4,148,450,145,41,33,27,8,9,7,162,425,86,39,41,28,17,4,10,182,416,53,23,34,23,10,4,7,162,321,41,26,33,12,13,0,5,106,238,53,19,41,24,13,6,5,88,242,30,17,45,41,8,0,0,63,212,31,24,55,38,14,4,0,56,217,20,13,27,16,5,5,0,51,141,9,5,29,14,4,0,0,23,74,5,3,9,11,3,0,0,16,42,0,0,4,6,0,0,0,0,14,0,0,0,4,3,5,0,5,19,1016,266,399,261,111,38,42,1239,3373
