POW_SA4_CODE_2021,SS_NS_None_Mng,SS_NS_None_Pro,SS_NS_None_TecTW,SS_NS_None_CoPSW,SS_NS_None_ClAW,SS_NS_None_SWks,SS_NS_None_MaOpDv,SS_NS_None_Lab,SS_NS_None_IDNS,SS_NS_None_Tot,SS_NS_1_15_Mng,SS_NS_1_15_Pro,SS_NS_1_15_TecTW,SS_NS_1_15_CoPSW,SS_NS_1_15_ClAW,SS_NS_1_15_SWks,SS_NS_1_15_MaOpDv,SS_NS_1_15_Lab,SS_NS_1_15_IDNS,SS_NS_1_15_Tot,SS_NS_16_24_Mng,SS_NS_16_24_Pro,SS_NS_16_24_TecTW,SS_NS_16_24_CoPSW,SS_NS_16_24_ClAW,SS_NS_16_24_SWks,SS_NS_16_24_MaOpDv,SS_NS_16_24_Lab,SS_NS_16_24_IDNS,SS_NS_16_24_Tot,SS_NS_25_34_Mng,SS_NS_25_34_Pro,SS_NS_25_34_TecTW,SS_NS_25_34_CoPSW,SS_NS_25_34_ClAW,SS_NS_25_34_SWks,SS_NS_25_34_MaOpDv,SS_NS_25_34_Lab,SS_NS_25_34_IDNS,SS_NS_25_34_Tot,SS_NS_35_39_Mng,SS_NS_35_39_Pro,SS_NS_35_39_TecTW,SS_NS_35_39_CoPSW,SS_NS_35_39_ClAW,SS_NS_35_39_SWks,SS_NS_35_39_MaOpDv,SS_NS_35_39_Lab,SS_NS_35_39_IDNS,SS_NS_35_39_Tot,SS_NS_40_Mng,SS_NS_40_Pro,SS_NS_40_TecTW,SS_NS_40_CoPSW,SS_NS_40_ClAW,SS_NS_40_SWks,SS_NS_40_MaOpDv,SS_NS_40_Lab,SS_NS_40_IDNS,SS_NS_40_Tot,SS_NS_41_48_Mng,SS_NS_41_48_Pro,SS_NS_41_48_TecTW,SS_NS_41_48_CoPSW,SS_NS_41_48_ClAW,SS_NS_41_48_SWks,SS_NS_41_48_MaOpDv,SS_NS_41_48_Lab,SS_NS_41_48_IDNS,SS_NS_41_48_Tot,SS_NS_49ov_Mng,SS_NS_49ov_Pro,SS_NS_49ov_TecTW,SS_NS_49ov_CoPSW,SS_NS_49ov_ClAW,SS_NS_49ov_SWks,SS_NS_49ov_MaOpDv,SS_NS_49ov_Lab,SS_NS_49ov_IDNS,SS_NS_49ov_Tot,SS_NS_NS_Mng,SS_NS_NS_Pro,SS_NS_NS_TecTW,SS_NS_NS_CoPSW,SS_NS_NS_ClAW,SS_NS_NS_SWks,SS_NS_NS_MaOpDv,SS_NS_NS_Lab,SS_NS_NS_IDNS,SS_NS_NS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_Inad_des_Tot,SS_NS_Tot_Tot,Tot_None_Mng,Tot_None_Pro,Tot_None_TecTW,Tot_None_CoPSW,Tot_None_ClAW,Tot_None_SWks,Tot_None_MaOpDv,Tot_None_Lab,Tot_None_IDNS,Tot_None_Tot,Tot_1_15_Mng,Tot_1_15_Pro,Tot_1_15_TecTW,Tot_1_15_CoPSW,Tot_1_15_ClAW,Tot_1_15_SWks,Tot_1_15_MaOpDv,Tot_1_15_Lab,Tot_1_15_IDNS,Tot_1_15_Tot,Tot_16_24_Mng,Tot_16_24_Pro,Tot_16_24_TecTW,Tot_16_24_CoPSW,Tot_16_24_ClAW,Tot_16_24_SWks,Tot_16_24_MaOpDv,Tot_16_24_Lab,Tot_16_24_IDNS,Tot_16_24_Tot,Tot_25_34_Mng,Tot_25_34_Pro,Tot_25_34_TecTW,Tot_25_34_CoPSW,Tot_25_34_ClAW,Tot_25_34_SWks,Tot_25_34_MaOpDv,Tot_25_34_Lab,Tot_25_34_IDNS,Tot_25_34_Tot,Tot_35_39_Mng,Tot_35_39_Pro,Tot_35_39_TecTW,Tot_35_39_CoPSW,Tot_35_39_ClAW,Tot_35_39_SWks,Tot_35_39_MaOpDv,Tot_35_39_Lab,Tot_35_39_IDNS,Tot_35_39_Tot,Tot_40_Mng,Tot_40_Pro,Tot_40_TecTW,Tot_40_CoPSW,Tot_40_ClAW,Tot_40_SWks,Tot_40_MaOpDv,Tot_40_Lab,Tot_40_IDNS,Tot_40_Tot,Tot_41_48_Mng,Tot_41_48_Pro,Tot_41_48_TecTW,Tot_41_48_CoPSW,Tot_41_48_ClAW,Tot_41_48_SWks,Tot_41_48_MaOpDv,Tot_41_48_Lab,Tot_41_48_IDNS,Tot_41_48_Tot,Tot_49ov_Mng,Tot_49ov_Pro,Tot_49ov_TecTW,Tot_49ov_CoPSW,Tot_49ov_ClAW,Tot_49ov_SWks,Tot_49ov_MaOpDv,Tot_49ov_Lab,Tot_49ov_IDNS,Tot_49ov_Tot,Tot_NS_Mng,Tot_NS_Pro,Tot_NS_TecTW,Tot_NS_CoPSW,Tot_NS_ClAW,Tot_NS_SWks,Tot_NS_MaOpDv,Tot_NS_Lab,Tot_NS_IDNS,Tot_NS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_Inad_des_Tot,Tot_Tot_Tot
201,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,5,6,21,231,16,173,9,123,10,597,34,79,64,622,114,1255,45,689,17,2917,16,28,71,214,72,262,22,153,9,852,15,24,42,127,45,92,3,44,3,402,17,25,187,76,35,26,5,23,0,394,19,26,197,31,8,9,3,12,3,308,7,5,89,9,3,4,0,3,0,133,8,0,45,15,3,4,0,0,0,77,0,3,7,15,3,25,0,13,32,102,115,208,715,1344,300,1857,89,1069,78,5777
202,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,14,10,13,16,197,11,138,8,103,9,509,29,57,66,530,88,1216,73,824,31,2909,19,26,64,175,65,234,22,123,10,727,18,35,37,106,37,74,7,46,4,366,18,22,191,62,29,35,3,17,3,368,4,17,195,21,13,11,7,9,4,280,5,9,89,6,6,6,6,0,0,122,3,3,38,10,0,0,0,0,0,57,0,3,6,22,0,24,0,15,32,105,104,170,708,1124,256,1736,122,1140,85,5448
203,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,6,0,4,0,20,6,20,81,565,47,421,23,224,10,1396,70,151,190,1462,238,2773,170,1574,43,6666,33,89,129,498,134,573,84,341,17,1905,36,56,83,235,74,192,31,84,4,791,27,47,376,127,67,60,12,41,10,774,11,40,414,56,28,15,11,22,4,604,8,18,175,19,19,5,9,9,0,263,7,4,64,10,9,6,5,5,0,113,3,7,20,32,0,51,5,16,42,177,221,430,1526,3002,610,4089,352,2331,135,12690
204,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,4,0,0,0,22,6,5,25,250,16,163,8,126,8,607,31,32,66,488,77,1028,27,745,21,2536,14,23,53,131,30,189,27,124,5,592,15,30,39,122,27,64,12,43,5,343,14,29,211,101,50,15,5,25,3,458,12,22,305,64,18,5,8,16,0,450,13,10,130,27,9,5,13,6,0,209,11,0,59,24,0,0,0,9,0,110,0,4,20,36,4,32,0,19,51,156,105,153,915,1248,231,1498,101,1113,103,5467
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,6,0,7,0,29,18,15,32,303,23,243,0,145,21,799,35,69,109,709,102,1815,55,1017,35,3952,35,47,77,227,54,295,16,162,5,911,20,43,65,171,43,99,6,55,7,509,29,50,355,124,80,39,5,25,5,704,20,19,337,39,27,3,0,15,4,465,7,10,118,21,13,9,4,14,0,204,17,8,61,12,3,7,0,9,0,117,4,0,26,39,5,36,3,31,50,181,169,260,1170,1637,358,2539,101,1475,136,7839
206,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,8,0,4,0,14,0,0,0,5,0,3,0,0,0,10,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,17,7,3,9,0,5,8,60,95,236,220,2315,358,1282,74,596,74,5255,245,1768,612,4559,1823,4953,350,2538,205,17067,294,1134,722,1948,1757,1722,358,1508,129,9576,192,536,373,800,844,604,60,351,53,3808,159,759,554,323,796,192,28,114,45,2974,95,711,655,155,436,70,15,65,31,2235,44,231,183,55,137,38,6,19,6,713,30,169,101,39,60,16,4,15,13,445,16,58,63,182,36,138,18,75,258,846,1167,5610,3490,10374,6248,9031,918,5276,815,42923
207,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,5,0,0,0,17,33,73,51,687,82,478,14,183,14,1609,105,813,216,2070,604,3178,150,1315,57,8511,77,194,192,659,364,866,73,433,32,2899,71,94,82,280,180,308,17,112,12,1152,44,108,154,107,105,57,3,21,12,605,35,86,200,39,61,25,5,5,8,474,3,24,49,13,20,12,0,0,0,127,10,15,31,13,6,6,3,6,0,90,3,13,18,29,11,26,10,17,58,187,388,1418,985,3908,1428,4955,281,2104,188,15651
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,4,0,3,0,19,40,63,83,807,68,847,26,243,27,2188,100,578,244,2513,636,3948,218,1684,77,10003,97,188,248,836,412,1128,156,557,17,3646,63,85,139,342,154,369,51,148,12,1360,55,70,343,148,75,92,27,31,13,853,19,54,402,55,40,34,14,20,10,647,9,10,127,29,17,14,0,5,0,211,15,21,64,26,6,12,0,12,0,161,3,12,13,55,13,33,9,24,61,212,396,1081,1659,4819,1423,6473,490,2718,220,19274
209,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,12,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,8,0,7,0,8,0,29,24,26,55,564,61,538,26,197,17,1499,110,402,202,1597,429,3958,170,1718,78,8659,83,136,268,547,277,969,178,578,32,3068,71,78,144,248,117,348,38,140,8,1185,36,68,357,133,87,71,10,44,15,811,21,50,435,65,46,29,4,16,8,676,12,19,138,20,17,9,6,5,0,224,7,12,65,15,10,7,6,10,3,133,3,16,30,27,9,60,5,37,77,268,366,804,1697,3208,1042,5978,440,2755,231,16537
210,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,6,8,3,0,30,15,28,43,325,42,429,41,161,12,1107,64,230,149,968,296,2581,247,1305,69,5909,69,93,254,364,191,694,304,529,21,2518,38,39,110,166,79,249,84,172,18,951,26,56,433,81,81,69,32,35,16,839,17,23,459,36,49,14,21,35,13,671,11,9,175,22,12,9,13,13,0,264,11,12,84,12,7,0,16,6,7,156,0,7,29,43,15,51,14,31,74,267,256,499,1737,2015,779,4098,777,2294,231,12681
