POW_SA4_CODE_2021,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000_3499_A_15_19,MaOpD_3000_3499_A_20_24,MaOpD_3000_3499_A_25_34,MaOpD_3000_3499_A_35_44,MaOpD_3000_3499_A_45_54,MaOpD_3000_3499_A_55_64,MaOpD_3000_3499_A_65_74,MaOpD_3000_3499_A_75ov,MaOpD_3000_3499_Tot,MaOpD_3500mo_A_15_19,MaOpD_3500mo_A_20_24,MaOpD_3500mo_A_25_34,MaOpD_3500mo_A_35_44,MaOpD_3500mo_A_45_54,MaOpD_3500mo_A_55_64,MaOpD_3500mo_A_65_74,MaOpD_3500mo_A_75ov,MaOpD_3500mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000_3499_A_15_19,Lab_3000_3499_A_20_24,Lab_3000_3499_A_25_34,Lab_3000_3499_A_35_44,Lab_3000_3499_A_45_54,Lab_3000_3499_A_55_64,Lab_3000_3499_A_65_74,Lab_3000_3499_A_75ov,Lab_3000_3499_Tot,Lab_3500mo_A_15_19,Lab_3500mo_A_20_24,Lab_3500mo_A_25_34
201,22,93,104,149,140,26,0,537,3,7,59,70,88,114,11,0,362,0,7,53,50,68,58,6,0,236,0,3,68,77,54,50,10,0,257,0,0,4,10,14,4,0,0,31,0,0,8,12,6,7,0,0,39,0,0,3,0,10,11,0,0,37,105,247,723,675,904,947,279,12,3889,31,4,8,3,9,0,12,0,62,549,30,18,17,11,20,8,0,650,229,62,42,30,51,55,31,5,505,68,74,48,56,63,90,29,3,440,55,104,85,64,86,117,54,5,573,50,119,175,117,154,185,62,10,872,36,151,206,143,203,213,70,3,1021,20,171,271,199,248,225,50,4,1191,10,83,210,190,204,177,37,0,915,3,31,93,84,87,91,10,0,408,4,8,61,74,56,63,16,0,282,0,8,24,49,49,33,7,3,172,0,7,44,34,57,37,5,0,188,0,0,3,4,0,0,0,0,19,0,0,7
202,25,88,105,118,138,37,3,509,3,19,79,93,113,99,20,0,418,0,8,65,51,54,52,5,0,238,0,13,90,86,77,49,7,0,314,0,0,8,15,11,13,0,0,50,0,0,0,15,9,8,0,0,34,3,3,5,10,19,16,0,0,45,136,299,739,762,900,994,277,21,4134,31,5,8,0,7,3,0,0,61,600,21,12,13,16,24,12,5,706,258,69,41,36,32,61,15,3,508,92,65,59,36,64,76,30,5,431,55,92,73,58,80,121,44,9,530,56,129,162,142,141,195,62,9,890,38,203,264,204,239,234,68,4,1258,35,239,436,306,282,269,50,4,1614,23,112,293,251,222,212,48,3,1164,3,38,115,85,104,84,19,0,452,5,18,53,59,44,47,8,0,238,0,12,32,37,26,5,0,0,118,0,7,34,30,29,20,6,0,120,0,0,11,5,3,3,0,0,23,0,0,3
203,49,178,172,205,225,52,3,890,3,18,103,134,164,144,26,0,583,0,11,67,69,103,84,18,0,347,0,7,72,89,100,91,21,0,372,0,4,17,20,16,17,0,0,76,0,0,9,19,14,16,0,0,63,4,3,12,9,17,28,14,6,84,245,748,1512,1293,1554,1646,457,35,7482,28,11,15,12,7,12,0,0,90,1077,48,19,27,17,37,20,0,1240,458,156,71,62,54,83,48,3,941,138,186,113,76,118,134,49,11,821,82,218,195,134,145,186,71,15,1036,75,263,253,203,224,259,119,17,1413,56,241,338,271,279,284,100,18,1587,55,274,504,362,407,327,87,10,2018,14,142,414,323,346,292,58,3,1599,6,52,205,163,167,136,31,0,766,0,29,112,106,111,72,16,0,436,0,16,65,81,72,50,8,0,291,0,11,79,113,79,41,16,6,334,0,0,9,15,15,3,6,0,45,0,9,10
204,59,155,165,216,194,39,0,843,0,23,110,116,116,153,24,0,542,0,19,55,94,97,72,13,0,352,0,8,71,69,95,64,16,0,319,0,0,3,3,13,8,5,0,35,0,0,4,8,9,7,0,0,28,0,4,10,3,8,10,4,0,42,160,479,1028,938,1239,1337,411,35,5633,41,3,3,6,12,19,4,0,97,626,20,20,13,31,36,16,3,761,263,44,36,38,68,92,47,4,607,86,59,53,60,94,127,52,13,542,62,71,88,79,99,136,80,16,626,83,108,173,165,182,260,94,17,1080,80,217,276,181,232,263,95,18,1364,69,214,344,264,281,354,72,4,1611,35,137,280,246,283,277,71,7,1335,3,50,126,136,154,143,29,3,646,3,25,86,79,105,86,15,6,405,4,11,47,46,69,50,6,3,239,0,11,44,48,42,34,10,0,187,0,0,3,6,0,0,0,0,17,0,5,16
205,38,174,158,238,228,52,5,902,0,17,122,144,173,196,28,0,686,0,13,90,121,135,124,35,4,519,0,14,104,142,167,159,26,0,608,0,0,19,50,45,33,5,0,151,0,3,20,42,48,46,6,0,173,0,0,13,16,14,28,8,5,79,144,351,1084,1227,1610,1797,519,50,6778,43,12,15,15,11,9,7,4,121,808,47,23,23,34,50,18,0,1005,339,85,67,69,92,156,49,7,859,124,105,91,89,132,203,58,12,818,85,113,118,153,166,230,103,26,990,89,197,238,220,290,348,123,17,1532,77,207,377,327,358,358,115,7,1835,52,249,501,369,425,401,103,8,2101,30,141,390,331,335,280,72,3,1592,10,56,187,159,210,155,36,4,809,0,26,119,107,144,105,23,0,519,3,11,86,105,72,59,3,0,348,0,11,93,130,142,85,19,0,482,0,0,15,34,20,17,6,0,90,0,0,11
206,42,347,293,305,272,60,4,1329,3,28,183,248,263,235,61,5,1025,0,10,153,214,239,241,46,0,908,0,33,319,426,464,377,77,0,1702,0,5,71,151,125,94,15,0,456,0,10,56,76,88,50,12,0,289,0,10,31,22,26,37,9,0,145,260,1395,3801,3001,2836,2504,627,44,14454,61,31,39,19,35,21,7,0,215,1128,197,74,36,38,49,26,6,1553,578,414,203,104,136,125,65,17,1645,248,542,399,178,185,197,84,16,1861,145,754,815,332,235,268,108,28,2682,134,972,1427,512,445,426,173,24,4108,72,785,1335,691,589,557,181,23,4244,44,615,1451,781,665,596,179,19,4349,20,319,1146,656,550,506,145,10,3363,9,109,491,384,320,302,61,5,1676,4,57,311,304,296,217,55,8,1256,0,56,245,252,259,158,36,6,1007,0,57,359,438,419,272,41,6,1595,0,13,95,119,85,47,6,0,360,0,9,50
207,14,54,63,79,86,24,0,314,0,3,24,51,67,62,20,0,224,0,0,17,38,41,63,14,5,179,0,4,20,36,42,49,15,3,174,0,0,0,8,10,3,0,0,23,0,0,0,7,3,0,0,0,13,0,5,3,6,8,5,0,5,26,123,319,544,541,592,619,185,19,2944,35,8,5,7,17,8,3,0,82,736,77,21,13,13,32,16,7,918,308,166,52,55,62,55,28,17,745,126,168,111,67,94,98,30,11,702,38,216,150,69,87,98,42,10,716,33,223,266,131,132,141,64,23,1005,7,176,243,137,180,169,70,10,999,12,120,267,167,177,178,62,0,977,6,74,220,130,154,164,43,5,802,0,28,98,83,80,81,25,0,401,0,14,66,51,50,55,7,0,245,0,7,36,29,42,37,9,4,162,0,3,46,39,48,28,10,5,181,0,4,12,11,9,11,0,0,42,0,0,0
208,23,163,206,215,214,61,0,885,0,14,81,122,159,129,30,0,534,0,4,39,49,64,60,12,0,232,0,4,35,55,61,49,14,0,214,0,0,9,7,15,6,0,0,40,0,0,7,9,3,9,0,3,32,3,3,7,8,19,19,7,0,62,229,685,1547,1366,1657,1584,436,42,7544,38,17,16,15,7,8,6,0,106,1022,91,27,18,28,23,24,3,1237,417,178,86,43,57,73,42,9,906,135,245,106,66,74,120,46,15,805,84,238,212,82,102,123,47,16,899,61,298,293,170,200,210,86,34,1360,41,263,378,285,333,299,110,11,1732,32,255,571,433,483,409,116,6,2303,17,125,430,311,357,308,70,8,1620,13,42,208,176,189,173,40,3,835,3,19,112,110,99,95,17,3,462,0,7,61,48,88,67,16,0,292,0,8,81,86,99,58,15,0,353,0,0,15,16,14,12,3,0,62,0,0,12
209,51,274,302,319,269,59,5,1277,0,20,138,225,236,183,52,0,854,0,19,83,106,105,92,22,4,438,0,14,79,106,110,94,25,0,430,0,4,13,28,24,10,4,0,82,0,0,9,16,15,10,9,0,59,0,4,19,18,22,20,4,0,83,211,831,2248,2285,2294,2030,557,48,10516,55,15,17,7,11,14,6,0,131,1061,79,30,25,23,16,16,4,1251,504,188,78,43,79,94,62,16,1068,135,254,110,90,106,142,44,9,895,90,258,201,154,147,181,65,16,1103,83,317,341,207,295,272,103,29,1646,38,262,469,344,387,394,107,10,2011,41,286,607,478,602,491,103,9,2622,21,172,494,386,437,315,62,3,1895,8,59,247,232,222,174,43,0,979,0,25,139,158,135,103,19,3,582,0,9,85,73,83,55,7,0,318,0,22,80,110,99,61,13,0,379,0,0,11,20,25,9,5,0,57,0,0,15
210,103,495,583,540,470,81,4,2271,0,42,320,379,382,284,49,0,1463,0,24,147,186,214,158,25,0,758,0,16,153,188,214,163,23,0,761,0,0,27,33,28,23,5,0,110,3,4,25,48,28,13,3,5,121,0,14,24,26,28,32,10,4,138,326,1570,4077,3961,3913,3323,720,46,17944,47,14,33,19,22,17,4,0,166,755,61,29,26,30,31,10,0,946,414,163,65,70,78,87,22,10,903,152,180,127,101,110,128,35,9,841,93,236,207,122,128,150,64,3,1009,83,303,359,238,231,233,71,10,1524,84,327,548,428,464,412,92,9,2372,66,398,839,643,722,567,85,8,3328,29,218,704,542,557,374,76,3,2502,8,81,326,292,305,215,51,4,1273,3,43,201,224,212,168,30,0,878,4,17,151,166,139,68,16,0,562,0,17,164,176,145,68,11,4,590,0,6,22,27,24,10,0,0,86,0,4,29
