POW_SA4_CODE_2021,Pvte_1250_1499_Mng,Pvte_1250_1499_Pro,Pvte_1250_1499_TecTW,Pvte_1250_1499_CoPSW,Pvte_1250_1499_ClAW,Pvte_1250_1499_SWks,Pvte_1250_1499_MaOpDv,Pvte_1250_1499_Lab,Pvte_1250_1499_IDNS,Pvte_1250_1499_Tot,Pvte_1500_1749_Mng,Pvte_1500_1749_Pro,Pvte_1500_1749_TecTW,Pvte_1500_1749_CoPSW,Pvte_1500_1749_ClAW,Pvte_1500_1749_SWks,Pvte_1500_1749_MaOpDv,Pvte_1500_1749_Lab,Pvte_1500_1749_IDNS,Pvte_1500_1749_Tot,Pvte_1750_1999_Mng,Pvte_1750_1999_Pro,Pvte_1750_1999_TecTW,Pvte_1750_1999_CoPSW,Pvte_1750_1999_ClAW,Pvte_1750_1999_SWks,Pvte_1750_1999_MaOpDv,Pvte_1750_1999_Lab,Pvte_1750_1999_IDNS,Pvte_1750_1999_Tot,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000_3499_Mng,Pvte_3000_3499_Pro,Pvte_3000_3499_TecTW,Pvte_3000_3499_CoPSW,Pvte_3000_3499_ClAW,Pvte_3000_3499_SWks,Pvte_3000_3499_MaOpDv,Pvte_3000_3499_Lab,Pvte_3000_3499_IDNS,Pvte_3000_3499_Tot,Pvte_3500mo_Mng,Pvte_3500mo_Pro,Pvte_3500mo_TecTW,Pvte_3500mo_CoPSW,Pvte_3500mo_ClAW,Pvte_3500mo_SWks,Pvte_3500mo_MaOpDv,Pvte_3500mo_Lab,Pvte_3500mo_IDNS,Pvte_3500mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot
201,847,1200,1098,465,603,248,486,375,57,5381,791,1201,699,260,374,167,338,261,39,4122,539,883,380,111,204,105,225,151,25,2625,1003,1353,581,74,205,147,240,172,29,3815,289,288,100,25,57,38,25,19,5,837,509,552,88,17,65,88,33,30,19,1392,84,40,91,62,41,61,28,59,18,483,7771,8977,8950,7136,5833,6571,3618,6852,486,56197,0,0,0,0,0,0,0,6,20,35,0,0,0,4,0,0,0,3,27,33,0,0,4,3,0,0,0,4,30,40,5,0,5,0,0,0,0,8,46,65,5,0,3,8,5,0,5,8,31,63,4,0,8,3,0,3,4,6,32,67,4,7,11,0,3,5,3,14,32,80,8,0,11,6,4,0,9,8,39,87,0,10,16,0,0,0,5,9,44,82,5,3,8,7,3,4,0,0,33,51,3,5,4,9,0,0,0,3,15,34,0,0,7,0,3,0,0,4,14,28
202,782,1150,993,454,683,247,465,408,54,5241,821,1234,716,254,466,182,379,224,46,4312,628,853,423,145,227,114,217,117,41,2763,1112,1402,609,81,258,129,300,106,37,4039,274,258,123,10,61,30,50,23,7,843,470,517,70,25,64,68,35,23,11,1284,92,57,83,52,37,48,44,70,30,512,7747,8666,8443,6733,5945,6150,3832,7732,560,55810,0,0,0,3,0,0,0,3,22,34,0,0,0,3,0,6,0,5,26,40,0,0,0,3,0,0,0,7,18,31,6,0,0,0,4,3,0,0,26,44,0,0,4,5,0,9,0,5,34,60,9,0,10,7,4,5,3,17,44,99,0,0,11,9,0,0,4,17,36,82,4,0,10,12,7,3,8,10,43,101,9,0,10,0,3,0,10,7,41,80,3,5,12,0,3,0,0,3,20,49,4,3,5,0,0,0,4,3,14,39,0,0,4,0,0,0,0,0,11,15
203,1552,2404,2133,817,1244,639,840,703,129,10461,1426,2414,1724,522,791,427,555,400,83,8342,1022,1837,1082,261,409,262,327,269,66,5543,2244,3055,1606,207,480,330,347,330,77,8677,642,574,301,33,99,83,69,45,23,1867,1175,1297,301,78,147,166,61,63,48,3333,112,98,176,113,82,92,70,104,74,929,13396,18405,17379,14383,10747,12638,7119,11946,1153,107167,0,3,3,0,0,4,0,5,46,65,0,0,0,7,0,6,0,9,33,54,0,0,0,0,0,5,0,3,30,51,0,5,9,13,0,6,3,11,33,74,0,0,6,6,3,3,5,7,55,93,0,3,10,16,7,4,9,14,58,120,7,9,14,19,10,14,10,21,63,159,5,8,13,10,6,4,15,19,70,154,8,9,31,7,9,5,4,7,60,155,7,15,13,3,7,4,9,7,43,101,0,11,7,0,3,3,0,0,34,64,10,7,6,6,0,0,0,0,27,59
204,1130,968,1253,493,610,299,765,584,72,6165,1065,1075,858,278,357,212,485,389,34,4757,738,758,491,166,205,101,321,233,38,3057,1247,1240,564,119,206,141,294,185,31,4032,286,227,100,24,43,47,33,14,6,783,535,420,94,25,58,54,28,41,18,1285,145,40,103,67,38,63,37,86,45,635,10642,7670,9773,7623,5755,6338,5177,8984,663,62619,4,0,0,0,0,0,0,0,37,46,5,0,6,3,3,5,0,4,36,62,6,4,0,0,0,5,0,13,33,68,11,8,0,8,0,0,0,3,25,56,4,0,6,4,3,4,0,7,38,72,9,4,9,9,6,10,0,17,44,106,7,6,11,11,7,3,4,12,53,111,12,5,13,13,6,4,14,10,71,145,7,6,17,3,0,7,11,5,54,115,10,8,9,3,0,0,5,7,31,70,8,4,0,4,3,0,4,4,15,39,5,4,5,0,0,0,6,0,16,31
205,1445,1467,1638,668,805,368,840,721,92,8038,1322,1509,1290,435,520,289,636,474,64,6541,939,1085,796,217,288,175,482,329,46,4349,1543,1707,1315,170,327,195,562,460,67,6352,438,337,346,28,83,45,141,90,17,1525,818,740,547,37,103,93,169,68,39,2612,243,82,197,98,74,121,66,169,79,1125,14301,11355,15207,11008,9166,10230,6354,12361,995,90974,8,4,4,0,0,0,0,5,61,88,7,0,4,12,0,10,0,11,66,106,6,7,7,5,0,4,3,8,43,83,14,0,4,5,4,3,0,17,52,99,6,3,12,8,7,3,3,8,62,110,10,0,18,23,8,10,5,25,90,190,15,6,15,17,10,8,8,14,85,183,11,13,24,14,14,7,8,17,105,207,13,18,27,12,10,4,16,14,74,187,18,11,4,5,0,5,7,6,35,94,6,6,18,0,4,5,7,7,34,77,0,7,3,0,5,0,7,3,24,51
206,8491,25917,6533,3685,14221,3345,1120,1534,893,65743,9745,28887,5387,2342,10768,2904,830,1157,767,62785,8820,24796,4009,1043,6369,1804,643,950,593,49019,27415,59835,6646,1153,9208,3398,1369,1497,1063,111593,11803,16463,1374,207,2213,910,385,347,320,34033,29261,31380,1491,413,3643,2225,267,306,749,69734,549,1078,428,311,503,266,106,223,476,3939,115154,233733,51583,48223,92541,42969,12676,28735,8388,634003,13,18,22,18,12,5,3,18,239,361,3,13,10,24,10,22,0,22,129,233,8,14,17,44,9,28,4,25,162,317,7,19,23,26,33,15,14,33,233,407,3,22,27,53,24,19,16,55,219,425,15,38,29,65,30,18,23,71,282,586,12,39,68,63,46,16,31,65,290,625,31,69,70,47,70,28,59,50,400,831,34,122,76,48,72,17,50,49,391,851,37,121,47,24,53,12,16,18,258,596,30,136,40,9,32,11,16,8,213,501,31,122,21,13,20,4,3,4,134,363
207,1577,4162,1476,1057,1942,781,251,354,133,11734,1706,4528,1112,665,1402,619,156,221,132,10542,1383,3622,712,315,805,404,107,155,81,7586,3851,7756,1014,274,1078,662,131,163,123,15058,1446,1777,179,48,242,210,25,38,53,4007,3541,3389,193,67,377,360,13,34,85,8076,116,229,106,111,108,106,16,46,91,929,19416,37147,12323,16246,16404,14573,2564,7550,1569,127797,3,8,4,0,4,0,0,9,36,73,0,7,5,6,3,0,0,3,38,66,0,9,0,11,6,6,0,13,24,72,0,3,7,11,4,9,0,10,44,97,0,4,11,8,7,6,0,8,52,105,0,5,14,14,14,3,3,12,58,122,5,9,13,13,9,4,11,16,68,154,6,12,23,6,10,7,11,13,93,183,17,9,15,15,20,4,5,20,79,181,14,20,11,0,7,0,5,3,55,114,8,19,9,3,0,0,3,0,38,85,9,28,0,4,3,0,0,0,33,78
208,2278,4188,2749,1149,2201,1060,825,783,157,15389,2311,4175,2137,650,1473,815,491,443,163,12663,1871,3429,1377,317,789,497,195,282,94,8849,4361,6096,1635,298,987,830,182,336,113,14843,1402,1380,284,57,234,255,34,58,47,3752,3418,3181,233,100,358,439,31,68,131,7953,185,256,213,124,136,131,48,103,107,1310,23022,34097,20410,19228,17797,18945,7203,12591,1813,155107,0,4,3,5,9,0,3,3,72,96,0,4,0,15,0,3,0,3,45,71,0,0,3,3,3,5,0,11,39,72,4,0,4,10,0,6,0,16,51,102,4,3,3,17,0,6,0,8,49,95,4,9,6,12,8,8,7,22,55,130,3,15,20,13,7,8,19,25,80,188,8,20,34,21,27,10,29,20,115,277,3,23,22,15,16,6,15,21,94,213,8,26,14,5,11,0,13,6,61,160,9,18,17,4,6,0,0,3,59,127,17,20,11,3,0,0,0,0,37,86
209,1844,3292,2567,1242,1697,825,1173,923,163,13731,1788,3341,2045,745,1130,598,786,547,116,11100,1451,2440,1248,336,605,365,389,296,86,7216,2893,3829,1631,262,669,491,364,371,116,10629,839,821,249,41,158,110,80,53,34,2383,1449,1489,222,34,193,174,58,69,49,3746,145,184,254,124,135,160,62,139,109,1309,16866,24920,20362,18085,15775,17241,9892,14271,1729,139134,4,0,3,3,7,6,6,0,54,87,0,7,0,8,6,12,0,6,39,73,5,10,4,4,3,5,3,9,29,75,4,5,10,8,0,4,5,7,50,101,4,0,7,18,7,8,10,15,59,127,3,13,22,19,16,7,16,14,79,193,7,13,41,13,13,8,16,16,100,238,5,21,45,17,16,0,31,23,103,264,12,25,35,24,11,6,21,22,117,271,10,20,29,10,13,0,12,7,80,182,11,21,14,0,3,6,11,3,43,120,9,14,13,3,4,0,4,3,37,81
210,1942,2546,3147,1055,2485,867,2185,1215,228,15679,2113,2672,2600,676,1751,625,1395,843,204,12871,1671,2095,1692,348,848,408,729,541,113,8449,3765,3985,2315,303,1051,476,739,571,132,13345,1165,778,424,34,184,105,107,83,24,2897,1904,1307,334,54,210,146,117,82,42,4196,147,148,306,97,139,125,108,140,140,1352,18471,19877,24034,14196,18482,14077,17321,16654,2255,145367,3,7,8,6,5,4,3,7,65,102,0,4,6,4,0,4,0,3,29,53,8,3,10,8,12,11,0,8,36,100,0,6,11,16,11,8,7,17,45,112,0,8,12,18,6,6,6,21,56,130,4,3,25,19,16,12,12,19,72,184,7,9,30,23,18,7,28,38,112,276,7,19,66,21,22,5,50,35,163,391,9,28,47,25,32,9,41,22,134,341,8,15,23,15,18,4,23,9,78,194,11,13,24,11,10,4,10,7,45,142,10,16,10,5,3,0,6,3,31,86
