POW_SA4_CODE_2021,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49ov_Mng,FTS_49ov_Pro,FTS_49ov_TecTW,FTS_49ov_CoPSW,FTS_49ov_ClAW,FTS_49ov_SWks,FTS_49ov_MaOpDv,FTS_49ov_Lab,FTS_49ov_IDNS,FTS_49ov_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49ov_Mng,PTS_49ov_Pro,PTS_49ov_TecTW,PTS_49ov_CoPSW,PTS_49ov_ClAW,PTS_49ov_SWks,PTS_49ov_MaOpDv,PTS_49ov_Lab,PTS_49ov_IDNS,PTS_49ov_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
201,0,6,7,217,13,161,5,119,10,540,27,80,51,561,105,1206,38,654,15,2746,15,26,50,168,64,232,17,131,7,709,10,15,9,88,37,66,3,23,4,260,9,12,37,32,10,17,0,8,0,128,6,12,32,10,5,3,0,3,0,73,0,4,15,3,5,3,0,0,0,35,4,0,11,6,5,0,0,0,0,23,0,3,0,12,3,21,0,7,30,82,79,152,213,1104,241,1715,72,955,68,4593,0,0,9,14,3,16,0,10,0,53,4,0,11,61,8,46,5,30,0,173,3,0,23,43,11,30,7,16,0,140,6,14,30,38,5,23,0,17,3,145,7,18,151,42,24,7,6,16,0,269,9,16,164,17,6,11,3,9,0,232,4,0,68,10,4,6,0,3,0,95,3,0,40,5,0,0,0,0,0,53,0,0,4,3,0,0,0,3,5,21,42,54,505,236,59,145,18,110,13,1175
202,4,6,5,173,13,127,10,91,9,448,23,46,50,486,73,1166,72,782,23,2734,15,18,37,138,47,208,24,114,10,601,12,17,21,67,29,55,9,33,4,234,8,11,41,27,14,13,3,9,0,123,0,10,29,10,8,3,0,9,0,66,0,0,16,5,0,5,0,0,0,30,0,0,8,3,0,0,0,0,0,11,0,0,3,12,0,22,0,15,26,85,73,109,202,920,185,1598,110,1050,72,4324,3,3,8,25,3,11,0,6,0,60,4,12,15,42,10,50,3,37,0,172,0,8,28,37,13,29,0,13,0,131,5,12,21,37,14,21,0,16,3,128,11,11,148,36,16,18,0,8,0,247,3,7,168,9,7,7,0,0,4,215,5,9,75,0,5,0,0,0,0,92,3,3,32,7,0,0,0,0,0,46,0,0,5,9,0,3,0,0,4,19,33,65,498,198,69,134,15,84,12,1114
203,6,15,45,526,41,395,19,212,10,1274,53,134,154,1339,214,2648,160,1506,41,6244,30,77,91,414,101,503,74,290,11,1590,19,34,27,141,49,139,18,62,3,491,14,15,52,54,23,35,4,22,5,214,4,15,54,25,8,11,4,11,0,129,0,4,28,10,7,3,4,3,0,62,0,0,12,8,3,6,3,0,0,30,3,5,6,20,0,44,3,13,38,137,137,301,470,2522,441,3770,293,2123,105,10163,0,0,34,43,8,29,0,7,0,121,10,14,39,125,20,121,11,71,0,417,3,13,42,82,30,74,15,51,3,311,14,23,55,96,28,50,6,25,5,304,21,32,319,74,47,21,8,21,4,555,9,20,361,26,21,8,4,11,6,469,11,10,148,11,11,3,3,4,0,205,5,7,50,5,9,0,0,3,0,84,4,0,14,11,0,8,0,3,3,45,80,123,1058,474,174,305,57,204,29,2503
204,0,4,14,229,11,150,8,115,8,551,30,30,52,455,73,988,24,710,22,2374,9,14,32,91,20,160,14,103,4,448,5,15,8,61,13,30,8,30,7,177,3,16,48,38,14,9,0,6,0,136,3,9,117,42,4,4,3,3,0,181,0,3,32,20,5,0,0,0,0,58,0,0,15,16,0,0,0,0,0,38,0,4,11,28,0,31,0,13,39,113,61,97,316,981,142,1367,52,982,81,4085,0,0,9,16,0,15,4,15,0,56,0,5,18,40,5,38,5,38,0,155,6,9,20,42,10,29,9,21,0,146,8,12,31,54,15,28,4,15,0,170,7,15,166,61,40,10,3,17,0,318,3,11,191,27,13,5,4,10,0,266,9,6,99,14,0,5,13,6,0,149,4,0,43,5,0,0,0,4,0,72,0,0,8,8,0,3,0,6,12,37,44,59,588,264,93,126,42,129,21,1370
205,11,6,8,276,18,225,0,133,20,702,33,61,80,653,95,1748,49,968,37,3716,26,25,36,163,35,247,13,136,3,689,5,18,19,89,25,61,0,30,4,259,9,17,57,47,20,18,0,6,0,173,5,11,51,17,11,0,0,3,0,98,5,5,26,13,3,4,0,3,0,53,9,5,12,8,0,0,0,0,0,34,0,0,0,30,5,35,3,30,49,139,104,148,294,1278,203,2344,74,1316,109,5860,3,3,22,31,8,12,0,12,3,94,0,12,26,59,11,63,8,48,4,224,3,16,36,59,22,47,3,27,0,215,14,22,47,84,20,40,3,18,3,249,20,30,297,74,63,17,3,21,0,523,14,17,275,24,14,4,0,14,3,370,5,4,95,10,15,6,5,10,0,142,10,3,53,3,0,3,0,9,0,83,0,0,20,6,0,0,0,3,4,40,67,115,867,357,150,197,32,151,20,1953
206,81,197,142,2102,311,1198,62,552,70,4708,219,1645,508,4142,1677,4663,307,2357,192,15714,246,926,511,1652,1464,1503,313,1244,100,7955,129,313,206,575,612,471,42,242,31,2627,60,307,166,164,374,115,20,74,29,1301,37,281,153,86,200,38,10,33,14,856,22,71,43,34,65,19,4,10,0,268,12,54,34,20,25,13,4,7,5,177,12,47,28,144,25,125,12,54,206,656,819,3846,1790,8912,4758,8139,766,4574,649,34262,17,41,80,213,48,87,12,43,0,538,26,122,102,418,148,284,42,174,15,1331,49,207,201,295,292,217,48,264,30,1610,60,223,168,228,234,139,20,102,16,1181,98,453,390,157,424,77,15,36,19,1667,57,431,503,70,227,40,7,27,14,1378,24,153,148,16,72,20,5,5,0,443,17,121,68,20,33,7,0,3,7,272,4,16,26,35,12,11,9,19,46,184,350,1759,1684,1451,1487,879,154,691,157,8607
207,28,66,32,644,74,456,10,170,14,1497,93,770,188,1930,567,3040,140,1245,54,8023,59,159,134,553,308,772,60,374,27,2449,48,61,40,207,126,232,15,86,14,823,24,67,35,58,46,37,0,17,3,284,11,43,46,30,36,15,0,0,3,188,4,8,12,7,8,7,0,0,0,43,8,11,6,10,4,0,4,3,0,34,6,5,7,30,11,22,10,21,46,152,275,1198,497,3461,1171,4584,241,1923,158,13505,5,6,14,39,9,22,0,8,0,105,12,40,27,140,37,133,8,66,5,481,24,32,59,108,57,96,10,52,3,448,21,34,43,70,48,75,6,25,3,327,19,43,115,52,60,16,0,6,7,316,19,45,158,17,33,6,0,7,3,287,4,13,38,7,12,3,0,0,0,78,0,6,28,10,0,8,0,0,0,56,0,0,7,7,0,4,0,0,10,37,109,219,486,444,260,366,31,179,29,2129
208,23,53,58,752,54,793,19,233,20,2022,92,542,206,2350,580,3762,202,1614,77,9418,80,175,174,720,357,973,131,473,21,3106,40,51,69,262,115,288,34,104,3,975,22,28,86,86,32,42,13,19,6,331,11,25,69,33,26,17,8,8,8,195,3,7,23,14,8,6,0,4,0,64,7,12,12,20,7,5,0,0,0,69,0,12,3,45,4,27,9,16,51,167,279,904,703,4287,1194,5905,415,2475,181,16343,13,9,23,49,7,56,0,15,3,169,8,37,32,157,51,190,22,69,9,574,19,14,69,111,54,149,26,86,0,542,21,29,65,80,44,86,18,43,6,384,32,34,261,66,40,50,18,16,7,520,6,31,335,17,25,20,3,14,0,454,9,10,103,15,6,0,0,5,0,144,7,14,47,9,0,8,0,4,0,88,0,0,9,11,0,0,0,4,9,39,113,175,958,525,227,557,78,243,32,2913
209,17,30,29,519,53,499,20,187,17,1374,101,373,160,1470,391,3776,163,1636,68,8136,78,109,186,441,233,856,159,503,31,2594,54,42,61,190,88,278,30,107,6,846,17,30,71,70,40,46,3,26,8,315,9,27,67,40,25,15,6,7,0,201,9,11,25,14,13,3,4,0,0,73,4,6,13,13,4,4,0,6,0,54,3,13,14,26,7,52,5,27,64,217,295,640,628,2775,851,5537,388,2513,203,13818,3,0,27,41,8,29,0,7,0,119,13,27,39,126,37,174,10,74,9,504,10,25,79,103,39,119,18,78,3,468,18,33,87,55,29,68,9,38,6,333,19,36,286,62,48,25,5,15,6,500,8,24,362,24,20,6,6,10,0,473,7,9,116,13,3,5,0,5,0,150,0,6,54,9,3,7,0,8,0,82,0,4,17,0,0,3,0,8,9,48,75,164,1064,429,190,435,48,241,32,2686
210,19,23,25,299,43,407,33,152,5,1003,58,202,109,897,279,2479,220,1234,63,5550,59,72,174,299,158,635,248,439,19,2108,25,19,51,120,69,199,68,132,12,699,19,28,90,38,40,47,18,22,9,305,5,11,78,18,21,10,10,21,3,178,6,4,17,13,9,3,3,8,0,58,0,7,26,6,5,0,12,3,3,60,0,3,11,32,13,47,10,29,60,217,193,377,581,1724,624,3830,627,2037,180,10178,4,3,16,24,3,23,8,10,5,99,6,25,40,71,18,97,29,70,10,352,7,20,75,64,37,56,52,89,8,403,8,16,58,47,12,45,13,38,7,252,6,29,341,45,38,26,13,16,7,525,10,16,381,19,31,6,5,12,3,494,5,3,155,8,10,4,4,10,0,208,3,6,61,4,0,0,10,4,0,92,0,0,14,8,0,4,0,0,11,48,56,116,1148,292,148,261,141,253,48,2471
