POW_SA4_CODE_2021,BDLA_NNI_Mng,BDLA_NNI_Pro,BDLA_NNI_TecTW,BDLA_NNI_CoPSW,BDLA_NNI_ClAW,BDLA_NNI_SWks,BDLA_NNI_MaOpDv,BDLA_NNI_Lab,BDLA_NNI_IDNS,BDLA_NNI_Tot,BDLA_1_149_Mng,BDLA_1_149_Pro,BDLA_1_149_TecTW,BDLA_1_149_CoPSW,BDLA_1_149_ClAW,BDLA_1_149_SWks,BDLA_1_149_MaOpDv,BDLA_1_149_Lab,BDLA_1_149_IDNS,BDLA_1_149_Tot,BDLA_150_299_Mng,BDLA_150_299_Pro,BDLA_150_299_TecTW,BDLA_150_299_CoPSW,BDLA_150_299_ClAW,BDLA_150_299_SWks,BDLA_150_299_MaOpDv,BDLA_150_299_Lab,BDLA_150_299_IDNS,BDLA_150_299_Tot,BDLA_300_399_Mng,BDLA_300_399_Pro,BDLA_300_399_TecTW,BDLA_300_399_CoPSW,BDLA_300_399_ClAW,BDLA_300_399_SWks,BDLA_300_399_MaOpDv,BDLA_300_399_Lab,BDLA_300_399_IDNS,BDLA_300_399_Tot,BDLA_400_499_Mng,BDLA_400_499_Pro,BDLA_400_499_TecTW,BDLA_400_499_CoPSW,BDLA_400_499_ClAW,BDLA_400_499_SWks,BDLA_400_499_MaOpDv,BDLA_400_499_Lab,BDLA_400_499_IDNS,BDLA_400_499_Tot,BDLA_500_649_Mng,BDLA_500_649_Pro,BDLA_500_649_TecTW,BDLA_500_649_CoPSW,BDLA_500_649_ClAW,BDLA_500_649_SWks,BDLA_500_649_MaOpDv,BDLA_500_649_Lab,BDLA_500_649_IDNS,BDLA_500_649_Tot,BDLA_650_799_Mng,BDLA_650_799_Pro,BDLA_650_799_TecTW,BDLA_650_799_CoPSW,BDLA_650_799_ClAW,BDLA_650_799_SWks,BDLA_650_799_MaOpDv,BDLA_650_799_Lab,BDLA_650_799_IDNS,BDLA_650_799_Tot,BDLA_800_999_Mng,BDLA_800_999_Pro,BDLA_800_999_TecTW,BDLA_800_999_CoPSW,BDLA_800_999_ClAW,BDLA_800_999_SWks,BDLA_800_999_MaOpDv,BDLA_800_999_Lab,BDLA_800_999_IDNS,BDLA_800_999_Tot,BDLA_1000_1249_Mng,BDLA_1000_1249_Pro,BDLA_1000_1249_TecTW,BDLA_1000_1249_CoPSW,BDLA_1000_1249_ClAW,BDLA_1000_1249_SWks,BDLA_1000_1249_MaOpDv,BDLA_1000_1249_Lab,BDLA_1000_1249_IDNS,BDLA_1000_1249_Tot,BDLA_1250_1499_Mng,BDLA_1250_1499_Pro,BDLA_1250_1499_TecTW,BDLA_1250_1499_CoPSW,BDLA_1250_1499_ClAW,BDLA_1250_1499_SWks,BDLA_1250_1499_MaOpDv,BDLA_1250_1499_Lab,BDLA_1250_1499_IDNS,BDLA_1250_1499_Tot,BDLA_1500_1749_Mng,BDLA_1500_1749_Pro,BDLA_1500_1749_TecTW,BDLA_1500_1749_CoPSW,BDLA_1500_1749_ClAW,BDLA_1500_1749_SWks,BDLA_1500_1749_MaOpDv,BDLA_1500_1749_Lab,BDLA_1500_1749_IDNS,BDLA_1500_1749_Tot,BDLA_1750_1999_Mng,BDLA_1750_1999_Pro,BDLA_1750_1999_TecTW,BDLA_1750_1999_CoPSW,BDLA_1750_1999_ClAW,BDLA_1750_1999_SWks,BDLA_1750_1999_MaOpDv,BDLA_1750_1999_Lab,BDLA_1750_1999_IDNS,BDLA_1750_1999_Tot,BDLA_2000_2999_Mng,BDLA_2000_2999_Pro,BDLA_2000_2999_TecTW,BDLA_2000_2999_CoPSW,BDLA_2000_2999_ClAW,BDLA_2000_2999_SWks,BDLA_2000_2999_MaOpDv,BDLA_2000_2999_Lab,BDLA_2000_2999_IDNS,BDLA_2000_2999_Tot,BDLA_3000_3499_Mng,BDLA_3000_3499_Pro,BDLA_3000_3499_TecTW,BDLA_3000_3499_CoPSW,BDLA_3000_3499_ClAW,BDLA_3000_3499_SWks,BDLA_3000_3499_MaOpDv,BDLA_3000_3499_Lab,BDLA_3000_3499_IDNS,BDLA_3000_3499_Tot,BDLA_3500mo_Mng,BDLA_3500mo_Pro,BDLA_3500mo_TecTW,BDLA_3500mo_CoPSW,BDLA_3500mo_ClAW,BDLA_3500mo_SWks,BDLA_3500mo_MaOpDv,BDLA_3500mo_Lab,BDLA_3500mo_IDNS,BDLA_3500mo_Tot,BDLA_PINS_Mng,BDLA_PINS_Pro,BDLA_PINS_TecTW,BDLA_PINS_CoPSW,BDLA_PINS_ClAW,BDLA_PINS_SWks,BDLA_PINS_MaOpDv,BDLA_PINS_Lab,BDLA_PINS_IDNS,BDLA_PINS_Tot,BDLA_Tot_Mng,BDLA_Tot_Pro,BDLA_Tot_TecTW,BDLA_Tot_CoPSW,BDLA_Tot_ClAW,BDLA_Tot_SWks,BDLA_Tot_MaOpDv,BDLA_Tot_Lab,BDLA_Tot_IDNS,BDLA_Tot_Tot,Ad_Dip_NNI_Mng,Ad_Dip_NNI_Pro,Ad_Dip_NNI_TecTW,Ad_Dip_NNI_CoPSW,Ad_Dip_NNI_ClAW,Ad_Dip_NNI_SWks,Ad_Dip_NNI_MaOpDv,Ad_Dip_NNI_Lab,Ad_Dip_NNI_IDNS,Ad_Dip_NNI_Tot,Ad_Dip_1_149_Mng,Ad_Dip_1_149_Pro,Ad_Dip_1_149_TecTW,Ad_Dip_1_149_CoPSW,Ad_Dip_1_149_ClAW,Ad_Dip_1_149_SWks,Ad_Dip_1_149_MaOpDv,Ad_Dip_1_149_Lab,Ad_Dip_1_149_IDNS,Ad_Dip_1_149_Tot,Ad_Dip_150_299_Mng,Ad_Dip_150_299_Pro,Ad_Dip_150_299_TecTW,Ad_Dip_150_299_CoPSW,Ad_Dip_150_299_ClAW,Ad_Dip_150_299_SWks,Ad_Dip_150_299_MaOpDv,Ad_Dip_150_299_Lab,Ad_Dip_150_299_IDNS,Ad_Dip_150_299_Tot
201,21,14,3,9,17,0,0,3,0,59,12,45,0,13,10,13,0,8,0,107,29,97,12,41,32,26,5,25,3,269,38,120,23,88,49,38,11,36,0,410,49,161,21,109,54,50,10,47,6,514,94,323,43,193,107,83,17,75,9,951,107,488,85,218,160,93,31,74,13,1259,134,783,153,302,229,77,43,83,13,1813,223,1398,129,266,299,68,29,45,23,2481,218,1598,86,151,207,27,24,28,16,2354,244,1818,72,126,187,18,20,24,14,2514,215,1414,41,94,126,11,10,3,20,1942,751,2128,46,160,131,37,10,8,14,3294,218,347,3,28,36,3,5,0,4,644,356,674,10,12,33,18,4,0,11,1120,8,54,0,3,6,0,0,0,10,99,2724,11461,741,1809,1677,573,220,458,169,19835,21,8,3,4,0,3,0,4,5,42,14,8,3,13,9,0,0,4,0,59,23,18,13,44,19,14,4,18,0,155
202,29,14,3,7,10,3,4,5,6,64,21,39,5,8,9,6,6,11,6,110,32,85,13,44,30,27,7,26,3,268,42,130,22,71,38,39,7,30,4,382,49,148,28,100,61,59,12,46,8,512,89,328,57,166,116,83,11,72,12,931,101,481,61,219,127,72,13,74,6,1157,164,824,100,250,192,77,32,126,11,1782,232,1392,105,249,229,47,26,101,23,2397,196,1664,63,153,214,25,15,31,18,2386,249,1965,48,140,188,23,15,14,20,2658,258,1483,46,91,122,19,4,8,16,2040,726,2182,41,158,121,21,18,17,22,3298,229,310,9,19,30,6,0,0,4,612,342,605,13,15,36,20,0,0,4,1039,12,46,0,10,5,4,0,4,3,93,2761,11696,616,1703,1518,522,178,564,164,19735,25,0,0,8,11,0,0,0,4,50,10,9,3,12,3,0,0,11,0,49,20,22,6,42,9,23,3,17,0,147
203,43,76,7,20,22,5,8,4,13,194,23,94,13,59,31,15,4,11,3,256,45,163,42,104,82,77,16,58,15,596,66,254,56,174,101,116,43,96,17,900,85,318,80,231,127,141,57,136,9,1190,119,660,99,379,241,222,85,187,23,2013,187,1006,178,514,309,204,100,182,24,2701,287,1587,259,592,431,210,162,218,35,3780,465,2743,326,531,610,177,146,186,42,5223,471,3220,232,312,524,130,52,84,42,5056,541,3618,190,307,432,90,24,58,48,5297,514,3080,106,213,292,53,14,25,33,4332,1724,5000,168,283,455,83,21,23,60,7805,556,730,36,39,65,21,4,7,11,1472,928,1611,33,35,94,45,7,5,32,2789,26,104,8,13,17,4,0,5,38,217,6080,24249,1833,3802,3822,1583,740,1283,423,43819,23,8,4,10,16,9,0,3,6,75,11,19,10,36,13,15,3,16,0,127,20,51,31,103,45,48,3,48,6,359
204,48,17,6,7,11,0,0,9,0,92,12,26,8,19,13,6,0,8,0,97,41,60,8,42,32,17,0,26,3,234,67,106,15,50,36,27,9,30,8,347,69,138,31,94,37,37,9,32,6,452,121,243,30,176,77,61,6,68,9,792,151,380,63,235,100,53,21,89,10,1114,202,671,103,293,158,71,57,94,12,1660,295,1191,130,227,200,51,41,92,19,2252,277,1444,71,158,130,38,29,33,15,2193,297,1680,50,118,133,28,23,21,10,2362,306,1205,38,125,78,10,16,12,14,1801,895,1848,31,199,122,19,19,18,15,3169,229,248,6,31,20,9,0,0,0,551,345,453,6,20,24,15,0,3,12,883,17,46,5,10,4,0,0,4,4,90,3367,9756,586,1798,1175,441,244,559,143,18079,37,3,8,8,8,0,0,3,0,69,16,9,5,19,10,4,0,16,0,84,32,27,5,48,12,15,6,28,4,174
205,62,42,3,3,10,3,0,4,7,142,43,51,9,26,15,11,0,23,4,185,58,118,20,52,49,25,5,30,4,358,78,139,25,65,57,44,8,38,7,473,81,195,49,125,84,50,12,59,8,666,147,403,40,209,113,80,9,74,11,1091,150,639,74,274,157,86,22,126,15,1528,246,984,111,296,261,71,34,135,30,2165,305,1740,124,300,264,81,29,103,32,2972,307,2184,91,164,195,37,17,33,17,3052,342,2404,68,218,183,30,19,22,27,3312,289,1864,55,159,120,8,10,16,23,2545,941,2688,67,265,166,19,11,23,28,4199,301,379,16,37,22,5,3,0,6,768,469,781,52,18,39,11,3,0,14,1386,27,89,0,14,3,0,0,7,11,146,3850,14700,793,2221,1750,567,198,689,234,24989,32,4,4,18,9,0,0,11,7,86,25,11,10,18,15,6,0,8,0,97,39,36,12,75,37,25,9,31,3,268
206,293,502,50,86,161,74,14,37,112,1327,91,575,66,249,155,137,31,86,40,1435,177,1086,153,702,437,454,79,227,56,3374,283,1431,246,1013,703,723,128,422,130,5062,401,1727,365,1277,1003,893,200,762,131,6765,766,3426,744,2159,1840,1432,336,1312,219,12245,1186,5168,1116,2581,2793,1518,367,1234,263,16228,2167,9633,1794,2763,5583,1766,533,1318,434,25989,4189,21076,2800,2781,9911,1938,528,941,706,44873,5091,27811,2183,1867,8796,1482,285,425,643,48584,6510,33041,1745,1555,7368,1250,152,250,619,52489,6980,30141,1146,979,4859,820,147,119,514,45707,25724,67564,2025,1768,7720,1735,264,170,1022,107992,11209,17306,450,299,1941,530,64,42,290,32125,27398,32813,580,246,3215,1292,38,53,654,66277,320,1030,69,82,218,62,7,28,450,2255,92781,254330,15530,20405,56703,16099,3168,7424,6287,472733,63,55,27,45,54,20,3,15,39,312,28,65,26,90,46,51,12,45,12,373,41,116,80,273,147,182,19,108,22,988
207,115,137,19,24,45,29,0,13,26,400,57,242,39,103,85,63,5,22,11,630,99,478,57,262,168,211,24,79,23,1397,151,506,77,353,238,265,19,125,53,1783,155,639,107,433,291,335,40,167,41,2204,295,1188,204,710,546,443,78,268,54,3790,386,1538,280,808,703,434,75,244,69,4540,625,2491,478,946,1050,488,122,239,98,6538,894,4330,536,911,1428,453,135,202,113,8998,842,5019,356,531,1155,312,59,89,87,8442,995,5832,265,443,962,253,50,55,93,8948,925,4817,173,262,613,146,43,32,66,7070,3246,9830,239,501,857,300,25,47,109,15154,1274,1967,53,75,189,103,3,7,38,3709,3046,3651,62,67,302,181,0,7,70,7385,60,240,14,32,33,18,0,0,87,495,13145,42898,2952,6442,8665,4056,680,1599,1029,81470,19,18,9,16,10,11,5,5,3,99,11,30,18,43,28,33,4,23,0,183,26,47,27,123,67,94,8,52,9,465
208,105,120,20,25,54,22,5,8,29,390,40,177,32,84,62,59,10,34,9,509,67,336,52,261,158,208,18,97,16,1215,118,401,82,324,204,286,41,126,29,1604,146,482,128,449,263,331,62,209,33,2107,245,885,174,748,424,520,110,282,42,3424,394,1237,285,866,571,520,178,344,45,4436,631,2153,501,1044,844,557,285,477,86,6562,968,3616,597,984,1172,528,258,324,128,8572,905,4292,438,522,891,338,136,175,75,7769,972,4574,285,346,622,239,99,58,84,7288,913,3791,150,227,364,151,45,38,41,5721,2595,6510,222,293,520,299,40,46,83,10610,951,1310,41,38,137,113,3,5,34,2626,2468,3031,55,39,203,189,4,18,89,6089,78,223,9,40,49,19,0,11,82,508,11592,33148,3064,6282,6527,4377,1298,2254,893,69437,32,12,15,15,17,16,0,6,15,141,10,42,12,58,20,34,4,18,0,202,21,61,39,149,60,96,13,60,10,507
209,58,95,8,23,26,11,3,10,17,258,45,174,27,64,50,56,10,31,18,467,52,333,50,201,111,164,39,75,19,1037,88,421,85,286,167,195,74,123,20,1466,106,516,104,371,205,278,119,173,19,1894,204,993,205,595,353,397,188,283,43,3256,312,1486,304,784,506,382,204,341,52,4369,493,2324,514,1054,759,337,340,411,71,6300,697,4229,632,889,961,302,338,321,98,8467,615,5031,400,580,662,168,181,128,78,7852,750,5529,267,475,484,119,124,73,65,7882,698,4337,149,323,308,93,59,40,44,6059,1981,6516,197,399,416,134,55,42,76,9820,626,1116,26,42,83,32,10,7,19,1959,1072,2124,30,24,108,41,3,4,28,3440,42,203,8,31,40,25,3,7,60,417,7827,35425,3013,6141,5263,2735,1755,2059,735,64953,30,14,13,19,29,13,7,6,3,141,12,34,20,57,26,36,8,26,3,225,33,53,38,138,74,98,19,66,6,518
210,43,70,12,25,37,11,6,9,16,236,18,91,18,39,27,31,16,24,8,277,41,173,42,136,61,106,46,54,15,670,58,175,42,174,124,148,62,84,12,876,86,248,93,199,171,186,110,137,16,1248,149,455,125,461,299,252,215,269,34,2264,202,715,205,591,472,305,330,339,54,3210,356,1202,401,703,709,303,541,488,70,4771,600,2260,470,665,946,254,471,372,101,6144,625,2784,414,394,764,157,296,177,69,5680,705,3079,272,362,553,136,166,118,52,5444,579,2397,181,266,320,88,86,57,41,4001,1923,4255,270,419,410,148,73,71,70,7637,659,677,45,36,97,38,10,12,11,1594,1212,1113,32,33,116,40,11,11,20,2583,29,126,9,24,33,14,5,10,64,312,7295,19827,2631,4524,5135,2218,2442,2224,650,46947,13,10,12,16,23,8,10,4,12,100,4,15,14,32,15,24,5,12,9,133,21,41,29,95,67,63,21,49,6,384
