POW_SA4_CODE_2021,NS_2000_2999_Mng,NS_2000_2999_Pro,NS_2000_2999_TecTW,NS_2000_2999_CoPSW,NS_2000_2999_ClAW,NS_2000_2999_SWks,NS_2000_2999_MaOpDv,NS_2000_2999_Lab,NS_2000_2999_IDNS,NS_2000_2999_Tot,NS_3000_3499_Mng,NS_3000_3499_Pro,NS_3000_3499_TecTW,NS_3000_3499_CoPSW,NS_3000_3499_ClAW,NS_3000_3499_SWks,NS_3000_3499_MaOpDv,NS_3000_3499_Lab,NS_3000_3499_IDNS,NS_3000_3499_Tot,NS_3500mo_Mng,NS_3500mo_Pro,NS_3500mo_TecTW,NS_3500mo_CoPSW,NS_3500mo_ClAW,NS_3500mo_SWks,NS_3500mo_MaOpDv,NS_3500mo_Lab,NS_3500mo_IDNS,NS_3500mo_Tot,NS_PINS_Mng,NS_PINS_Pro,NS_PINS_TecTW,NS_PINS_CoPSW,NS_PINS_ClAW,NS_PINS_SWks,NS_PINS_MaOpDv,NS_PINS_Lab,NS_PINS_IDNS,NS_PINS_Tot,NS_Tot_Mng,NS_Tot_Pro,NS_Tot_TecTW,NS_Tot_CoPSW,NS_Tot_ClAW,NS_Tot_SWks,NS_Tot_MaOpDv,NS_Tot_Lab,NS_Tot_IDNS,NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot
201,0,3,0,0,0,0,0,0,3,15,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,16,4,4,9,3,0,0,12,15,102,161,43,42,79,58,20,20,38,94,466,860,152,27,35,38,48,56,8,62,36,464,88,96,69,430,101,928,34,650,40,2434,158,167,161,433,175,641,56,505,42,2331,205,201,212,515,287,536,78,440,68,2545,253,279,410,675,380,530,117,573,64,3278,452,511,771,1137,737,878,219,872,81,5650,585,699,1063,1384,1002,862,346,1021,83,7046,808,1124,1671,1572,1387,824,698,1191,96,9365,1127,1870,1820,1321,1707,574,840,915,129,10313,921,2038,1194,711,1030,263,537,408,99,7201,900,2209,772,505,708,178,362,282,61,5973,663,1701,417,318,405,108,236,172,56,4065,1430,2415,620,439,372,159,257,188,59,5934,382,408,106,62,72,38,31,19,8,1120,619,752,91,36,71,85,39,30,35,1763
202,9,0,4,0,0,0,3,0,10,28,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,12,9,7,14,9,0,5,3,11,102,155,52,41,76,63,46,34,42,87,457,885,136,27,36,44,49,39,14,61,48,457,77,73,77,357,96,896,49,706,48,2388,124,152,150,406,142,671,66,508,41,2259,189,218,194,466,228,438,94,431,46,2303,237,230,395,588,371,563,119,530,49,3092,389,502,794,1091,713,768,229,890,86,5464,540,705,965,1366,877,780,376,1258,95,6963,887,1126,1461,1505,1303,728,708,1614,126,9452,1122,1908,1599,1203,1471,537,860,1164,127,9989,835,2123,1063,747,1074,258,509,452,87,7150,911,2422,783,563,728,190,418,238,73,6323,755,1799,463,374,383,119,238,118,66,4314,1503,2533,642,486,348,139,314,120,61,6159,383,360,130,44,70,34,50,23,8,1105,561,699,70,44,67,68,34,20,21,1592
203,8,10,3,0,0,5,0,3,22,55,0,0,0,0,0,0,0,0,7,11,0,8,0,6,0,0,0,0,23,38,13,18,20,3,7,8,15,19,210,311,65,112,134,97,67,52,75,122,830,1553,139,105,64,86,96,94,28,90,77,781,102,183,164,940,168,1884,91,1240,76,4851,176,313,298,946,357,1338,156,941,78,4603,242,393,419,1102,503,1007,216,821,78,4779,336,521,756,1345,668,1107,266,1036,110,6129,545,981,1293,2260,1208,1504,467,1413,143,9810,801,1440,1834,2664,1620,1380,783,1587,140,12247,1222,2129,2543,2789,2329,1385,1465,2018,212,16101,1886,3655,3166,2289,2926,1065,1594,1599,272,18452,1681,4063,2298,1283,2177,660,890,766,199,14010,1645,4409,1894,1047,1483,446,583,436,177,12130,1315,3677,1194,672,804,279,347,291,126,8700,3321,5793,1715,840,947,347,372,334,152,13826,907,856,304,85,133,83,76,45,36,2526,1471,1825,312,122,190,169,63,66,79,4291
204,3,3,4,0,0,3,0,0,6,29,4,4,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,16,14,10,6,19,4,3,7,7,13,134,206,105,55,108,71,36,43,43,105,629,1186,236,34,61,49,56,44,18,97,54,653,118,63,113,483,118,857,40,761,52,2608,273,128,159,414,168,580,63,607,59,2434,377,190,223,493,230,406,94,542,48,2601,420,250,480,621,330,489,123,626,77,3421,694,428,827,1222,692,839,272,1080,95,6145,852,612,1111,1639,956,913,480,1364,118,8043,1147,1028,1795,1718,1285,813,1038,1611,167,10606,1617,1719,2179,1446,1517,561,1334,1335,201,11903,1255,1909,1393,856,950,304,843,646,121,8280,1271,2174,965,592,592,221,542,405,80,6835,995,1522,562,433,319,105,352,239,58,4581,1883,2169,623,643,330,149,319,187,59,6368,403,291,107,63,54,45,35,17,9,1019,655,508,96,52,63,54,28,46,35,1551
205,9,8,7,4,3,0,0,5,23,57,0,0,0,0,0,0,0,0,7,6,0,0,0,5,0,0,4,0,19,39,24,10,19,16,11,10,11,32,218,341,159,84,175,122,77,65,80,163,1002,1932,358,63,84,60,88,88,37,121,92,986,226,136,162,698,131,1490,62,1005,100,4011,358,237,287,661,300,1014,93,859,77,3878,517,277,428,765,465,744,123,818,100,4237,614,352,781,1093,669,853,180,990,115,5644,963,696,1380,1948,1258,1334,301,1532,161,9584,1205,1014,1638,2414,1666,1334,587,1835,182,11874,1643,1530,2262,2203,2253,1330,1077,2101,261,14666,2037,2531,2556,1861,2398,905,1218,1592,248,15350,1597,2861,1765,996,1404,389,902,809,158,10870,1546,3108,1412,818,961,299,686,519,116,9475,1137,2290,860,521,499,174,519,348,100,6442,2208,3186,1390,789,485,202,608,482,108,9463,619,477,361,84,91,45,151,90,24,1947,1004,932,561,77,118,94,173,74,62,3091
206,70,150,10,20,21,11,9,7,202,495,18,49,6,0,11,3,0,0,63,155,52,62,5,3,3,8,3,4,139,288,41,158,67,54,78,42,26,30,1221,1715,392,1167,541,521,521,274,277,467,4576,8739,519,686,231,366,387,279,60,215,441,3189,235,1084,281,1996,671,2434,157,1553,265,8685,411,1748,631,3061,1459,2804,320,1645,311,12385,672,2205,1031,3632,1944,2813,451,1861,427,15034,869,2561,1653,4115,2725,2929,635,2682,452,18624,1666,4752,3031,6467,5037,4069,1066,4108,668,30862,2564,6842,4400,7466,7306,4124,1455,4244,823,39211,4701,12316,6940,8078,13087,4546,2211,4349,1246,57473,8576,25537,9364,7737,21889,4784,2241,3363,1645,85137,9404,33120,7250,4958,18920,3481,1329,1676,1389,81514,11237,39227,6176,3959,15378,3014,1025,1256,1288,82567,11075,35426,4592,2467,9618,1909,908,1007,1008,68015,35968,78351,7452,4512,12831,3525,1702,1595,1688,147628,14637,19869,1480,632,2749,946,456,360,449,41585,33749,36756,1580,583,4119,2269,289,325,977,80637
207,11,26,4,4,3,4,0,0,39,91,4,0,0,0,0,0,0,0,9,21,16,10,0,0,0,0,0,3,20,52,12,26,24,11,10,5,12,9,267,371,119,205,149,116,95,48,51,124,951,1857,188,193,71,103,104,116,21,82,81,956,134,588,135,1209,318,1786,85,918,80,5254,202,829,273,1359,573,1664,108,745,83,5833,349,799,395,1411,712,1322,114,702,121,5920,361,908,552,1503,806,1256,138,716,133,6370,651,1551,1000,2139,1435,1486,223,1005,162,9661,855,1988,1346,2406,1953,1401,326,999,188,11469,1314,3100,1969,2546,2740,1296,475,977,258,14677,1938,5151,2225,2352,3491,1212,491,802,300,17967,1715,5896,1616,1270,2695,789,314,401,214,14903,1882,6740,1228,950,2111,634,224,245,209,14231,1678,5516,813,544,1236,409,179,162,135,10671,4852,11133,1115,884,1542,684,174,181,193,20749,1735,2247,187,133,299,212,23,42,69,4956,3979,4076,202,117,423,363,13,35,115,9325
208,20,13,0,0,11,0,3,8,53,108,6,4,0,0,0,0,0,0,16,30,6,22,0,0,0,4,0,0,24,65,23,36,19,13,12,4,10,11,321,458,122,231,160,141,123,77,109,148,1166,2274,243,174,100,143,148,155,39,106,115,1217,109,459,167,1459,321,2222,130,1237,99,6193,207,623,299,1607,588,1996,180,906,89,6486,307,652,489,1486,733,1542,202,805,112,6327,406,770,823,1707,925,1636,286,899,115,7566,730,1308,1436,2624,1517,2039,494,1360,151,11657,1063,1749,2025,2908,2048,1852,923,1732,221,14522,1727,2864,3147,3294,2811,1957,1698,2303,335,20143,2577,4637,3655,2858,3760,1678,1610,1620,403,22792,2380,5294,2850,1419,2684,1079,885,835,237,17659,2452,5495,2210,909,1768,828,534,462,240,14897,2057,4514,1414,513,965,507,232,292,143,10624,4783,7652,1688,712,1130,842,214,353,180,17549,1530,1559,287,76,259,252,40,62,65,4138,3576,3482,239,116,372,444,32,68,166,8495
209,20,18,10,0,0,7,0,4,31,87,3,0,0,0,0,3,0,0,10,19,8,3,0,0,0,0,0,0,14,37,12,37,55,20,23,7,13,12,314,477,111,210,289,163,127,83,144,153,1155,2431,168,141,121,130,140,144,57,131,114,1144,117,381,192,1043,299,2444,99,1251,100,5938,203,556,377,1234,541,2183,221,1068,84,6475,309,639,545,1362,726,1479,306,895,125,6379,387,765,874,1577,984,1548,386,1103,144,7768,703,1396,1667,2528,1712,1932,697,1646,189,12473,975,1977,2286,3084,2297,1801,1222,2011,261,15913,1590,2990,3221,3635,3239,1704,2149,2622,329,21487,2269,5185,3896,2987,3729,1423,2170,1895,439,23999,1995,5883,2851,1716,2468,833,1277,979,296,18299,2028,6419,2286,1294,1643,615,854,582,196,15921,1761,4959,1376,763,879,372,438,318,153,11022,3742,7334,1782,954,980,499,430,379,172,16282,1066,1268,260,94,185,117,82,57,44,3171,1753,2348,236,56,229,175,59,76,68,4995
210,10,19,8,5,0,0,9,0,45,105,3,5,3,0,0,0,0,0,11,25,7,10,8,5,3,4,5,0,27,53,9,21,49,16,15,7,29,17,346,514,101,186,334,180,167,100,233,210,1287,2797,128,104,144,105,145,157,85,166,103,1139,71,214,180,635,191,1625,115,946,82,4070,171,318,294,823,465,1532,287,903,88,4880,211,337,562,882,600,1111,413,841,118,5054,318,417,940,1128,782,1125,579,1009,123,6416,602,700,1582,2004,1499,1437,1086,1524,220,10654,809,1055,2272,2489,2099,1586,1926,2372,367,14972,1421,1699,3494,2772,3319,1551,3832,3328,503,21919,2184,3016,4236,2480,4244,1376,4000,2502,527,24561,2039,3472,3354,1378,3064,873,2271,1273,349,18076,2248,3767,2778,1094,2198,633,1463,878,281,15340,1811,2935,1815,717,1097,420,758,562,167,10275,4233,5212,2463,1048,1274,488,761,590,199,16275,1291,923,439,86,218,106,110,86,30,3285,2073,1674,344,96,234,153,121,83,68,4844
