POW_SA4_CODE_2021,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000_3499_Mng,CL_nfd_3000_3499_Pro,CL_nfd_3000_3499_TecTW,CL_nfd_3000_3499_CoPSW,CL_nfd_3000_3499_ClAW,CL_nfd_3000_3499_SWks,CL_nfd_3000_3499_MaOpDv,CL_nfd_3000_3499_Lab,CL_nfd_3000_3499_IDNS,CL_nfd_3000_3499_Tot,CL_nfd_3500mo_Mng,CL_nfd_3500mo_Pro,CL_nfd_3500mo_TecTW,CL_nfd_3500mo_CoPSW,CL_nfd_3500mo_ClAW,CL_nfd_3500mo_SWks,CL_nfd_3500mo_MaOpDv,CL_nfd_3500mo_Lab,CL_nfd_3500mo_IDNS,CL_nfd_3500mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot
201,10,3,12,40,15,24,9,20,0,132,9,7,16,36,30,16,11,14,0,133,25,10,15,26,38,7,9,14,0,140,13,6,10,24,21,9,8,9,0,96,17,14,9,10,12,5,0,4,0,69,6,10,3,5,5,4,6,5,0,46,9,9,6,0,10,3,11,0,0,54,4,0,0,0,0,4,0,0,0,14,12,4,0,0,0,9,4,0,0,24,0,0,0,0,0,0,0,0,0,4,130,73,81,213,180,115,60,98,6,959,29,3,17,7,8,11,3,8,0,81,20,4,13,23,15,19,0,29,0,129,26,14,58,67,25,44,7,59,6,315,46,22,73,117,49,55,17,74,12,472,58,25,128,153,74,89,17,78,13,641,93,46,278,326,156,166,51,147,7,1275,128,33,454,442,247,180,82,218,16,1800,227,75,892,531,326,198,191,277,22,2742,314,114,1125,433,409,154,253,290,27,3119
202,7,10,13,31,28,14,0,15,0,122,17,4,24,33,42,16,11,19,0,177,17,7,6,24,39,15,14,24,0,144,18,10,14,23,26,6,6,4,0,110,15,5,5,5,12,3,4,10,3,72,12,6,3,4,3,0,5,0,3,32,27,15,7,7,9,0,5,0,5,65,3,3,0,0,4,0,0,0,0,12,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,7,145,71,107,195,202,88,71,114,14,1013,30,0,15,6,16,0,3,5,9,89,9,0,17,23,10,25,3,25,3,118,17,8,57,65,30,60,8,53,6,307,37,14,79,98,35,52,13,67,4,410,49,22,140,160,77,95,29,100,6,679,83,37,266,366,141,133,48,147,13,1234,120,48,399,469,187,167,109,239,24,1766,203,77,805,512,278,151,187,330,25,2579,296,146,1042,353,402,135,251,317,33,2970
203,12,3,19,77,55,29,12,33,5,258,13,12,21,76,70,28,32,33,3,285,40,14,21,54,51,31,26,18,0,256,26,24,20,21,49,9,15,12,0,180,37,14,14,18,20,14,10,7,0,127,28,16,9,18,21,5,3,7,0,98,41,25,14,7,13,10,3,5,0,139,9,8,0,0,7,8,4,0,0,29,16,4,6,3,3,5,0,0,0,43,0,4,0,3,9,3,0,0,0,23,246,142,161,415,377,224,124,184,19,1899,23,7,34,20,18,12,3,10,13,140,14,10,35,49,16,47,3,35,6,219,32,18,91,113,51,102,19,91,3,526,43,29,146,232,96,115,34,126,13,837,73,37,225,322,112,156,54,198,17,1188,98,70,426,646,230,223,80,226,26,2032,167,95,693,842,359,255,162,289,28,2890,233,118,1259,886,499,293,318,473,43,4125,423,196,1814,681,629,245,414,465,58,4925
204,24,0,7,55,26,15,3,31,0,172,16,9,14,21,28,12,11,28,5,154,28,10,10,34,34,12,12,23,0,163,19,16,16,20,14,9,15,12,0,120,26,11,14,12,6,10,11,8,4,101,12,5,4,8,3,4,7,4,0,37,31,7,4,6,7,8,6,3,0,73,4,0,0,0,0,0,8,0,0,14,3,0,0,0,0,3,0,4,0,9,5,0,0,0,0,5,0,0,0,11,202,79,102,238,162,122,84,178,16,1199,53,5,34,14,13,3,3,20,10,146,23,9,24,28,23,18,5,42,8,184,66,10,59,78,38,39,15,68,3,368,65,25,88,132,50,65,21,90,5,539,72,24,152,186,63,84,25,118,21,738,152,42,304,390,183,154,72,195,25,1519,194,61,485,553,239,174,141,261,31,2139,281,77,1026,556,353,180,291,405,46,3224,454,144,1387,442,429,169,419,422,53,3919
205,20,8,10,83,46,30,9,33,5,260,24,8,17,69,49,27,14,34,3,248,33,6,23,56,56,23,20,17,0,237,27,13,17,26,30,8,13,9,0,146,22,14,5,20,13,5,10,3,0,99,11,12,8,8,14,10,11,4,0,75,19,17,6,9,12,12,9,6,0,83,7,0,0,0,0,4,4,3,0,21,14,5,14,0,0,5,4,0,0,43,3,0,5,4,0,0,0,0,6,24,233,105,133,408,300,184,122,190,26,1707,78,5,47,16,22,12,10,28,13,228,43,16,50,46,20,44,12,37,12,274,72,23,108,131,66,83,13,125,7,632,87,15,194,190,106,98,32,144,17,887,132,39,289,326,132,155,42,161,22,1303,233,66,518,647,288,261,84,280,20,2399,284,103,791,908,405,266,174,375,42,3347,440,150,1343,773,622,354,358,503,54,4591,592,216,1742,611,644,260,437,517,74,5103
206,32,42,53,158,164,64,28,82,12,632,91,68,95,231,251,94,35,79,27,972,141,136,132,178,414,121,47,56,21,1247,133,163,89,111,391,78,19,25,17,1024,145,204,77,75,349,82,21,34,16,1003,141,192,68,56,222,60,19,20,21,794,355,429,89,57,211,83,61,25,21,1338,124,86,13,13,27,21,27,9,3,326,269,172,9,11,46,75,16,6,11,618,8,8,9,8,13,8,6,0,12,79,1504,1597,733,1200,2323,842,307,532,195,9224,39,20,80,39,38,13,8,25,37,292,16,23,43,83,28,41,10,44,14,304,13,37,101,224,80,101,29,143,29,755,52,85,180,394,110,165,41,165,38,1222,70,84,329,498,215,177,48,252,47,1715,143,156,629,872,436,325,90,405,69,3114,225,204,1084,1137,741,380,184,503,77,4528,426,352,1978,1393,1241,430,289,569,117,6797,843,651,2741,1360,2218,502,345,500,165,9335
207,13,16,20,83,48,38,7,26,3,245,29,13,27,73,79,33,9,17,6,273,40,18,28,66,108,33,7,13,8,317,14,23,19,37,79,32,5,11,0,214,37,35,21,15,34,16,5,3,0,167,21,15,8,8,23,8,0,0,0,93,46,55,15,12,48,20,3,5,6,204,9,15,0,7,0,7,0,0,0,52,29,13,5,3,8,17,0,0,0,79,5,3,0,3,12,3,0,3,4,34,279,229,182,452,521,288,50,144,35,2187,10,4,28,8,9,8,0,4,8,81,8,12,22,46,15,22,4,29,3,168,6,23,54,105,38,58,0,52,6,341,25,23,90,167,39,72,6,56,8,485,32,23,114,224,62,79,11,69,12,626,45,53,233,360,133,115,26,114,15,1086,87,59,359,456,217,134,38,116,15,1477,146,62,603,528,297,109,56,151,22,1980,220,134,861,463,398,146,89,142,27,2485
208,19,14,39,85,72,33,17,27,11,305,35,29,47,93,87,55,36,44,10,430,60,45,51,75,103,45,39,36,5,449,35,37,26,34,60,33,21,23,3,277,46,29,23,17,35,23,9,9,0,200,23,29,18,13,18,19,7,10,0,143,72,26,17,17,34,26,3,10,0,204,15,11,3,6,9,5,0,0,0,50,46,26,9,3,8,16,0,0,0,98,0,0,0,0,6,0,0,0,4,14,396,274,274,538,547,353,149,246,41,2822,24,6,31,17,14,10,0,12,8,128,7,14,25,46,15,31,8,19,4,165,21,29,64,121,41,80,15,57,7,428,31,29,139,173,51,89,13,73,14,609,44,32,214,249,82,127,35,76,10,876,75,49,413,476,187,176,53,170,11,1613,133,83,662,591,221,183,107,205,24,2201,224,94,1166,695,387,230,257,316,42,3401,358,146,1608,596,548,258,293,289,62,4152
209,28,11,43,110,63,50,13,42,0,346,37,23,41,106,104,43,38,64,8,452,45,22,50,92,93,49,45,36,9,439,41,19,38,33,68,30,23,17,9,271,33,22,25,33,35,17,19,5,10,203,28,18,9,14,19,14,7,6,4,116,59,23,12,14,33,16,11,5,0,166,20,3,0,0,3,8,5,5,0,47,34,8,0,3,8,14,3,0,0,65,3,3,3,5,6,3,5,0,8,28,354,172,264,583,563,373,176,270,56,2808,24,9,50,20,19,5,5,17,10,164,7,21,47,63,25,63,7,31,4,272,28,28,117,147,49,114,27,91,7,609,38,35,144,254,70,124,39,110,10,820,60,39,248,313,123,147,42,140,17,1129,97,56,473,612,226,206,80,228,26,2004,145,81,748,807,319,238,175,252,35,2803,246,115,1248,878,511,267,353,368,56,4028,388,159,1793,705,561,231,435,363,78,4717
210,25,17,24,89,68,40,22,50,3,343,35,17,43,92,101,37,84,58,11,464,43,14,59,84,113,34,72,51,8,484,33,16,44,33,65,34,49,24,0,300,56,22,34,26,47,22,31,18,3,255,41,4,23,19,22,13,18,6,0,152,63,27,27,16,30,17,18,12,4,206,20,7,4,0,6,4,3,0,0,39,26,5,4,4,7,5,0,0,0,55,7,0,4,0,3,3,0,5,7,41,383,156,310,518,565,290,345,319,54,2940,14,4,60,16,24,9,18,16,13,172,8,6,45,31,23,23,16,32,12,191,25,14,83,114,48,94,29,73,8,495,20,21,181,169,75,120,53,87,14,737,43,25,244,235,92,82,73,127,15,932,88,37,444,427,185,167,138,195,31,1712,128,59,707,620,292,211,261,327,47,2647,237,96,1330,683,489,227,610,484,63,4217,406,180,2032,588,689,242,756,477,100,5464
