POW_SA4_CODE_2021,SWs_PINS_H_0,SWs_PINS_H_1_19,SWs_PINS_H_20_29,SWs_PINS_H_30_34,SWs_PINS_H_35_39,SWs_PINS_H_40_44,SWs_PINS_H_45_49,SWs_PINS_H_50ov,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_19,SWs_Tot_H_20_29,SWs_Tot_H_30_34,SWs_Tot_H_35_39,SWs_Tot_H_40_44,SWs_Tot_H_45_49,SWs_Tot_H_50ov,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_19,MaOpD_NNI_H_20_29,MaOpD_NNI_H_30_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40_44,MaOpD_NNI_H_45_49,MaOpD_NNI_H_50ov,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_19,MaOpD_1_149_H_20_29,MaOpD_1_149_H_30_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40_44,MaOpD_1_149_H_45_49,MaOpD_1_149_H_50ov,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_19,MaOpD_150_299_H_20_29,MaOpD_150_299_H_30_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40_44,MaOpD_150_299_H_45_49,MaOpD_150_299_H_50ov,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_19,MaOpD_300_399_H_20_29,MaOpD_300_399_H_30_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40_44,MaOpD_300_399_H_45_49,MaOpD_300_399_H_50ov,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot,MaOpD_400_499_H_0,MaOpD_400_499_H_1_19,MaOpD_400_499_H_20_29,MaOpD_400_499_H_30_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40_44,MaOpD_400_499_H_45_49,MaOpD_400_499_H_50ov,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_19,MaOpD_500_649_H_20_29,MaOpD_500_649_H_30_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40_44,MaOpD_500_649_H_45_49,MaOpD_500_649_H_50ov,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_19,MaOpD_650_799_H_20_29,MaOpD_650_799_H_30_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40_44,MaOpD_650_799_H_45_49,MaOpD_650_799_H_50ov,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_19,MaOpD_800_999_H_20_29,MaOpD_800_999_H_30_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40_44,MaOpD_800_999_H_45_49,MaOpD_800_999_H_50ov,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_19,MaOpD_1000_1249_H_20_29,MaOpD_1000_1249_H_30_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40_44,MaOpD_1000_1249_H_45_49,MaOpD_1000_1249_H_50ov,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_19,MaOpD_1250_1499_H_20_29,MaOpD_1250_1499_H_30_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40_44,MaOpD_1250_1499_H_45_49,MaOpD_1250_1499_H_50ov,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_19,MaOpD_1500_1749_H_20_29,MaOpD_1500_1749_H_30_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40_44,MaOpD_1500_1749_H_45_49,MaOpD_1500_1749_H_50ov,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_19,MaOpD_1750_1999_H_20_29,MaOpD_1750_1999_H_30_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40_44,MaOpD_1750_1999_H_45_49,MaOpD_1750_1999_H_50ov,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_19,MaOpD_2000_2999_H_20_29,MaOpD_2000_2999_H_30_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40_44,MaOpD_2000_2999_H_45_49,MaOpD_2000_2999_H_50ov,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000_3499_H_0,MaOpD_3000_3499_H_1_19,MaOpD_3000_3499_H_20_29,MaOpD_3000_3499_H_30_34,MaOpD_3000_3499_H_35_39,MaOpD_3000_3499_H_40_44,MaOpD_3000_3499_H_45_49,MaOpD_3000_3499_H_50ov,MaOpD_3000_3499_H_NS,MaOpD_3000_3499_H_Tot,MaOpD_3500mo_H_0,MaOpD_3500mo_H_1_19,MaOpD_3500mo_H_20_29,MaOpD_3500mo_H_30_34,MaOpD_3500mo_H_35_39,MaOpD_3500mo_H_40_44,MaOpD_3500mo_H_45_49,MaOpD_3500mo_H_50ov,MaOpD_3500mo_H_NS,MaOpD_3500mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_19,MaOpD_PINS_H_20_29,MaOpD_PINS_H_30_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40_44,MaOpD_PINS_H_45_49,MaOpD_PINS_H_50ov,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_19,MaOpD_Tot_H_20_29,MaOpD_Tot_H_30_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40_44,MaOpD_Tot_H_45_49,MaOpD_Tot_H_50ov,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_19,Lab_NNI_H_20_29,Lab_NNI_H_30_34,Lab_NNI_H_35_39,Lab_NNI_H_40_44,Lab_NNI_H_45_49,Lab_NNI_H_50ov,Lab_NNI_H_NS,Lab_NNI_H_Tot
201,6,11,6,4,7,11,0,4,9,61,479,2420,1147,537,969,661,188,243,86,6717,0,8,4,0,0,0,0,0,0,8,3,25,4,0,0,0,0,0,0,34,5,39,7,0,0,0,0,0,0,56,9,54,8,3,0,0,0,0,0,78,4,54,32,7,6,4,0,8,0,117,14,55,62,33,22,16,9,12,3,219,16,34,71,42,91,53,17,14,6,346,24,39,55,55,249,168,41,62,9,698,29,26,41,41,209,258,105,118,3,840,26,10,11,22,75,158,81,152,4,537,17,3,3,9,45,105,37,129,8,362,13,4,4,3,25,51,30,110,3,236,21,8,5,0,9,43,27,136,4,257,4,0,0,0,0,8,7,8,0,31,3,0,0,0,9,7,6,19,0,39,0,6,0,0,10,3,0,6,7,37,188,353,320,217,749,885,351,779,62,3889,7,30,7,3,4,0,3,5,0,62
202,6,19,8,4,8,4,0,0,16,52,424,2356,1038,462,878,601,152,273,88,6284,0,6,0,0,0,3,0,0,0,14,8,40,0,0,0,0,0,0,0,49,7,39,7,4,0,0,0,4,0,66,3,56,9,10,6,3,0,0,0,94,12,45,29,8,6,9,0,6,0,119,11,63,78,15,21,12,3,12,6,229,11,36,70,53,104,57,12,27,4,376,27,38,55,55,244,179,31,67,6,708,33,14,24,38,210,262,102,154,22,860,28,9,6,18,86,133,54,166,10,509,25,15,5,8,49,89,51,177,9,418,11,4,6,9,23,29,18,129,13,238,23,3,6,8,18,58,24,174,5,314,0,0,0,0,0,9,7,24,0,50,5,0,0,4,5,6,5,19,0,34,9,0,6,5,4,11,4,9,10,45,209,374,309,231,781,856,315,980,88,4134,8,27,16,0,3,0,0,0,4,61
203,11,33,14,9,10,9,5,0,25,98,1001,4942,2112,915,1723,1234,292,499,139,12845,4,3,0,0,0,4,0,7,3,28,15,66,0,5,0,0,0,0,3,91,8,115,22,0,6,4,0,3,0,156,18,115,54,9,3,5,3,3,0,216,19,123,76,13,14,7,0,3,9,266,34,126,148,49,52,32,5,14,7,467,47,95,143,101,196,132,21,34,15,783,50,79,134,126,507,422,71,59,20,1465,44,33,79,89,387,557,163,214,23,1594,22,26,20,32,174,285,131,185,11,890,26,16,7,15,70,161,71,212,4,583,12,10,7,6,33,61,35,173,4,347,16,6,7,6,47,80,49,150,4,372,9,0,0,4,4,21,7,31,0,76,0,0,0,3,5,15,12,25,4,63,5,5,9,0,19,17,4,13,14,84,328,824,719,461,1517,1803,571,1131,126,7482,27,41,9,7,3,7,0,4,0,90
204,5,16,8,4,7,6,0,6,11,71,440,2059,1130,597,951,657,177,332,106,6449,0,4,3,4,0,4,0,4,0,18,3,24,7,0,0,0,0,0,0,40,8,30,14,3,0,0,0,3,0,63,6,42,20,5,8,8,0,9,0,94,10,42,30,10,10,6,4,4,4,123,16,67,92,23,23,21,7,18,4,272,30,63,84,54,121,80,16,24,9,480,47,58,117,99,332,245,51,75,12,1038,54,38,63,85,336,407,123,198,26,1334,37,14,32,37,183,235,90,196,22,843,31,4,18,12,67,151,66,189,8,542,16,5,3,5,44,70,29,171,8,352,19,8,3,4,19,61,30,171,5,319,5,0,0,4,0,7,4,20,0,35,3,4,0,0,0,6,8,13,0,28,0,4,0,0,7,10,0,4,7,42,289,407,485,346,1151,1318,436,1099,102,5633,23,34,9,3,0,10,0,11,5,97
205,5,36,29,7,10,6,0,9,24,131,704,3691,1794,901,1520,1012,240,421,159,10433,8,7,0,0,4,0,5,8,0,37,4,50,0,3,0,0,0,0,0,62,13,55,9,0,3,7,0,6,0,93,6,66,19,8,3,10,0,3,7,123,11,69,40,9,8,16,0,10,3,180,18,65,103,25,27,33,7,22,12,301,25,69,132,70,132,94,21,30,14,587,37,60,101,94,313,292,61,88,29,1077,45,37,50,65,267,369,128,233,27,1218,37,18,26,19,137,224,142,275,19,902,23,20,7,22,104,160,87,254,9,686,23,14,9,12,65,84,117,180,6,519,40,6,10,5,92,117,111,222,13,608,15,8,10,5,29,31,19,34,0,151,17,0,6,0,43,19,33,57,0,173,6,10,4,0,11,18,4,6,18,79,332,548,538,348,1236,1460,735,1429,163,6778,16,45,15,9,4,7,0,11,11,121
206,18,47,25,8,38,33,12,25,105,308,3603,10538,6112,2845,8534,7272,1742,3021,574,44234,12,18,3,3,5,8,0,6,5,60,14,117,11,3,6,0,0,4,0,157,32,211,41,8,4,9,0,6,6,320,40,260,98,13,9,15,0,9,15,451,39,265,233,38,12,21,4,7,21,635,69,298,398,113,62,55,6,22,31,1066,89,220,355,215,283,189,23,37,40,1455,85,189,349,209,696,456,69,84,70,2211,90,104,208,173,649,634,151,169,58,2241,50,54,72,55,303,431,137,207,21,1329,46,47,38,35,191,344,90,215,21,1025,63,17,18,33,140,298,120,203,14,908,134,26,35,51,284,629,193,332,10,1702,31,8,11,6,54,189,65,98,5,456,20,8,6,0,23,71,33,128,5,289,6,9,9,6,12,35,4,6,56,145,827,1845,1888,965,2736,3385,899,1519,381,14454,59,81,24,6,8,20,0,3,18,215
207,11,30,11,7,17,4,0,6,16,110,1051,5438,2398,931,1878,1743,429,741,128,14737,0,9,0,0,0,0,0,4,3,21,3,74,3,4,0,0,0,0,0,85,17,71,13,3,0,3,0,0,0,108,6,64,20,8,4,3,0,0,0,114,8,63,47,7,5,5,0,0,0,138,5,59,91,25,20,14,0,9,3,223,18,44,76,39,74,48,8,5,13,326,26,33,71,42,124,131,13,20,10,475,18,25,47,44,131,157,34,31,13,491,7,12,8,24,70,107,39,34,11,314,14,5,11,7,39,84,40,26,3,224,16,4,3,3,25,66,29,33,0,179,10,4,0,5,10,51,36,56,0,174,3,0,0,0,0,8,0,6,0,23,0,0,0,0,0,3,0,14,0,13,0,6,8,0,4,0,4,3,6,26,157,472,397,208,513,684,200,237,69,2944,25,30,6,0,3,6,0,0,9,82
208,19,39,16,3,11,11,3,4,33,136,1710,6809,3107,1172,2763,2030,520,866,183,19153,0,10,4,4,11,6,0,6,0,39,9,92,14,0,0,0,0,0,0,130,13,134,16,4,0,0,0,0,4,180,7,102,50,8,13,6,0,4,4,202,19,117,107,18,9,7,0,7,3,286,21,126,202,43,51,26,8,4,7,494,23,98,157,142,306,140,17,29,21,923,38,86,145,134,782,396,46,53,17,1698,40,55,87,73,586,523,117,118,23,1610,22,25,27,43,254,307,70,130,3,885,18,9,11,15,113,188,63,113,0,534,6,5,5,4,42,78,35,52,0,232,3,8,4,7,33,49,36,66,3,214,0,0,0,0,3,9,3,14,0,40,0,0,0,0,4,3,0,13,0,32,0,3,6,4,8,18,8,0,11,62,237,892,830,508,2202,1759,402,611,114,7544,13,54,11,3,9,5,4,7,9,106
209,9,43,16,3,20,16,3,10,36,166,1230,6725,2951,1188,2310,1751,414,669,201,17446,9,19,6,0,3,8,0,3,9,57,14,64,11,0,0,4,0,0,4,99,20,147,29,6,0,5,0,5,6,221,22,147,90,19,8,9,4,8,9,306,27,129,147,23,15,24,3,13,8,386,37,153,267,72,71,51,9,24,18,697,31,138,225,168,369,194,29,40,29,1222,65,111,189,165,844,549,83,104,33,2149,56,81,134,108,689,710,177,189,32,2170,35,25,46,55,270,472,151,211,16,1277,31,24,21,13,154,302,100,177,20,854,15,11,10,19,52,124,58,141,7,438,33,11,5,10,48,104,68,137,6,430,4,0,3,4,6,17,13,29,0,82,4,0,8,0,3,7,6,28,0,59,3,6,5,8,11,13,5,5,18,83,395,1060,1195,667,2558,2603,718,1111,215,10516,25,59,13,3,10,7,0,0,7,131
210,13,38,18,11,22,13,0,6,24,137,1115,4761,2380,991,2242,1627,418,598,174,14316,14,18,7,5,9,9,6,11,6,85,14,67,16,6,0,5,0,3,0,115,27,182,52,11,12,3,5,0,7,287,30,220,94,19,17,12,3,5,14,413,27,212,211,41,16,40,3,8,17,579,59,258,398,123,104,68,9,32,33,1086,78,229,422,247,533,287,34,58,41,1926,138,262,388,368,1398,891,161,152,76,3832,107,150,215,213,1293,1234,320,403,66,4000,73,72,79,80,537,675,277,450,35,2271,41,38,44,37,315,421,171,390,13,1463,19,21,17,11,124,188,76,285,12,758,29,21,12,24,92,164,116,287,9,761,5,3,0,4,5,19,20,48,0,110,4,8,0,4,9,31,7,61,3,121,11,5,6,4,20,18,15,6,51,138,674,1757,1961,1198,4489,4067,1211,2194,384,17944,30,63,25,12,10,11,0,4,15,166
