POW_SA4_CODE_2021,Lab_3500mo_A_35_44,Lab_3500mo_A_45_54,Lab_3500mo_A_55_64,Lab_3500mo_A_65_74,Lab_3500mo_A_75ov,Lab_3500mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000_3499_A_15_19,OIDNS_3000_3499_A_20_24,OIDNS_3000_3499_A_25_34,OIDNS_3000_3499_A_35_44,OIDNS_3000_3499_A_45_54,OIDNS_3000_3499_A_55_64,OIDNS_3000_3499_A_65_74,OIDNS_3000_3499_A_75ov,OIDNS_3000_3499_T,OIDNS_3500mo_A_15_19,OIDNS_3500mo_A_20_24,OIDNS_3500mo_A_25_34,OIDNS_3500mo_A_35_44,OIDNS_3500mo_A_45_54,OIDNS_3500mo_A_55_64,OIDNS_3500mo_A_65_74,OIDNS_3500mo_A_75ov,OIDNS_3500mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54
201,10,4,9,0,0,30,8,4,12,8,28,14,4,0,82,1072,850,1309,1091,1314,1340,390,44,7412,8,4,0,3,3,4,3,4,36,26,3,0,3,0,0,0,0,40,11,3,6,0,10,8,4,0,42,9,3,15,10,10,9,12,7,68,0,13,3,0,6,9,7,12,64,4,12,15,6,12,15,9,7,81,0,17,18,9,18,13,5,0,83,0,7,34,15,15,19,6,0,96,3,9,37,24,31,25,11,0,129,0,7,19,30,18,15,6,3,99,0,4,14,19,17,13,0,0,61,0,0,8,11,18,9,9,0,56,0,0,11,14,20,6,4,0,59,0,0,0,0,0,3,0,0,8,0,6,3,4,9,7,7,0,35,6,14,24,19,25,24,7,10,121,79,98,213,173,209,187,69,45,1066,92,24,47,63,96,98,40,7,464,1918,103,77,105,80,89,45,12,2434,880,354,251,208,207
202,0,13,4,0,0,20,5,17,11,10,16,22,6,0,82,1194,1024,1604,1293,1315,1384,365,54,8231,10,5,3,5,9,6,5,0,48,30,8,4,3,0,3,0,0,48,16,5,0,0,5,3,3,0,41,5,7,6,0,3,10,4,8,46,5,4,7,13,6,10,3,4,49,5,9,17,19,15,12,7,0,86,3,18,22,15,22,16,10,0,95,0,13,35,17,18,16,7,6,126,0,18,25,26,21,35,7,0,127,0,9,19,16,23,17,0,0,87,0,0,15,15,20,13,6,0,73,0,0,11,16,20,17,0,0,66,0,0,9,16,25,5,10,0,61,0,0,0,3,0,0,3,0,8,0,0,6,7,3,0,0,4,21,7,16,26,22,28,19,11,14,139,82,107,203,188,219,190,73,44,1112,85,25,52,70,87,80,51,6,457,1884,93,73,94,67,95,53,12,2388,955,321,218,219,178
203,14,24,10,3,0,66,16,16,31,11,31,19,15,0,129,2006,1648,2423,1964,2098,1951,638,82,12807,9,7,14,22,9,12,0,0,77,44,12,4,10,6,4,0,0,76,11,10,7,18,3,15,3,0,78,4,14,11,11,16,9,11,6,78,9,20,21,18,15,14,8,6,110,4,21,28,27,33,23,13,8,143,5,22,25,29,22,18,16,0,140,3,29,62,46,39,30,6,4,212,0,24,82,52,47,43,15,0,272,0,10,55,39,41,44,10,0,199,0,4,42,48,41,34,7,4,177,0,4,27,31,37,23,9,3,126,0,0,37,53,40,21,0,0,152,0,0,4,0,12,12,0,0,36,0,3,8,21,23,16,9,4,79,13,29,66,54,78,32,13,9,296,106,205,491,470,468,319,120,54,2242,126,58,138,162,125,124,40,9,781,3771,320,169,172,142,168,93,11,4851,1824,923,429,446,342
204,9,4,11,8,0,46,9,10,17,18,19,23,5,0,105,1372,987,1617,1392,1680,1916,606,95,9669,11,6,12,8,7,8,5,4,54,35,0,0,8,3,5,0,5,52,15,8,0,3,4,7,3,11,59,9,6,3,9,9,3,10,9,48,3,14,15,14,13,11,6,11,77,6,11,23,14,12,13,9,9,95,10,19,15,27,14,18,5,7,118,6,24,29,29,30,31,17,4,167,9,15,43,39,42,34,11,4,201,0,4,21,22,29,25,12,0,121,0,0,13,11,23,19,9,0,80,0,6,16,16,11,15,3,0,58,0,0,4,17,16,15,4,0,59,0,0,0,3,0,3,0,0,9,0,0,3,6,5,8,7,7,35,16,22,32,37,33,24,15,8,185,119,127,231,249,262,244,119,79,1422,111,27,63,72,133,133,83,24,653,2011,77,74,105,98,129,73,36,2608,886,230,198,197,274
205,19,19,13,5,0,74,12,13,31,34,36,53,19,5,209,1671,1281,2365,2179,2487,2528,759,110,13380,14,9,22,16,16,14,6,8,92,63,0,5,3,4,5,9,0,100,23,3,11,3,7,13,12,6,77,5,7,13,14,20,22,14,6,100,11,10,21,11,18,13,14,12,115,13,19,26,17,25,31,21,16,161,9,15,39,32,27,36,17,9,182,3,22,58,48,49,44,23,9,261,4,22,46,42,51,55,22,7,248,0,3,44,34,31,35,10,3,158,0,0,27,37,28,22,5,0,116,0,0,21,19,19,17,7,3,100,0,0,20,30,31,27,5,5,108,0,0,4,10,4,4,0,0,24,0,0,6,14,12,14,11,3,62,19,22,58,67,50,43,20,23,301,167,144,422,397,390,401,179,114,2211,142,48,132,141,173,216,110,28,986,2984,170,172,154,159,198,149,33,4011,1362,389,383,401,417
206,89,93,59,17,5,325,16,37,59,51,56,35,11,0,267,2485,4953,8500,4956,4411,3841,1187,178,30504,32,42,95,119,79,50,17,4,441,88,52,40,28,27,13,6,17,265,53,66,59,47,36,27,21,3,311,27,90,107,69,42,53,26,16,427,13,86,131,80,50,53,26,17,452,21,152,192,122,85,55,19,21,668,4,132,288,164,111,75,29,13,823,10,179,460,273,165,113,39,10,1246,4,201,639,380,218,135,51,16,1645,0,103,520,382,219,109,34,7,1389,0,45,471,371,242,105,33,16,1288,0,19,310,325,214,112,22,7,1008,0,12,436,640,370,159,53,13,1688,6,3,73,194,112,44,16,8,449,4,18,118,319,293,141,53,24,977,43,212,543,420,314,144,39,37,1755,307,1416,4499,3923,2572,1400,484,228,14836,314,376,729,719,533,333,150,44,3189,4816,1777,713,458,412,298,160,54,8685,3067,4294,1898,1089,862
207,9,7,4,5,0,35,8,20,6,9,9,8,4,0,65,1320,1317,1594,990,1161,1166,418,88,8068,3,0,18,14,23,11,5,0,81,16,16,11,16,18,5,3,3,80,16,20,12,16,10,9,4,5,83,6,25,18,35,18,13,7,5,121,7,19,28,22,26,18,7,8,133,4,13,39,35,27,24,17,4,162,0,26,52,34,29,25,11,8,188,0,34,78,49,42,34,14,3,258,0,34,99,71,48,40,12,0,300,0,14,71,63,31,19,5,5,214,0,7,64,57,27,36,9,0,209,0,0,31,42,24,25,12,5,135,0,3,37,62,42,31,13,7,193,0,0,4,22,21,3,10,3,69,0,0,7,38,39,12,10,6,115,16,49,99,59,67,49,11,9,364,76,267,672,632,483,358,149,71,2706,151,89,172,171,198,116,53,15,956,3436,828,257,222,211,195,87,23,5254,1768,1747,571,514,520
208,16,21,12,6,4,68,18,15,20,15,28,22,3,6,116,1874,1818,2621,1892,2181,1996,653,113,13154,13,13,24,26,28,14,3,5,115,45,11,11,18,10,3,4,0,99,25,15,6,12,10,8,8,4,89,4,20,26,25,14,15,5,6,112,10,19,19,17,18,12,14,7,115,3,15,42,37,33,12,8,6,151,3,41,62,36,41,32,14,3,221,9,38,100,62,57,48,15,3,335,0,29,119,100,81,49,14,3,403,0,12,68,69,43,30,16,4,237,0,5,52,53,67,52,14,0,240,0,0,38,32,52,18,7,0,143,0,0,38,59,47,24,6,8,180,0,0,11,28,12,6,5,4,65,0,0,13,51,48,31,15,13,166,15,53,113,94,78,50,22,11,441,129,270,732,716,633,410,166,66,3116,189,118,179,235,217,184,83,13,1217,4428,825,221,206,227,154,106,26,6193,2247,1922,543,498,512
209,29,11,12,4,0,76,22,13,32,13,32,26,13,0,156,2056,1960,2951,2365,2708,2364,666,109,15182,17,11,21,21,25,12,5,0,114,43,11,14,13,13,4,6,0,100,19,21,19,12,3,6,7,6,84,15,29,23,15,8,19,7,0,125,14,30,25,21,26,16,4,4,144,4,37,58,34,28,22,11,5,189,8,36,70,45,34,46,14,4,261,0,41,104,65,62,41,15,5,329,3,40,120,104,86,66,19,3,439,0,8,82,85,64,45,13,0,296,0,3,64,64,36,20,6,0,196,0,4,30,43,47,24,7,0,153,0,0,33,59,46,23,8,0,172,0,0,7,18,4,7,4,0,44,3,0,4,25,17,12,0,3,68,12,59,119,87,81,61,9,11,435,141,331,783,719,579,427,117,50,3154,205,92,195,233,209,136,56,19,1144,4248,656,263,296,200,180,83,19,5938,2359,1555,667,618,543
210,17,18,8,3,0,83,11,16,27,26,36,31,8,0,162,1755,2082,3836,3113,3219,2557,586,70,17220,18,11,31,25,8,6,4,0,103,33,11,11,18,12,4,3,0,82,21,22,13,11,7,4,7,0,88,8,27,23,17,17,10,3,3,118,9,25,27,18,25,13,8,0,123,7,32,50,50,37,27,13,0,220,11,49,121,81,58,38,8,0,367,14,72,143,129,73,63,18,3,503,4,46,187,114,89,64,12,0,527,0,29,104,103,60,41,8,0,349,0,11,62,92,73,39,6,0,281,0,8,51,43,37,27,7,0,167,0,0,44,70,49,27,5,0,199,0,0,8,14,10,3,0,0,30,6,0,12,18,24,11,6,3,68,35,54,126,94,107,54,9,11,493,160,401,1007,900,679,433,110,35,3720,201,88,233,224,198,128,61,8,1139,2898,393,205,215,159,135,58,12,4070,1773,1054,527,527,445
