POW_SA4_CODE_2021,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
201,13,69,16,0,93,25,74,19,3,119,16,62,10,4,95,31,57,12,3,101,19,39,11,0,72,30,39,11,0,77,18,40,9,0,71,29,39,19,5,98,28,50,17,0,92,17,48,23,0,84,9,30,3,3,48,4,16,0,3,26,7,18,10,16,49,244,584,157,40,1026,792,3153,445,102,4491,3028,2830,374,117,6350,4338,2212,432,142,7120,4119,2248,485,121,6969,3983,2467,335,93,6873,4128,2282,226,68,6702,4536,2337,225,98,7198,4458,2266,265,98,7094,3825,2422,377,82,6705,2673,2228,359,63,5329,950,1234,186,35,2399,315,574,65,28,986,158,276,35,23,490,37293,26534,3808,1075,68713,11,22,4,3,36,13,9,0,0,27,17,0,0,0,24,17,9,0,0,30,18,14,4,5,38,34,19,6,0,62,33,20,0,0,59,29,16,0,7,48,31,12,4,4,48,21,21,0,5,47,6,12,3,0,21,3,0,0,0,9
202,10,58,7,5,73,26,43,10,0,76,25,46,11,3,81,12,45,8,0,76,24,55,9,0,91,28,32,5,0,64,23,38,10,0,67,29,48,17,0,97,26,54,16,5,105,16,38,12,4,69,15,29,5,0,47,0,21,0,0,31,5,18,5,4,25,239,520,110,34,901,747,3246,389,99,4478,2959,2628,334,116,6026,4288,1975,351,111,6713,4100,2176,512,110,6898,3988,2450,346,106,6891,4129,2356,236,89,6816,4607,2238,230,101,7181,4422,2309,272,91,7089,3810,2412,365,77,6662,2686,2341,385,72,5476,1038,1314,206,44,2594,290,560,61,30,946,171,282,30,44,530,37223,26289,3706,1086,68306,4,24,0,3,26,21,21,4,7,46,23,10,4,8,47,31,16,4,0,51,26,22,6,3,50,16,11,0,0,34,35,15,0,0,50,36,15,0,3,56,39,25,0,0,70,21,14,0,7,45,6,7,0,4,15,7,10,0,0,21
203,22,117,20,3,158,21,122,13,4,159,48,86,13,6,148,43,63,18,5,124,48,69,20,3,143,36,65,13,0,111,41,75,19,0,140,41,91,20,0,160,60,71,29,3,154,23,48,24,4,95,16,41,11,0,73,4,31,10,0,50,6,24,0,15,45,413,902,203,50,1565,1113,6248,892,120,8364,5454,6455,900,243,13051,8907,4591,769,282,14551,8941,4495,1013,216,14664,8620,5064,774,206,14670,8072,4681,513,168,13431,8616,4560,426,154,13758,7985,4146,476,168,12779,6637,4341,585,118,11677,4263,3905,534,102,8806,1472,2283,321,56,4133,413,1005,105,30,1555,202,434,42,25,700,70697,52208,7344,1891,132145,10,30,11,5,52,29,33,4,6,74,28,19,9,6,62,41,26,4,9,83,58,33,0,3,102,50,32,3,5,88,57,23,0,6,94,55,33,0,13,99,51,21,4,7,79,38,31,3,6,80,10,16,0,0,32,0,6,0,0,12
204,7,66,11,4,88,16,59,3,3,85,20,59,8,3,86,13,39,11,3,61,31,49,8,0,87,24,51,7,4,88,25,39,11,0,71,32,46,16,3,94,39,56,14,0,104,20,50,24,5,95,18,29,6,0,54,7,29,10,0,44,5,38,6,9,69,261,603,126,37,1031,1329,3209,550,151,5247,3459,2334,338,165,6296,4372,1984,397,157,6905,4252,2147,480,141,7015,4264,2324,353,137,7082,4428,2210,271,97,7011,5017,2336,259,121,7734,5176,2417,341,146,8080,4704,2585,434,107,7830,3479,2770,459,80,6789,1529,1748,297,85,3657,616,905,77,42,1633,419,513,55,58,1046,43055,27478,4310,1480,76325,10,19,8,3,41,22,10,4,4,39,28,18,0,6,48,31,7,4,7,52,17,21,5,14,53,21,17,4,3,46,31,14,3,3,51,46,18,4,8,79,31,23,5,10,63,23,23,4,0,53,15,9,4,0,23,11,10,0,3,20
205,14,85,17,6,121,43,78,16,3,134,28,69,5,4,109,25,58,13,6,105,29,70,11,0,114,33,79,18,3,135,40,63,18,5,125,53,75,19,10,156,46,79,26,5,157,37,67,31,6,142,24,54,6,6,89,14,27,9,3,59,12,49,14,12,86,401,852,195,58,1511,1484,4844,705,200,7232,4673,3436,484,241,8835,6553,2985,628,252,10413,6316,3438,734,224,10719,6303,3870,561,198,10929,6180,3413,404,185,10178,6875,3663,382,203,11121,7094,3985,516,204,11791,6445,4165,707,178,11492,4654,4254,729,146,9782,1921,2457,379,119,4868,742,1145,116,71,2067,416,666,71,75,1238,59647,42312,6406,2302,110671,15,38,5,9,65,30,13,7,5,57,30,23,3,9,61,59,17,5,3,85,50,30,3,8,94,54,23,10,7,93,41,26,3,5,77,57,26,9,3,96,37,29,0,10,78,47,33,0,10,89,21,21,4,0,46,13,12,0,3,27
206,13,84,22,4,126,101,199,61,8,366,226,266,73,7,575,266,220,66,3,553,262,208,73,13,567,295,214,69,13,597,292,206,56,8,561,227,169,64,9,473,213,164,71,8,462,131,166,54,7,365,85,114,42,13,249,39,84,17,3,147,27,110,23,27,188,2197,2211,698,129,5235,1334,9922,2064,283,13597,27330,30198,4949,1302,63776,76398,25888,4770,1797,108855,88861,23950,7475,1760,122048,86127,23646,6492,1420,117695,71384,18683,3003,917,93992,59276,15110,1989,694,77069,49570,13291,1942,623,65426,35824,11415,1934,481,49662,20999,9957,1737,307,32997,7831,6226,1017,189,15259,2375,3209,389,114,6087,705,1509,212,129,2547,528018,193010,37979,10012,769019,7,70,13,12,96,134,157,22,47,363,358,124,20,58,557,369,126,33,58,591,370,120,28,54,569,352,121,22,45,539,332,78,23,23,451,288,83,19,22,407,260,86,14,15,378,163,102,13,11,282,54,44,9,3,113,22,29,0,8,62
207,4,45,13,0,62,17,70,8,5,102,32,61,14,4,109,30,64,8,0,107,25,67,10,0,101,37,49,17,3,100,52,55,15,9,127,45,65,15,0,128,52,77,12,3,146,29,66,18,3,119,19,57,12,0,92,15,48,6,0,64,9,55,17,6,90,356,791,162,39,1348,399,5941,890,65,7295,4501,9074,989,252,14816,10542,5508,685,320,17052,11659,5072,1072,277,18084,10883,5423,882,224,17419,9747,4999,439,171,15352,9962,5126,384,140,15617,9663,5082,455,178,15375,7683,4743,481,123,13036,5072,4208,463,66,9815,1922,2626,317,50,4910,607,1419,111,24,2160,230,812,66,43,1161,82874,60032,7242,1939,152083,3,29,4,3,42,20,54,10,8,88,36,28,7,9,82,48,28,0,4,84,58,37,0,6,100,44,33,0,7,89,53,31,0,8,91,60,21,3,4,90,57,35,3,6,98,40,30,3,0,79,14,29,3,0,48,3,18,0,4,25
208,3,57,17,0,74,23,90,13,0,122,29,69,7,0,104,33,54,12,0,107,34,55,11,0,103,43,67,9,6,125,59,68,15,3,139,59,67,14,0,141,51,66,17,3,136,37,75,13,9,128,32,54,7,9,99,21,37,5,0,68,9,52,9,8,77,439,816,141,39,1426,735,7592,1155,91,9575,5632,10721,1484,279,18117,11009,5930,845,416,18199,11397,5099,1038,348,17887,10989,5602,787,294,17674,10204,5297,506,235,16244,11361,5679,462,224,17730,11194,5793,548,204,17735,9098,5297,547,147,15087,5921,4785,535,109,11344,2504,3051,319,50,5928,835,1738,145,31,2754,288,877,79,25,1270,91174,67460,8447,2448,169530,8,45,4,4,59,33,56,8,17,114,57,40,4,10,105,57,18,14,9,99,62,33,4,10,107,69,29,4,5,109,76,25,4,9,108,69,44,0,0,120,63,35,8,3,113,50,28,4,8,91,21,31,5,4,55,14,21,0,3,38
209,8,73,13,3,98,35,83,12,0,134,42,96,16,0,152,41,71,26,7,136,42,87,14,5,148,57,78,8,0,144,64,88,12,0,162,65,87,14,6,177,60,87,14,4,161,49,80,22,5,162,32,44,4,4,85,19,29,5,0,49,5,37,6,9,52,518,937,168,37,1664,1002,7559,909,115,9592,6213,9121,1040,395,16771,11696,5961,898,464,19025,12269,6378,1296,434,20372,11443,6836,927,350,19564,10692,6133,572,247,17651,10858,5900,489,219,17463,10451,5597,574,213,16832,8624,5101,589,194,14503,5698,4480,610,104,10888,2236,2504,335,67,5137,600,1019,109,31,1759,208,509,61,35,821,91977,67104,8417,2868,170371,16,53,6,5,75,26,60,7,18,110,64,23,3,9,103,52,24,10,7,97,70,33,7,11,127,63,42,5,9,120,83,48,6,11,145,62,34,8,6,110,73,38,3,8,120,44,34,4,0,88,18,21,0,5,52,0,9,0,0,14
210,9,59,6,0,83,37,73,4,3,121,38,72,19,4,127,32,55,16,0,103,49,60,13,10,129,59,58,11,0,130,69,81,19,0,168,72,99,20,0,189,78,74,28,8,182,39,78,12,5,138,28,45,8,3,93,4,27,8,4,44,9,34,6,9,51,528,804,174,49,1559,1223,5560,714,144,7632,6602,7048,797,395,14844,11701,5090,770,537,18099,12883,5094,1073,480,19535,12975,5366,852,419,19615,11562,4762,601,337,17264,11567,4637,533,284,17023,11519,4476,632,225,16856,9509,3973,643,182,14300,5972,3196,528,133,9830,2112,1664,264,54,4098,500,722,92,38,1352,210,308,36,21,568,98347,51887,7538,3247,161014,9,28,3,3,44,53,30,3,16,95,73,31,0,17,119,56,22,8,21,112,70,38,8,19,133,66,33,12,4,114,69,40,0,0,114,81,45,4,14,141,58,27,9,5,104,39,37,10,8,85,11,13,0,9,33,9,4,0,4,13
