POW_SA4_CODE_2021,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000_3499_Mng,CIII_IV_3000_3499_Pro,CIII_IV_3000_3499_TecTW,CIII_IV_3000_3499_CoPSW,CIII_IV_3000_3499_ClAW,CIII_IV_3000_3499_SWks,CIII_IV_3000_3499_MaOpDv,CIII_IV_3000_3499_Lab,CIII_IV_3000_3499_IDNS,CIII_IV_3000_3499_Tot,CIII_IV_3500mo_Mng,CIII_IV_3500mo_Pro,CIII_IV_3500mo_TecTW,CIII_IV_3500mo_CoPSW,CIII_IV_3500mo_ClAW,CIII_IV_3500mo_SWks,CIII_IV_3500mo_MaOpDv,CIII_IV_3500mo_Lab,CIII_IV_3500mo_IDNS,CIII_IV_3500mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
201,260,96,806,196,234,70,177,130,24,1994,223,91,508,135,152,35,117,83,20,1364,149,64,291,79,81,22,86,52,18,833,209,52,451,66,65,30,119,65,15,1068,51,10,75,15,10,9,14,9,0,194,70,11,64,11,9,18,20,11,5,216,26,0,66,21,4,6,11,16,13,169,1925,660,5303,2613,1865,1112,1169,1551,208,16404,0,0,0,0,0,0,0,0,0,5,0,3,0,11,0,21,0,10,0,47,0,0,0,10,8,19,0,12,0,59,0,0,3,19,8,22,0,3,0,51,4,4,13,16,5,13,7,17,5,77,5,3,9,28,15,30,6,25,0,136,9,4,12,29,33,28,7,29,0,143,14,3,22,16,37,20,11,26,0,160,15,8,15,13,33,15,17,11,0,128,12,10,10,7,31,3,7,5,0,86,12,5,3,4,14,3,5,5,0,56,9,0,0,8,7,4,3,0,0,28
202,246,91,750,230,233,76,163,163,18,1968,258,107,568,143,143,49,165,72,17,1526,160,56,315,102,74,26,98,55,14,908,226,71,472,79,54,38,159,52,17,1159,52,6,91,5,7,6,17,7,0,206,74,17,44,5,3,11,16,6,0,180,25,7,51,9,7,6,16,13,25,159,1890,713,5112,2623,1704,1040,1282,1677,221,16255,0,0,0,0,0,0,0,6,0,5,0,4,4,3,0,7,0,9,0,36,0,0,5,5,8,8,0,6,0,29,3,0,4,14,0,15,0,15,0,55,0,0,4,13,9,20,0,9,0,66,4,6,15,18,26,17,5,34,0,119,7,3,15,24,19,20,6,45,5,147,16,4,19,31,32,26,10,30,4,169,16,6,15,25,43,13,7,29,0,150,7,5,12,11,22,0,6,4,3,82,6,6,4,3,16,7,3,5,0,50,6,0,0,4,8,3,0,0,3,20
203,396,183,1470,398,480,155,275,250,44,3656,385,161,1282,302,268,76,192,142,53,2863,263,91,821,176,118,59,120,111,32,1796,523,125,1180,164,106,79,151,136,36,2502,94,13,200,12,10,22,30,11,4,398,136,21,203,24,19,27,22,14,8,475,29,8,124,23,20,8,23,22,58,315,2944,1191,10004,4894,3023,1872,1907,2596,457,28896,6,0,0,0,3,0,0,0,0,16,0,0,4,4,3,11,4,8,0,39,0,4,4,16,0,17,5,17,0,73,4,4,10,17,8,31,3,18,0,97,7,0,10,31,10,19,8,27,0,113,4,11,23,44,30,33,11,33,0,191,11,6,29,29,35,28,9,36,0,186,19,12,25,26,47,29,24,36,0,215,28,7,24,32,66,21,34,39,0,249,23,10,10,23,34,8,17,10,0,129,7,5,8,11,23,7,3,7,0,75,10,8,0,11,11,4,6,0,0,43
204,326,139,976,244,268,85,287,211,34,2573,347,134,717,154,131,50,198,142,21,1886,251,84,395,88,67,42,131,91,21,1161,310,58,461,94,54,37,116,81,15,1231,57,9,77,12,6,12,11,10,0,192,81,14,67,7,5,11,10,8,3,206,38,0,70,18,7,11,11,15,28,218,2775,820,6325,2994,1927,1150,1767,2166,325,20244,5,0,0,0,0,0,0,0,0,11,4,0,3,10,0,6,4,6,0,28,0,3,7,11,7,13,0,23,0,63,5,0,9,9,3,14,0,16,0,61,6,0,6,11,12,20,0,20,0,82,9,0,7,22,25,30,3,30,0,125,12,11,22,32,36,33,6,38,0,189,17,5,27,34,36,36,23,32,0,206,22,10,21,37,38,17,16,39,0,195,18,6,6,14,23,5,12,12,0,95,12,0,4,8,14,3,6,6,0,57,9,3,6,0,5,0,3,3,0,38
205,434,168,1270,313,366,115,345,313,64,3384,459,151,1049,212,212,71,249,196,36,2631,310,85,638,105,112,48,217,144,35,1687,430,94,1105,105,92,61,296,216,36,2420,105,20,276,22,17,16,81,48,9,595,182,23,347,13,24,32,76,22,17,734,71,8,140,22,19,12,32,40,81,412,3937,1182,9908,4439,3145,1882,2457,3140,531,30627,10,0,0,0,0,0,0,0,0,13,0,6,0,12,0,11,0,10,0,49,3,0,9,15,5,25,0,10,0,70,7,9,9,21,13,16,0,24,0,93,12,3,15,18,25,23,0,32,0,129,24,6,32,45,46,48,5,47,0,254,15,3,27,57,49,39,13,32,7,237,29,15,27,30,53,29,19,55,0,257,30,7,13,29,62,11,13,23,4,200,30,12,16,22,26,5,17,17,0,148,10,15,8,8,22,10,8,10,0,83,14,4,7,5,7,4,6,3,0,44
206,924,859,2402,860,1853,345,235,376,136,7991,961,945,2384,585,1452,329,205,333,138,7335,892,807,1998,338,790,223,226,315,96,5673,1870,1487,3558,481,894,331,554,558,140,9869,556,297,651,48,129,75,183,143,38,2115,838,333,620,54,111,182,111,114,34,2398,64,33,215,54,67,27,28,56,133,666,7928,6375,18982,8415,10407,3645,2572,4489,1306,64112,0,0,0,0,5,3,0,0,7,13,9,4,8,26,8,18,0,21,0,85,0,3,10,29,5,25,3,24,5,96,3,14,16,39,18,31,7,24,0,150,6,7,15,63,40,31,0,35,3,202,11,9,37,82,71,47,6,55,3,326,23,21,37,131,96,57,18,57,6,458,43,45,56,101,168,44,27,74,4,575,82,59,54,105,275,39,28,37,5,683,84,62,38,67,185,38,10,13,5,510,67,60,29,38,146,25,8,14,5,397,47,53,17,24,72,16,3,18,6,257
207,215,144,676,231,287,100,77,84,15,1819,203,133,569,132,216,85,59,76,22,1491,196,95,396,62,104,50,30,47,13,990,351,162,578,84,147,74,46,52,14,1501,87,34,82,13,19,22,10,16,0,277,160,41,75,4,12,44,7,10,3,353,14,3,56,13,13,14,5,12,29,157,1810,1007,4798,2901,1994,1111,457,1026,215,15321,0,0,0,0,0,0,0,0,0,0,0,7,0,17,0,12,0,3,0,39,0,0,0,15,9,13,0,13,0,51,5,5,3,12,8,10,0,0,0,45,3,4,8,20,7,8,0,15,0,75,3,3,11,26,19,25,0,19,0,118,8,4,24,32,29,14,6,20,0,131,14,0,18,25,39,11,11,14,0,125,15,13,7,20,47,12,0,16,0,129,16,9,13,11,49,9,3,8,3,127,7,13,7,5,28,11,4,4,0,79,11,6,3,3,6,13,4,5,0,54
208,383,148,1475,285,358,151,201,171,39,3215,404,118,1265,175,204,113,109,138,41,2563,299,93,901,65,124,82,61,90,28,1735,609,156,1067,84,127,130,62,119,32,2383,146,32,175,10,17,31,20,10,7,453,212,34,98,13,26,50,12,14,5,464,28,15,139,24,15,9,10,25,46,315,2995,1076,9448,3618,2408,1736,1254,1791,386,24710,0,4,0,0,0,0,0,0,0,11,0,4,3,11,10,17,0,5,0,49,4,3,3,6,8,9,0,12,0,43,4,0,6,21,7,16,0,12,0,79,0,0,11,11,12,16,3,16,0,84,10,6,25,33,24,33,3,29,4,171,15,4,19,40,41,37,24,24,0,206,16,3,44,32,53,29,21,26,0,239,21,8,32,30,53,19,17,19,3,206,22,16,15,10,51,12,13,14,0,151,21,15,6,5,16,9,4,5,3,86,11,3,7,0,13,3,0,0,0,41
209,388,150,1539,384,390,160,270,239,50,3568,381,148,1330,218,263,115,223,176,40,2894,344,102,845,109,117,68,109,68,29,1788,519,138,1198,112,128,105,134,127,36,2491,125,18,162,12,20,27,38,25,3,430,178,28,143,7,23,31,10,28,4,451,28,9,174,40,18,15,15,30,58,385,3019,1132,10248,4666,2849,1915,1950,2299,477,28563,0,0,0,3,0,4,0,0,0,14,0,6,0,9,0,11,0,5,0,40,0,0,7,18,11,34,3,18,0,85,0,4,5,11,19,23,7,7,0,88,10,0,14,27,23,33,8,19,3,139,13,5,22,25,39,30,12,30,0,178,5,5,25,39,37,36,11,31,3,191,14,10,21,37,52,17,34,36,3,221,25,7,31,26,64,17,32,23,4,220,13,8,11,18,39,16,11,13,0,138,8,9,14,6,23,10,4,5,0,87,3,4,0,4,16,5,4,3,3,40
210,383,136,1841,312,491,176,472,330,74,4218,431,149,1698,192,344,144,356,249,68,3628,367,111,1145,112,160,78,180,165,42,2361,705,174,1567,159,194,81,252,196,35,3368,174,35,260,8,25,15,46,25,8,592,237,56,212,16,13,19,31,26,12,616,34,4,183,23,19,13,33,30,76,405,3295,1115,12020,3701,3176,1695,3302,2842,602,31753,0,0,0,3,0,0,0,0,0,13,5,5,0,3,4,15,0,13,0,34,0,0,0,11,10,16,11,11,0,60,0,0,7,12,15,11,10,7,0,65,3,0,5,19,14,19,3,21,4,89,3,5,21,39,34,30,11,30,5,160,9,3,40,50,51,27,30,38,0,241,9,5,35,40,72,22,50,54,3,298,30,11,24,45,76,19,46,34,0,290,21,13,25,21,58,16,26,14,3,191,9,5,16,18,29,4,18,4,0,116,8,6,10,6,14,8,6,5,0,67
