POW_SA4_CODE_2021,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000_3499_Mng,SG_3000_3499_Pro,SG_3000_3499_TecTW,SG_3000_3499_CoPSW,SG_3000_3499_ClAW,SG_3000_3499_SWks,SG_3000_3499_MaOpDv,SG_3000_3499_Lab,SG_3000_3499_IDNS,SG_3000_3499_Tot,SG_3500mo_Mng,SG_3500mo_Pro,SG_3500mo_TecTW,SG_3500mo_CoPSW,SG_3500mo_ClAW,SG_3500mo_SWks,SG_3500mo_MaOpDv,SG_3500mo_Lab,SG_3500mo_IDNS,SG_3500mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot
201,0,37,0,41,34,3,0,6,0,131,0,36,11,70,64,0,0,12,3,194,0,99,18,143,98,12,6,48,7,430,7,176,26,244,184,9,12,43,3,706,13,305,36,291,248,15,22,57,0,986,27,564,51,267,409,28,8,43,10,1401,43,704,47,209,241,12,12,18,9,1285,52,833,36,219,203,6,4,12,6,1374,69,627,29,197,145,4,8,6,15,1099,282,840,33,351,131,8,18,7,16,1682,69,81,3,39,13,0,3,0,0,208,71,179,6,20,5,0,0,0,4,283,0,17,0,7,3,0,0,4,0,40,637,4519,298,2130,1808,92,96,277,74,9934,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,11,0,0,0,25,0,39,0,0,0,3,4,0,0,14,0,22,3,5,3,7,4,0,0,17,0,33,4,13,8,35,27,0,0,19,0,99
202,0,37,3,48,18,8,0,13,0,126,4,40,13,69,38,0,6,13,5,183,8,120,22,155,80,19,4,37,3,442,8,202,19,225,118,0,12,51,3,642,16,382,25,227,198,4,18,41,3,908,34,701,45,300,278,9,20,35,7,1423,38,868,42,260,196,7,8,17,3,1439,55,1042,36,283,137,0,13,5,0,1583,91,810,21,218,79,0,9,0,8,1249,291,963,19,390,65,7,12,6,3,1754,91,85,0,35,8,0,0,0,0,216,77,163,0,18,3,0,0,0,0,261,0,17,3,6,5,0,0,4,0,39,693,5467,257,2283,1227,71,97,230,48,10367,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,6,0,6,0,0,0,4,3,0,0,20,0,28,0,6,0,11,8,0,0,7,0,25,0,0,0,18,3,0,0,10,0,35,3,13,8,29,21,4,3,20,0,91
203,0,58,11,76,27,0,0,16,0,188,4,90,15,115,59,0,4,32,4,324,0,190,23,203,121,0,4,70,7,623,14,343,32,291,212,5,11,84,5,996,27,558,62,333,311,12,21,105,0,1434,46,985,83,403,406,10,27,73,12,2039,63,1292,72,370,364,12,14,25,9,2217,104,1493,58,457,276,14,12,22,28,2469,122,1273,44,358,173,9,16,10,16,2013,595,1893,60,596,279,11,24,3,29,3499,173,171,9,48,25,0,8,0,0,441,188,399,8,31,23,0,4,4,3,669,0,35,0,14,11,0,0,0,6,69,1355,8842,469,3383,2317,77,145,460,131,17178,0,5,0,0,0,0,0,0,0,5,0,0,0,20,9,0,0,6,0,35,0,5,3,18,6,0,0,34,0,61,0,5,0,25,9,0,0,13,0,59,5,6,3,35,13,0,0,24,3,95,0,11,11,70,15,0,0,35,0,155
204,3,37,8,29,16,0,0,18,0,117,4,40,4,81,21,0,0,22,0,178,4,96,16,161,78,0,4,66,4,432,9,163,29,219,106,5,8,62,3,595,23,314,50,244,146,0,15,78,4,876,33,607,56,240,225,11,17,41,7,1234,51,783,41,181,142,0,19,26,11,1255,71,869,24,193,108,0,23,12,8,1315,78,622,14,183,65,0,14,0,3,984,327,767,19,449,69,0,14,3,9,1663,75,51,0,37,4,0,0,0,0,166,72,77,0,29,9,0,0,0,0,190,0,20,0,7,9,0,0,3,3,36,745,4476,282,2089,999,25,121,336,56,9131,0,0,0,0,4,0,0,0,0,4,0,0,0,10,0,0,0,9,0,21,0,0,0,14,6,0,0,22,0,32,3,4,4,12,5,0,0,11,0,34,5,8,0,8,11,0,0,12,0,39,5,8,11,33,28,0,4,23,0,111
205,3,65,4,72,34,4,0,14,0,203,10,63,14,147,62,0,4,45,4,356,14,182,33,328,149,6,11,78,10,810,21,305,51,461,249,4,19,98,5,1206,39,517,64,396,307,7,20,126,14,1499,69,917,86,395,406,8,37,74,28,2011,71,1217,64,273,236,6,28,41,12,1950,84,1312,52,346,203,0,36,20,12,2074,97,977,21,284,95,3,25,12,14,1536,428,1168,42,594,91,6,41,12,14,2393,140,73,5,63,10,0,9,0,0,292,131,154,12,32,12,0,0,0,0,334,9,28,5,11,15,0,3,3,3,76,1113,7042,456,3481,1891,38,227,543,114,14918,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,0,0,11,0,19,0,0,0,16,0,0,0,38,0,62,0,4,0,27,7,0,0,16,0,58,4,0,5,36,18,6,5,33,3,101,8,12,11,60,37,0,0,28,4,161
206,10,157,28,109,93,4,3,27,7,440,12,209,41,159,182,16,3,36,13,670,36,460,99,303,426,31,7,63,29,1454,55,900,144,426,621,26,40,125,19,2351,116,1602,243,576,1183,45,92,143,59,4062,314,3668,414,811,2239,50,166,149,91,7912,490,4903,400,1039,2244,59,151,57,116,9465,740,6687,387,1408,2125,48,166,52,179,11796,1210,6495,290,1225,1649,60,247,44,171,11385,4662,10497,429,3010,2010,60,304,63,239,21276,1715,1841,61,384,332,14,74,7,35,4466,2668,3347,57,148,278,16,24,6,55,6604,31,118,9,49,49,0,10,10,38,322,12075,41118,2642,9829,13542,423,1292,800,1069,82791,0,4,0,0,0,0,0,0,3,11,0,0,0,8,3,0,0,9,0,29,0,11,6,17,9,4,0,34,0,72,3,5,3,27,15,7,4,34,0,99,4,10,0,20,28,3,4,20,0,93,14,24,15,57,48,6,5,42,3,215
207,4,64,3,48,21,0,0,0,0,144,7,80,14,83,43,0,0,11,0,234,3,177,27,158,84,0,6,24,3,487,3,264,48,190,132,3,11,30,3,700,27,456,44,225,241,6,16,28,6,1047,34,991,77,230,353,13,24,18,14,1761,46,1285,53,176,291,5,45,13,12,1918,72,1538,31,248,282,10,59,3,15,2264,129,1145,36,206,216,0,64,4,7,1807,531,1903,59,598,286,3,38,9,16,3440,210,228,7,82,44,0,0,3,0,578,247,377,0,48,24,0,0,0,8,706,7,36,0,7,12,0,0,0,0,71,1308,8651,435,2362,2049,49,271,158,95,15379,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,9,0,13,0,4,0,0,5,0,0,43,0,56,0,8,0,12,5,0,0,17,0,46,0,0,3,18,3,0,0,13,0,43,5,4,16,26,25,0,0,21,0,100
208,0,34,8,43,21,0,0,3,4,117,6,62,9,79,30,0,3,8,0,190,11,122,10,126,57,0,8,10,0,343,11,185,36,163,77,6,5,13,5,506,10,314,21,217,134,4,19,31,3,753,22,546,45,212,228,12,25,16,11,1115,35,887,35,196,141,7,25,12,6,1355,65,1072,22,223,71,6,29,5,10,1502,84,767,10,168,59,0,31,7,10,1135,215,1056,11,395,47,7,25,3,7,1775,79,89,0,23,16,0,4,0,5,212,89,160,3,14,9,0,0,0,0,270,4,26,0,9,9,0,0,0,6,56,626,5375,228,1933,912,48,179,121,70,9492,5,3,0,0,0,0,0,0,0,9,0,0,0,9,5,0,0,18,0,25,0,5,0,15,3,0,0,48,0,74,0,0,0,20,4,0,0,10,0,46,4,8,5,35,9,0,0,27,0,84,5,19,7,64,16,0,3,37,0,154
209,3,90,16,80,48,0,0,10,8,254,9,112,28,124,97,6,0,19,0,387,15,271,53,226,188,0,9,40,5,808,22,470,103,343,284,5,19,58,12,1303,26,805,159,413,435,4,39,55,15,1948,55,1720,207,407,546,3,64,39,24,3060,71,2227,122,357,336,4,52,20,23,3209,97,2483,82,434,175,8,30,19,17,3332,126,1897,59,358,98,0,42,3,13,2598,460,2553,103,641,155,3,59,0,10,3985,146,312,12,48,12,0,0,0,0,530,158,700,5,16,17,0,0,0,0,891,6,50,7,29,22,0,0,5,9,122,1186,13801,955,3568,2451,40,313,270,143,22726,0,0,0,0,4,0,0,3,0,15,0,5,0,11,0,0,0,8,0,24,0,0,0,10,4,0,0,97,0,122,0,3,3,15,5,0,0,31,0,65,0,5,0,22,16,0,0,53,0,97,5,11,12,36,40,0,0,70,4,169
210,0,22,4,34,12,0,0,3,4,83,3,44,14,79,11,4,4,3,0,159,3,99,11,201,43,0,0,9,3,369,12,162,23,321,96,5,3,14,5,637,11,257,29,219,136,9,6,8,3,678,21,504,36,270,224,9,9,13,10,1107,34,790,27,253,163,0,0,8,13,1293,46,873,33,343,115,5,8,3,6,1429,60,630,28,304,75,0,8,0,10,1111,250,881,54,661,100,5,10,0,10,1978,78,40,0,50,15,0,5,0,0,188,65,75,0,41,0,0,0,0,3,184,0,22,0,15,10,0,0,0,0,47,593,4433,259,2816,1012,39,62,83,71,9365,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,4,0,9,0,5,4,25,4,0,0,21,0,64,4,7,0,22,0,0,0,14,0,52,3,7,3,31,3,0,0,6,0,55,0,12,8,56,26,0,5,15,0,118
