POW_SA4_CODE_2021,St_Em_NS_35_39_HW_0,St_Em_NS_35_39_HW_1_19,St_Em_NS_35_39_HW_20_29,St_Em_NS_35_39_HW_30_34,St_Em_NS_35_39_HW_35_39,St_Em_NS_35_39_HW_40_44,St_Em_NS_35_39_HW_45_49,St_Em_NS_35_39_HW_50mor,St_Em_NS_35_39_HW_NS,St_Em_NS_35_39_Tot,St_Em_NS_40_44_HW_0,St_Em_NS_40_44_HW_1_19,St_Em_NS_40_44_HW_20_29,St_Em_NS_40_44_HW_30_34,St_Em_NS_40_44_HW_35_39,St_Em_NS_40_44_HW_40_44,St_Em_NS_40_44_HW_45_49,St_Em_NS_40_44_HW_50mor,St_Em_NS_40_44_HW_NS,St_Em_NS_40_44_Tot,St_Em_NS_45_49_HW_0,St_Em_NS_45_49_HW_1_19,St_Em_NS_45_49_HW_20_29,St_Em_NS_45_49_HW_30_34,St_Em_NS_45_49_HW_35_39,St_Em_NS_45_49_HW_40_44,St_Em_NS_45_49_HW_45_49,St_Em_NS_45_49_HW_50mor,St_Em_NS_45_49_HW_NS,St_Em_NS_45_49_Tot,St_Em_NS_50_54_HW_0,St_Em_NS_50_54_HW_1_19,St_Em_NS_50_54_HW_20_29,St_Em_NS_50_54_HW_30_34,St_Em_NS_50_54_HW_35_39,St_Em_NS_50_54_HW_40_44,St_Em_NS_50_54_HW_45_49,St_Em_NS_50_54_HW_50mor,St_Em_NS_50_54_HW_NS,St_Em_NS_50_54_Tot,St_Em_NS_55_59_HW_0,St_Em_NS_55_59_HW_1_19,St_Em_NS_55_59_HW_20_29,St_Em_NS_55_59_HW_30_34,St_Em_NS_55_59_HW_35_39,St_Em_NS_55_59_HW_40_44,St_Em_NS_55_59_HW_45_49,St_Em_NS_55_59_HW_50mor,St_Em_NS_55_59_HW_NS,St_Em_NS_55_59_Tot,St_Em_NS_60_64_HW_0,St_Em_NS_60_64_HW_1_19,St_Em_NS_60_64_HW_20_29,St_Em_NS_60_64_HW_30_34,St_Em_NS_60_64_HW_35_39,St_Em_NS_60_64_HW_40_44,St_Em_NS_60_64_HW_45_49,St_Em_NS_60_64_HW_50mor,St_Em_NS_60_64_HW_NS,St_Em_NS_60_64_Tot,St_Em_NS_65_69_HW_0,St_Em_NS_65_69_HW_1_19,St_Em_NS_65_69_HW_20_29,St_Em_NS_65_69_HW_30_34,St_Em_NS_65_69_HW_35_39,St_Em_NS_65_69_HW_40_44,St_Em_NS_65_69_HW_45_49,St_Em_NS_65_69_HW_50mor,St_Em_NS_65_69_HW_NS,St_Em_NS_65_69_Tot,St_Em_NS_70_74_HW_0,St_Em_NS_70_74_HW_1_19,St_Em_NS_70_74_HW_20_29,St_Em_NS_70_74_HW_30_34,St_Em_NS_70_74_HW_35_39,St_Em_NS_70_74_HW_40_44,St_Em_NS_70_74_HW_45_49,St_Em_NS_70_74_HW_50mor,St_Em_NS_70_74_HW_NS,St_Em_NS_70_74_Tot,St_Em_NS_75ov_HW_0,St_Em_NS_75ov_HW_1_19,St_Em_NS_75ov_HW_20_29,St_Em_NS_75ov_HW_30_34,St_Em_NS_75ov_HW_35_39,St_Em_NS_75ov_HW_40_44,St_Em_NS_75ov_HW_45_49,St_Em_NS_75ov_HW_50mor,St_Em_NS_75ov_HW_NS,St_Em_NS_75ov_Tot,St_Em_NS_Tot_HW_0,St_Em_NS_Tot_HW_1_19,St_Em_NS_Tot_HW_20_29,St_Em_NS_Tot_HW_30_34,St_Em_NS_Tot_HW_35_39,St_Em_NS_Tot_HW_40_44,St_Em_NS_Tot_HW_45_49,St_Em_NS_Tot_HW_50mor,St_Em_NS_Tot_HW_NS,St_Em_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_19,Tot_15_19_HW_20_29,Tot_15_19_HW_30_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40_44,Tot_15_19_HW_45_49,Tot_15_19_HW_50mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_19,Tot_20_24_HW_20_29,Tot_20_24_HW_30_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40_44,Tot_20_24_HW_45_49,Tot_20_24_HW_50mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_19,Tot_25_29_HW_20_29,Tot_25_29_HW_30_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40_44,Tot_25_29_HW_45_49,Tot_25_29_HW_50mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_19,Tot_30_34_HW_20_29,Tot_30_34_HW_30_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40_44,Tot_30_34_HW_45_49,Tot_30_34_HW_50mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_19,Tot_35_39_HW_20_29,Tot_35_39_HW_30_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40_44,Tot_35_39_HW_45_49,Tot_35_39_HW_50mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_19,Tot_40_44_HW_20_29,Tot_40_44_HW_30_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40_44,Tot_40_44_HW_45_49,Tot_40_44_HW_50mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_19,Tot_45_49_HW_20_29,Tot_45_49_HW_30_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40_44,Tot_45_49_HW_45_49,Tot_45_49_HW_50mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_19,Tot_50_54_HW_20_29,Tot_50_54_HW_30_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40_44,Tot_50_54_HW_45_49,Tot_50_54_HW_50mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_19,Tot_55_59_HW_20_29,Tot_55_59_HW_30_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40_44,Tot_55_59_HW_45_49,Tot_55_59_HW_50mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_19,Tot_60_64_HW_20_29,Tot_60_64_HW_30_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40_44,Tot_60_64_HW_45_49,Tot_60_64_HW_50mor,Tot_60_64_HW_NS,Tot_60_64_Tot
201,5,4,7,0,0,5,0,6,8,47,3,5,5,0,11,9,0,5,8,43,3,6,4,7,5,6,3,9,10,60,3,3,8,6,5,12,3,12,20,75,8,12,8,7,5,14,0,7,12,78,8,11,14,5,12,13,10,7,9,86,7,3,5,3,10,6,4,12,5,50,0,7,3,5,3,3,0,3,5,31,5,0,0,0,0,0,3,4,19,36,54,82,69,50,73,78,27,84,130,643,459,2647,429,166,365,304,73,68,105,4621,398,1394,970,559,1404,1100,284,277,126,6506,439,839,792,649,1798,1544,431,596,152,7240,496,892,817,599,1500,1434,432,799,121,7101,350,874,997,652,1334,1463,395,825,103,6984,245,760,915,660,1291,1509,444,937,68,6840,231,697,955,751,1482,1551,491,1063,94,7317,284,696,872,747,1482,1487,522,1031,109,7240,394,840,882,757,1367,1245,406,868,84,6845,382,825,839,638,969,861,255,621,73,5461
202,4,8,4,0,4,7,0,5,9,47,9,10,7,0,5,6,3,7,8,53,0,6,0,3,4,7,0,10,13,48,0,13,3,10,10,9,0,14,8,62,9,13,11,7,4,19,0,15,11,82,9,9,8,8,3,9,0,8,7,70,3,14,0,4,0,7,0,5,9,46,5,9,10,0,5,5,0,0,9,33,4,3,5,0,4,6,0,4,20,50,46,93,65,46,44,84,19,93,127,612,393,2724,435,166,355,282,62,62,102,4580,339,1242,872,577,1306,1107,218,364,126,6154,359,760,688,590,1793,1548,417,586,117,6848,529,826,807,611,1528,1438,404,780,108,7022,355,845,993,686,1407,1386,407,844,110,7032,247,766,905,736,1379,1419,390,977,91,6914,240,709,870,711,1638,1520,450,1057,102,7299,288,718,886,763,1478,1461,472,1074,100,7242,382,822,922,756,1314,1213,415,938,87,6832,400,876,896,621,926,880,248,675,78,5594
203,5,11,11,8,14,14,5,8,19,93,10,13,8,3,8,5,0,20,23,95,3,7,11,6,10,11,5,11,15,82,7,13,3,14,8,18,0,14,16,97,12,12,3,7,10,15,7,8,13,89,3,12,22,0,12,10,0,13,15,87,4,12,5,0,5,3,4,5,10,51,4,3,3,5,0,4,0,3,10,32,3,4,0,0,0,3,0,6,25,51,78,118,76,61,97,129,33,118,208,911,916,5419,721,255,523,454,86,78,129,8578,920,3449,2061,1100,2510,2116,414,473,251,13282,787,1753,1707,1241,3725,3349,800,1109,294,14765,1037,1673,1720,1191,3316,3391,865,1449,228,14870,792,1841,2014,1311,3076,3156,875,1622,221,14911,532,1586,1863,1330,2631,3017,814,1704,171,13634,446,1406,1819,1434,2748,3117,968,1890,169,13991,495,1395,1650,1229,2711,2806,810,1764,185,13039,615,1475,1722,1233,2393,2206,672,1471,128,11919,562,1602,1436,947,1541,1450,428,897,114,8977
204,0,5,7,3,3,10,0,8,9,57,6,0,4,6,13,8,0,7,8,63,7,11,4,0,12,13,3,16,8,79,8,7,8,6,5,14,11,20,17,93,9,12,9,7,9,22,6,12,8,97,5,20,9,11,14,11,3,18,7,96,11,17,8,3,4,15,0,22,16,87,0,14,4,5,0,9,0,5,7,45,3,11,6,8,4,9,3,14,30,93,69,119,73,70,79,137,23,144,155,874,568,2641,438,222,545,546,117,135,158,5366,344,993,839,575,1319,1392,343,442,174,6422,402,706,770,587,1536,1660,466,759,161,7040,495,778,802,617,1356,1607,421,905,148,7133,366,812,910,676,1400,1467,469,978,147,7218,282,710,868,701,1350,1584,451,1097,109,7141,272,720,901,764,1555,1707,541,1269,123,7861,362,758,939,793,1625,1729,558,1337,151,8251,448,873,967,816,1545,1506,480,1231,113,7989,491,1069,1048,719,1206,1113,311,895,85,6934
205,14,11,15,6,13,27,6,16,21,130,9,17,9,5,7,10,8,28,20,111,7,23,21,9,23,22,9,28,28,163,17,16,8,6,13,22,0,37,21,149,23,20,16,17,11,22,3,31,31,169,13,34,18,14,16,24,4,32,32,188,11,24,14,16,9,16,4,21,18,131,3,14,9,10,4,5,0,16,21,89,5,22,7,3,0,12,0,20,42,118,131,231,146,99,134,201,54,258,304,1556,722,4033,690,247,695,593,106,120,213,7420,497,1503,1195,831,2098,1749,368,529,255,9021,637,1138,1044,892,2581,2370,599,1058,261,10580,755,1356,1256,897,2242,2218,693,1255,237,10906,577,1420,1501,1046,2068,2175,668,1469,207,11137,430,1150,1345,1011,2009,2085,658,1509,196,10398,405,1186,1450,1114,2209,2286,723,1739,217,11326,537,1313,1572,1205,2261,2276,756,1902,216,12040,735,1479,1632,1165,2132,2018,687,1697,185,11722,764,1724,1547,1083,1493,1501,466,1276,156,10009
206,35,32,29,17,38,63,9,23,118,369,28,25,15,17,35,40,4,24,70,262,32,21,21,19,35,47,6,26,56,265,31,23,15,13,28,26,10,20,65,238,40,29,30,5,27,34,7,24,51,242,31,19,19,7,20,31,5,20,46,194,22,13,7,6,9,14,3,8,35,119,10,11,8,4,4,4,0,9,33,84,31,14,9,5,4,3,0,0,73,143,360,283,246,123,296,353,60,189,869,2777,2102,8112,1512,449,660,529,87,74,296,13825,5028,15950,10366,4239,12428,10885,1956,2286,1354,64509,4870,9650,10274,6358,31151,30455,6399,8969,1861,109988,7583,7506,9679,7100,32718,36083,7750,12941,1829,123194,6594,6653,9503,7822,29510,35966,7342,13947,1489,118827,3087,5205,7322,6501,21424,29514,6872,14228,971,95121,2063,4382,5768,5252,16099,22640,6791,14373,718,78083,2031,3964,5040,4539,13883,17804,5605,12792,656,66312,2021,3506,4340,3818,10921,12746,3905,8728,510,50498,1804,3630,3630,2963,7056,7322,2153,4767,324,33647
207,10,7,4,8,6,10,3,0,19,58,0,5,8,4,9,11,0,3,12,65,7,5,5,0,17,5,0,0,12,64,3,10,6,0,9,11,9,5,18,72,4,9,11,3,7,13,3,7,16,79,12,11,7,4,6,5,4,3,13,56,6,11,5,0,0,3,0,4,11,45,3,8,4,0,0,0,0,0,3,20,7,3,5,0,0,0,0,0,15,31,70,91,67,31,77,62,27,35,177,636,915,5217,654,146,165,185,26,21,65,7396,1006,5437,2685,1079,2039,1802,350,351,272,15013,701,2068,2194,1334,4432,3991,1012,1175,326,17236,1083,1733,2072,1363,4469,4575,1038,1655,289,18272,895,1879,2227,1416,3965,4255,1011,1741,227,17621,457,1670,2062,1356,3072,3866,932,1959,179,15546,398,1760,1972,1485,3017,3643,1024,2379,159,15836,472,1815,1979,1374,2870,3301,1065,2530,183,15596,500,1679,1866,1305,2414,2655,848,1876,134,13279,490,1758,1560,990,1778,1680,515,1161,70,10007
208,12,6,7,4,9,13,3,7,28,92,6,13,3,3,10,13,3,10,17,74,7,4,12,3,13,22,0,11,25,96,4,12,7,3,8,10,7,11,23,82,9,13,13,5,16,9,3,9,17,86,7,9,8,4,12,8,3,10,11,75,4,7,5,0,5,4,0,5,12,38,8,9,4,4,0,3,0,0,10,38,6,12,7,0,0,6,0,0,16,41,92,123,83,48,94,97,25,64,239,866,1173,6604,868,219,346,312,51,37,93,9708,1508,6169,3480,1222,2719,2144,365,461,299,18358,854,2163,2451,1419,4860,4142,930,1161,423,18408,1062,1782,2032,1364,4471,4306,1046,1661,357,18087,799,1873,2250,1560,4193,3960,1015,1919,299,17876,515,1852,2099,1440,3419,3810,1026,2056,245,16476,482,1917,2201,1644,3600,4093,1130,2675,232,17981,566,2005,2231,1671,3689,3780,1115,2738,209,17997,575,1888,2001,1508,3112,3050,928,2116,159,15340,546,1882,1806,1202,2205,1980,545,1276,125,11565
209,10,8,10,11,12,17,0,12,27,99,12,13,13,9,10,13,3,6,31,114,7,11,9,12,13,12,0,5,27,98,6,18,17,8,16,13,5,8,20,102,11,10,10,12,23,17,4,8,18,105,10,16,16,11,14,9,0,11,17,100,6,14,0,0,0,15,0,3,8,53,8,6,5,0,4,3,0,3,7,38,3,4,4,0,0,4,0,0,25,36,77,139,112,84,108,138,24,74,285,1038,938,6441,978,270,450,415,92,59,123,9769,1057,4875,2965,1426,2822,2441,498,518,410,17011,921,2142,2298,1641,4830,4436,1079,1454,479,19285,1332,2217,2499,1764,4636,4672,1160,1892,450,20605,951,2379,2717,1856,4304,4281,991,1988,366,19833,582,2097,2433,1727,3807,4031,970,1998,257,17911,504,1999,2359,1682,3784,3930,1108,2174,232,17773,599,1762,2265,1694,3694,3640,1041,2208,222,17112,611,1695,1993,1537,3227,3024,802,1704,204,14787,643,1716,1724,1158,2197,1970,534,1098,114,11138
210,15,14,12,12,23,23,3,8,42,152,16,19,9,8,15,13,7,3,28,114,5,15,11,8,15,17,3,13,18,102,15,14,8,12,17,18,0,10,25,119,13,11,5,10,11,15,5,11,15,97,14,9,8,13,16,7,0,3,19,89,9,14,6,5,4,6,0,8,8,47,0,3,3,7,0,0,0,4,8,26,0,0,0,0,4,4,0,0,3,19,114,138,91,78,142,142,36,69,258,1078,729,4579,816,245,569,503,88,81,152,7760,809,3481,2572,1096,2966,2520,599,617,412,15069,794,1733,2251,1209,4827,4390,1106,1487,554,18344,1089,1747,2117,1305,4970,4602,1280,2124,504,19752,874,1881,2219,1365,4795,4708,1321,2280,442,19873,626,1637,1936,1285,4116,4128,1210,2231,344,17508,558,1609,1795,1351,4091,4088,1197,2318,290,17304,658,1577,1798,1249,4219,3940,1159,2359,237,17189,676,1422,1504,1148,3663,3108,970,1903,193,14582,547,1243,1189,870,2382,1992,552,1123,143,10052
