POW_SA4_CODE_2021,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64,ClAW_150_299_A_65_74,ClAW_150_299_A_75ov,ClAW_150_299_Tot,ClAW_300_399_A_15_19,ClAW_300_399_A_20_24,ClAW_300_399_A_25_34,ClAW_300_399_A_35_44,ClAW_300_399_A_45_54,ClAW_300_399_A_55_64,ClAW_300_399_A_65_74,ClAW_300_399_A_75ov,ClAW_300_399_Tot,ClAW_400_499_A_15_19,ClAW_400_499_A_20_24,ClAW_400_499_A_25_34,ClAW_400_499_A_35_44,ClAW_400_499_A_45_54,ClAW_400_499_A_55_64,ClAW_400_499_A_65_74,ClAW_400_499_A_75ov,ClAW_400_499_Tot,ClAW_500_649_A_15_19,ClAW_500_649_A_20_24,ClAW_500_649_A_25_34,ClAW_500_649_A_35_44,ClAW_500_649_A_45_54,ClAW_500_649_A_55_64,ClAW_500_649_A_65_74,ClAW_500_649_A_75ov,ClAW_500_649_Tot,ClAW_650_799_A_15_19,ClAW_650_799_A_20_24,ClAW_650_799_A_25_34,ClAW_650_799_A_35_44,ClAW_650_799_A_45_54,ClAW_650_799_A_55_64,ClAW_650_799_A_65_74,ClAW_650_799_A_75ov,ClAW_650_799_Tot,ClAW_800_999_A_15_19,ClAW_800_999_A_20_24,ClAW_800_999_A_25_34,ClAW_800_999_A_35_44,ClAW_800_999_A_45_54,ClAW_800_999_A_55_64,ClAW_800_999_A_65_74,ClAW_800_999_A_75ov,ClAW_800_999_Tot,ClAW_1000_1249_A_15_19,ClAW_1000_1249_A_20_24,ClAW_1000_1249_A_25_34,ClAW_1000_1249_A_35_44,ClAW_1000_1249_A_45_54,ClAW_1000_1249_A_55_64,ClAW_1000_1249_A_65_74,ClAW_1000_1249_A_75ov,ClAW_1000_1249_Tot,ClAW_1250_1499_A_15_19,ClAW_1250_1499_A_20_24,ClAW_1250_1499_A_25_34,ClAW_1250_1499_A_35_44,ClAW_1250_1499_A_45_54,ClAW_1250_1499_A_55_64,ClAW_1250_1499_A_65_74,ClAW_1250_1499_A_75ov,ClAW_1250_1499_Tot,ClAW_1500_1749_A_15_19,ClAW_1500_1749_A_20_24,ClAW_1500_1749_A_25_34,ClAW_1500_1749_A_35_44,ClAW_1500_1749_A_45_54,ClAW_1500_1749_A_55_64,ClAW_1500_1749_A_65_74,ClAW_1500_1749_A_75ov,ClAW_1500_1749_Tot,ClAW_1750_1999_A_15_19,ClAW_1750_1999_A_20_24,ClAW_1750_1999_A_25_34,ClAW_1750_1999_A_35_44,ClAW_1750_1999_A_45_54,ClAW_1750_1999_A_55_64,ClAW_1750_1999_A_65_74,ClAW_1750_1999_A_75ov,ClAW_1750_1999_Tot,ClAW_2000_2999_A_15_19,ClAW_2000_2999_A_20_24,ClAW_2000_2999_A_25_34,ClAW_2000_2999_A_35_44,ClAW_2000_2999_A_45_54,ClAW_2000_2999_A_55_64,ClAW_2000_2999_A_65_74,ClAW_2000_2999_A_75ov,ClAW_2000_2999_Tot,ClAW_3000_3499_A_15_19,ClAW_3000_3499_A_20_24,ClAW_3000_3499_A_25_34,ClAW_3000_3499_A_35_44,ClAW_3000_3499_A_45_54,ClAW_3000_3499_A_55_64,ClAW_3000_3499_A_65_74,ClAW_3000_3499_A_75ov,ClAW_3000_3499_Tot,ClAW_3500mo_A_15_19,ClAW_3500mo_A_20_24,ClAW_3500mo_A_25_34,ClAW_3500mo_A_35_44,ClAW_3500mo_A_45_54,ClAW_3500mo_A_55_64,ClAW_3500mo_A_65_74,ClAW_3500mo_A_75ov,ClAW_3500mo_Tot,ClAW_PINS_A_15_19,ClAW_PINS_A_20_24,ClAW_PINS_A_25_34,ClAW_PINS_A_35_44,ClAW_PINS_A_45_54,ClAW_PINS_A_55_64,ClAW_PINS_A_65_74,ClAW_PINS_A_75ov,ClAW_PINS_Tot,ClAW_Tot_A_15_19,ClAW_Tot_A_20_24,ClAW_Tot_A_25_34,ClAW_Tot_A_35_44,ClAW_Tot_A_45_54,ClAW_Tot_A_55_64,ClAW_Tot_A_65_74,ClAW_Tot_A_75ov,ClAW_Tot_Tot,SW_NNI_A_15_19,SW_NNI_A_20_24,SW_NNI_A_25_34,SW_NNI_A_35_44,SW_NNI_A_45_54,SW_NNI_A_55_64,SW_NNI_A_65_74,SW_NNI_A_75ov,SW_NNI_Tot,SW_1_149_A_15_19,SW_1_149_A_20_24,SW_1_149_A_25_34,SW_1_149_A_35_44,SW_1_149_A_45_54,SW_1_149_A_55_64,SW_1_149_A_65_74,SW_1_149_A_75ov,SW_1_149_Tot,SW_150_299_A_15_19,SW_150_299_A_20_24,SW_150_299_A_25_34,SW_150_299_A_35_44,SW_150_299_A_45_54,SW_150_299_A_55_64,SW_150_299_A_65_74,SW_150_299_A_75ov,SW_150_299_Tot,SW_300_399_A_15_19,SW_300_399_A_20_24,SW_300_399_A_25_34,SW_300_399_A_35_44,SW_300_399_A_45_54,SW_300_399_A_55_64,SW_300_399_A_65_74,SW_300_399_A_75ov
201,8,0,78,780,1397,2126,1655,1836,1547,302,20,9668,6,0,4,15,13,11,3,0,48,29,11,5,19,10,10,8,0,101,16,24,26,28,23,35,18,4,175,21,32,45,66,48,54,26,4,287,23,37,75,74,62,73,32,4,380,29,79,123,137,138,165,58,8,737,15,103,203,215,210,201,59,6,1002,11,144,302,293,321,266,43,5,1387,5,104,342,372,457,349,66,0,1707,5,43,188,218,290,247,41,0,1030,0,14,95,172,203,179,30,0,708,0,9,70,99,131,78,19,0,405,0,5,52,87,135,78,11,0,372,0,0,4,14,27,19,5,0,72,0,0,0,19,24,17,8,0,71,0,4,4,6,20,13,7,0,51,157,606,1553,1836,2105,1791,437,42,8531,29,5,10,4,3,11,0,0,56,875,20,14,8,0,6,4,0,928,399,115,37,22,26,35,7,0,641,142,147,75,38,42,69,24,5
202,0,0,70,717,1240,1944,1680,1822,1584,335,17,9347,4,0,7,4,14,9,8,0,49,34,10,4,11,8,20,7,0,96,10,16,19,29,22,25,15,0,142,13,30,35,38,39,45,26,5,228,17,30,65,60,68,102,30,7,371,14,64,105,134,141,184,65,8,713,28,84,162,170,208,169,51,10,877,18,130,264,259,295,268,63,3,1303,8,112,270,296,372,339,69,7,1471,5,56,181,237,319,237,37,5,1074,0,19,99,178,216,167,48,0,728,0,3,57,89,128,92,9,0,383,0,0,39,70,129,95,17,0,348,0,0,4,22,27,21,4,0,70,0,0,3,22,25,16,0,4,67,0,0,12,4,16,16,0,0,53,151,555,1329,1619,2020,1809,474,43,7987,24,3,5,0,3,0,0,0,39,846,26,5,6,7,4,3,0,896,438,81,41,35,28,32,12,0,671,109,103,58,31,54,56,19,7
203,0,0,136,1643,2963,4141,3263,3407,2667,494,31,18607,7,8,18,23,12,23,4,0,96,56,20,14,15,17,24,15,0,168,41,51,52,60,50,60,32,3,357,33,74,79,92,81,100,48,5,503,24,83,93,120,124,149,72,6,668,17,133,168,264,231,271,104,16,1208,23,149,278,356,345,344,114,6,1620,17,232,440,501,540,456,146,13,2329,9,190,666,604,697,623,135,5,2926,3,72,465,502,588,473,74,3,2177,0,25,252,375,447,313,61,4,1483,0,10,116,195,265,166,42,3,804,0,5,159,284,276,190,39,0,947,0,0,9,29,46,35,5,5,133,0,0,6,57,66,48,16,3,190,4,8,11,20,35,26,4,0,105,237,1063,2825,3490,3822,3296,907,70,15704,56,9,8,7,8,4,0,0,94,1716,90,25,15,21,18,7,0,1884,815,271,53,62,48,62,31,0,1338,267,328,133,74,84,94,29,0
204,4,0,84,1068,1477,2255,1884,1983,1668,441,28,10817,0,6,8,11,15,18,8,0,56,43,9,13,14,15,16,10,0,118,20,11,21,25,23,39,24,5,168,7,15,41,43,34,53,35,5,230,26,23,43,61,53,74,43,10,330,36,54,101,128,127,163,72,10,692,21,81,145,160,240,217,78,10,956,21,116,213,218,328,311,73,10,1285,9,80,267,259,442,366,82,3,1517,6,21,132,209,289,238,49,6,950,0,11,75,114,192,159,36,0,592,0,3,28,66,100,94,23,0,319,0,0,29,66,118,98,15,3,330,0,0,6,14,16,16,4,0,54,0,0,7,10,18,24,9,0,63,0,0,12,7,8,17,3,0,49,185,434,1145,1405,2024,1894,555,72,7712,34,0,6,0,4,4,0,0,44,816,13,3,8,4,4,0,0,857,392,47,37,23,29,30,19,5,580,108,81,44,40,54,67,22,0
205,12,0,128,1263,1785,3090,2756,3092,2536,567,42,15128,5,0,19,16,17,23,3,0,88,42,11,16,14,22,17,11,4,131,25,26,50,52,37,69,34,3,300,30,26,74,84,81,112,52,19,465,35,50,95,107,128,163,75,11,669,37,81,185,236,279,309,120,11,1258,21,156,278,312,377,397,116,9,1666,33,241,453,474,488,453,103,13,2253,15,165,451,478,643,518,114,8,2398,5,53,251,319,369,348,58,8,1404,0,25,153,230,260,235,60,0,961,0,8,64,112,153,127,35,6,499,0,3,48,102,166,130,24,3,485,0,0,5,16,37,15,14,0,91,0,0,10,27,43,28,9,4,118,4,9,12,15,29,27,11,0,102,244,840,2162,2605,3121,2985,830,101,12882,51,3,6,6,12,8,4,0,88,1390,34,9,14,17,12,9,0,1490,626,114,68,56,48,69,26,3,1014,211,129,96,64,83,122,37,5
206,21,0,426,3525,11480,19009,11048,8393,5629,1279,97,60461,24,35,117,82,57,36,19,4,387,205,224,76,45,42,40,33,4,671,211,536,203,161,132,131,73,15,1459,185,679,368,235,198,171,86,19,1944,138,829,574,378,331,286,166,26,2725,149,1189,1244,838,719,606,247,37,5037,141,1312,2045,1434,1064,892,372,40,7306,146,2104,4328,2674,1966,1419,416,40,13087,86,2536,7890,4799,3378,2451,714,34,21889,18,1138,6546,4768,3392,2478,548,35,18920,7,500,4574,4136,3346,2323,474,19,15378,0,136,2446,2992,2310,1439,285,14,9618,0,74,2852,4391,3278,1873,344,15,12831,4,16,393,1031,772,432,87,12,2749,0,17,340,1441,1557,645,115,5,4119,11,67,127,143,175,124,38,3,678,1339,11388,34121,29542,22726,15341,4010,324,118797,78,52,42,35,27,19,14,5,279,1888,358,73,42,35,26,12,4,2434,1106,1117,262,111,94,79,33,11,2804,462,1208,491,211,182,180,69,9
207,8,3,134,1773,3207,4463,3140,3236,2601,593,54,19060,13,14,18,19,11,26,14,0,104,102,64,34,40,25,27,16,6,318,78,177,54,67,77,65,53,8,573,82,157,110,96,89,87,67,10,712,33,179,119,122,154,129,64,10,806,27,223,217,258,308,266,122,19,1435,32,253,382,382,397,337,143,23,1953,51,336,631,469,568,481,172,25,2740,15,282,931,676,765,645,154,24,3491,0,110,669,554,657,557,134,14,2695,0,51,437,480,544,479,113,9,2111,0,12,216,312,352,270,67,10,1236,0,6,242,410,465,303,105,13,1542,0,3,23,73,119,60,15,3,299,0,3,30,111,162,84,24,7,423,0,16,15,18,34,46,12,3,141,446,1878,4130,4069,4741,3867,1269,187,20579,42,11,17,19,14,11,6,0,116,1475,210,29,17,22,21,10,0,1786,763,566,102,76,63,62,28,9,1664,257,570,153,88,111,106,33,11
208,4,0,156,2324,3941,4976,3650,3626,2712,696,65,21993,5,8,29,32,26,33,15,0,148,118,65,29,32,27,33,20,4,321,86,173,54,64,74,81,50,4,588,61,203,80,82,119,114,69,10,733,39,190,105,142,172,176,77,22,925,42,251,206,223,317,309,150,21,1517,37,254,331,329,434,460,173,26,2048,19,330,598,459,677,528,179,19,2811,11,254,861,667,918,801,233,20,3760,0,82,542,559,722,590,170,12,2684,0,29,253,375,525,441,126,13,1768,0,8,131,226,289,238,66,10,965,0,0,119,291,366,254,82,12,1130,0,4,24,69,98,46,15,6,259,0,0,15,71,153,96,30,10,372,4,9,13,27,47,42,19,0,159,419,1868,3397,3646,4952,4247,1467,187,20181,68,23,12,15,24,10,5,0,155,1895,236,31,12,30,14,8,0,2222,974,715,83,43,80,64,27,9,1996,346,686,156,103,85,101,41,14
209,11,0,176,1539,3227,5375,4770,4139,2931,608,45,22634,3,4,20,40,36,24,3,3,140,117,60,20,32,27,36,9,5,299,77,114,72,98,77,71,30,0,541,47,119,107,134,141,123,55,4,726,44,128,148,195,189,200,70,13,984,50,204,226,344,363,366,141,11,1712,23,240,400,442,560,444,164,16,2297,27,352,683,601,773,638,159,9,3239,4,250,816,809,916,736,182,17,3729,3,77,477,562,673,559,105,5,2468,0,24,270,377,508,371,91,7,1643,0,11,133,222,252,223,40,7,879,0,4,116,277,325,202,49,5,980,0,0,16,49,58,50,13,4,185,0,0,19,60,79,44,19,3,229,5,8,20,33,50,51,18,4,189,401,1592,3555,4277,5034,4135,1137,106,20230,72,20,18,13,5,10,3,0,144,2117,219,35,28,18,18,8,0,2444,1245,588,108,83,67,71,21,0,2183,381,490,182,123,128,117,41,3
210,6,0,131,998,2234,4450,4029,3541,2197,402,21,17869,6,11,31,29,36,23,12,0,145,62,25,18,23,23,24,8,0,191,79,98,58,96,42,68,20,4,465,41,89,113,134,81,102,35,4,600,16,108,142,166,147,130,48,6,782,39,172,279,327,321,256,101,13,1499,42,235,419,421,476,390,104,11,2099,24,373,816,708,713,539,137,9,3319,19,258,1036,943,1047,789,147,9,4244,6,92,678,780,765,623,107,4,3064,4,28,405,569,615,499,78,5,2198,0,9,195,297,332,219,50,0,1097,0,12,173,376,372,297,49,3,1274,0,0,17,65,77,41,10,0,218,0,0,25,67,69,57,11,0,234,5,11,28,24,55,41,12,5,179,338,1524,4434,5029,5175,4089,935,83,21607,91,13,16,13,9,10,0,0,157,1427,126,28,23,6,12,7,0,1625,857,387,88,61,63,59,18,0,1532,279,347,145,109,99,105,23,0
