POW_SA4_CODE_2021,PTS_300_399_Mng,PTS_300_399_Pro,PTS_300_399_TecTW,PTS_300_399_CoPSW,PTS_300_399_ClAW,PTS_300_399_SWks,PTS_300_399_MaOpDv,PTS_300_399_Lab,PTS_300_399_IDNS,PTS_300_399_Tot,PTS_400_499_Mng,PTS_400_499_Pro,PTS_400_499_TecTW,PTS_400_499_CoPSW,PTS_400_499_ClAW,PTS_400_499_SWks,PTS_400_499_MaOpDv,PTS_400_499_Lab,PTS_400_499_IDNS,PTS_400_499_Tot,PTS_500_649_Mng,PTS_500_649_Pro,PTS_500_649_TecTW,PTS_500_649_CoPSW,PTS_500_649_ClAW,PTS_500_649_SWks,PTS_500_649_MaOpDv,PTS_500_649_Lab,PTS_500_649_IDNS,PTS_500_649_Tot,PTS_650_799_Mng,PTS_650_799_Pro,PTS_650_799_TecTW,PTS_650_799_CoPSW,PTS_650_799_ClAW,PTS_650_799_SWks,PTS_650_799_MaOpDv,PTS_650_799_Lab,PTS_650_799_IDNS,PTS_650_799_Tot,PTS_800_999_Mng,PTS_800_999_Pro,PTS_800_999_TecTW,PTS_800_999_CoPSW,PTS_800_999_ClAW,PTS_800_999_SWks,PTS_800_999_MaOpDv,PTS_800_999_Lab,PTS_800_999_IDNS,PTS_800_999_Tot,PTS_1000_1249_Mng,PTS_1000_1249_Pro,PTS_1000_1249_TecTW,PTS_1000_1249_CoPSW,PTS_1000_1249_ClAW,PTS_1000_1249_SWks,PTS_1000_1249_MaOpDv,PTS_1000_1249_Lab,PTS_1000_1249_IDNS,PTS_1000_1249_Tot,PTS_1250_1499_Mng,PTS_1250_1499_Pro,PTS_1250_1499_TecTW,PTS_1250_1499_CoPSW,PTS_1250_1499_ClAW,PTS_1250_1499_SWks,PTS_1250_1499_MaOpDv,PTS_1250_1499_Lab,PTS_1250_1499_IDNS,PTS_1250_1499_Tot,PTS_1500_1749_Mng,PTS_1500_1749_Pro,PTS_1500_1749_TecTW,PTS_1500_1749_CoPSW,PTS_1500_1749_ClAW,PTS_1500_1749_SWks,PTS_1500_1749_MaOpDv,PTS_1500_1749_Lab,PTS_1500_1749_IDNS,PTS_1500_1749_Tot,PTS_1750_1999_Mng,PTS_1750_1999_Pro,PTS_1750_1999_TecTW,PTS_1750_1999_CoPSW,PTS_1750_1999_ClAW,PTS_1750_1999_SWks,PTS_1750_1999_MaOpDv,PTS_1750_1999_Lab,PTS_1750_1999_IDNS,PTS_1750_1999_Tot,PTS_2000_2999_Mng,PTS_2000_2999_Pro,PTS_2000_2999_TecTW,PTS_2000_2999_CoPSW,PTS_2000_2999_ClAW,PTS_2000_2999_SWks,PTS_2000_2999_MaOpDv,PTS_2000_2999_Lab,PTS_2000_2999_IDNS,PTS_2000_2999_Tot,PTS_3000_3499_Mng,PTS_3000_3499_Pro,PTS_3000_3499_TecTW,PTS_3000_3499_CoPSW,PTS_3000_3499_ClAW,PTS_3000_3499_SWks,PTS_3000_3499_MaOpDv,PTS_3000_3499_Lab,PTS_3000_3499_IDNS,PTS_3000_3499_Tot,PTS_3500mo_Mng,PTS_3500mo_Pro,PTS_3500mo_TecTW,PTS_3500mo_CoPSW,PTS_3500mo_ClAW,PTS_3500mo_SWks,PTS_3500mo_MaOpDv,PTS_3500mo_Lab,PTS_3500mo_IDNS,PTS_3500mo_Tot,PTS_PINS_Mng,PTS_PINS_Pro,PTS_PINS_TecTW,PTS_PINS_CoPSW,PTS_PINS_ClAW,PTS_PINS_SWks,PTS_PINS_MaOpDv,PTS_PINS_Lab,PTS_PINS_IDNS,PTS_PINS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_IDNS,PTS_Tot_Tot,SS_NS_NNI_Mng,SS_NS_NNI_Pro,SS_NS_NNI_TecTW,SS_NS_NNI_CoPSW,SS_NS_NNI_ClAW,SS_NS_NNI_SWks,SS_NS_NNI_MaOpDv,SS_NS_NNI_Lab,SS_NS_NNI_IDNS,SS_NS_NNI_Tot,SS_NS_1_149_Mng,SS_NS_1_149_Pro,SS_NS_1_149_TecTW,SS_NS_1_149_CoPSW,SS_NS_1_149_ClAW,SS_NS_1_149_SWks,SS_NS_1_149_MaOpDv,SS_NS_1_149_Lab,SS_NS_1_149_IDNS,SS_NS_1_149_Tot,SS_NS_150_299_Mng,SS_NS_150_299_Pro,SS_NS_150_299_TecTW,SS_NS_150_299_CoPSW,SS_NS_150_299_ClAW,SS_NS_150_299_SWks,SS_NS_150_299_MaOpDv,SS_NS_150_299_Lab,SS_NS_150_299_IDNS,SS_NS_150_299_Tot,SS_NS_300_399_Mng,SS_NS_300_399_Pro,SS_NS_300_399_TecTW,SS_NS_300_399_CoPSW,SS_NS_300_399_ClAW,SS_NS_300_399_SWks,SS_NS_300_399_MaOpDv,SS_NS_300_399_Lab,SS_NS_300_399_IDNS,SS_NS_300_399_Tot,SS_NS_400_499_Mng,SS_NS_400_499_Pro,SS_NS_400_499_TecTW,SS_NS_400_499_CoPSW,SS_NS_400_499_ClAW,SS_NS_400_499_SWks,SS_NS_400_499_MaOpDv,SS_NS_400_499_Lab,SS_NS_400_499_IDNS,SS_NS_400_499_Tot,SS_NS_500_649_Mng,SS_NS_500_649_Pro,SS_NS_500_649_TecTW,SS_NS_500_649_CoPSW,SS_NS_500_649_ClAW,SS_NS_500_649_SWks,SS_NS_500_649_MaOpDv,SS_NS_500_649_Lab,SS_NS_500_649_IDNS,SS_NS_500_649_Tot
201,0,0,22,25,9,28,6,11,0,96,3,7,76,36,4,13,0,15,4,159,7,6,139,31,11,26,0,21,3,248,8,10,114,34,10,22,5,8,0,203,7,5,82,34,7,14,0,15,0,173,4,16,31,19,5,4,4,0,0,88,0,8,8,7,4,0,0,0,0,31,0,4,3,10,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,15,42,54,505,236,59,145,18,110,13,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
202,0,0,20,21,5,20,5,15,0,81,5,3,62,18,11,8,3,5,0,122,5,3,165,31,10,22,0,12,4,251,7,3,138,37,12,22,0,14,3,235,6,10,66,30,12,13,4,16,0,156,3,10,16,10,3,3,5,3,4,63,3,7,9,6,7,5,0,0,0,38,0,3,0,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,17,33,65,498,198,69,134,15,84,12,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
203,5,4,33,58,16,45,9,26,4,197,6,4,144,55,18,45,6,27,9,317,11,10,305,75,28,63,12,35,4,535,7,9,259,85,32,40,11,20,0,460,19,21,158,80,30,22,4,22,8,365,19,30,57,30,33,13,4,8,0,197,5,21,25,6,10,0,4,3,0,82,3,9,14,7,9,0,0,0,0,46,0,5,3,0,0,0,0,0,0,11,0,3,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,6,4,29,80,123,1058,474,174,305,57,204,29,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
204,3,5,22,29,6,17,4,15,0,100,3,0,99,34,13,24,5,20,3,191,9,7,172,43,21,16,7,16,0,288,5,8,138,56,18,19,8,20,0,273,6,13,83,35,23,11,0,19,0,195,8,10,33,28,7,4,5,0,0,96,3,3,8,8,0,0,6,3,0,32,3,0,4,3,0,0,4,0,0,21,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,17,44,59,588,264,93,126,42,129,21,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,38,28,11,31,0,17,0,135,9,5,137,48,23,32,8,20,0,290,19,10,270,66,29,27,4,15,6,436,13,7,199,77,20,9,0,19,3,358,9,20,111,44,38,13,0,17,0,249,7,19,35,23,23,9,5,11,4,140,9,22,13,11,9,0,0,3,0,65,3,11,10,3,0,0,0,3,0,28,0,4,0,4,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,0,0,0,6,0,24,67,115,867,357,150,197,32,151,20,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5
206,16,61,68,149,84,122,16,70,17,596,15,66,162,184,102,145,18,94,12,801,31,116,332,280,212,143,28,150,21,1311,42,129,370,237,207,111,26,120,15,1262,49,244,307,182,244,86,16,90,17,1233,86,474,188,87,326,70,16,41,16,1293,39,334,82,42,128,22,5,13,8,679,24,157,47,24,53,10,0,3,4,335,11,63,25,16,22,4,0,0,0,140,13,30,12,19,17,4,4,3,4,104,0,12,3,7,8,4,0,0,0,29,3,3,0,23,3,0,0,0,3,36,0,13,28,16,12,10,0,0,14,98,350,1759,1684,1451,1487,879,154,691,157,8607,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,0,5,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,11
207,5,8,23,59,21,72,5,29,0,224,5,18,53,68,23,61,7,28,0,260,9,24,111,83,32,64,7,28,5,364,17,36,122,69,50,54,3,24,0,371,26,30,90,44,53,27,0,11,8,293,19,39,27,34,38,12,3,6,5,181,6,31,14,13,11,4,0,0,7,86,3,12,10,8,3,4,0,0,0,38,0,3,0,0,0,0,0,4,0,13,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,3,5,25,109,219,486,444,260,366,31,179,29,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3
208,0,11,40,51,17,69,9,38,0,237,3,8,108,71,25,78,11,41,6,340,12,14,249,96,28,82,9,39,5,540,24,23,231,86,40,80,20,38,4,550,25,31,163,67,40,62,11,24,5,432,19,22,66,21,37,25,4,10,0,211,10,26,29,11,0,6,0,0,4,93,0,8,15,6,0,0,0,3,0,40,0,3,9,0,0,0,0,0,0,13,0,0,8,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,4,3,0,0,9,0,7,0,0,0,11,0,0,12,6,0,9,0,4,6,35,113,175,958,525,227,557,78,243,32,2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
209,7,9,46,58,9,85,5,33,9,247,10,9,132,51,16,64,9,47,3,342,12,7,290,68,39,60,9,40,3,533,10,20,245,67,25,45,10,26,4,450,14,26,169,56,26,28,7,24,7,361,12,31,74,33,30,8,5,11,0,206,4,33,34,16,9,3,0,4,0,96,3,11,13,3,4,4,0,0,0,35,3,0,4,7,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,3,4,6,0,4,4,38,75,164,1064,429,190,435,48,241,32,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5
210,3,5,26,34,8,36,20,32,4,172,3,10,145,41,13,40,13,42,6,307,6,22,319,48,16,44,21,43,4,533,4,20,281,55,16,35,21,30,3,470,10,11,168,37,41,15,25,26,4,348,15,21,95,20,23,6,11,15,3,204,8,18,25,4,8,3,7,0,5,89,5,5,12,5,8,0,0,8,5,48,3,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,10,0,0,22,0,4,3,0,3,10,44,56,116,1148,292,148,261,141,253,48,2471,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,10
