origin_x_m,origin_y_m,candidate_count,population_covered,population_coverage_pct,selected_candidate_ids,solve_seconds,exact_jaccard_vs_base,base_sites_with_alt_within_500m_pct
0,0,531,562949.0,29.985357510574392,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834,0.57491135597229,1.0,100.0
0,125,540,563252.0,30.001496740461477,CAND_907128;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_966540;CAND_2219048;CAND_3916831;CAND_2988437;CAND_3985825;CAND_1814968;CAND_3981084;CAND_1844962;CAND_1047834,0.1582338809967041,0.42857142857142855,86.66666666666667
0,250,540,563252.0,30.001496740461477,CAND_907128;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_966540;CAND_2219048;CAND_3916831;CAND_2988437;CAND_3985825;CAND_1814968;CAND_3981084;CAND_1844962;CAND_1047834,0.15680193901062012,0.42857142857142855,86.66666666666667
0,375,531,566298.0,30.163741275894008,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_640770;CAND_3845098;CAND_1645898;CAND_3985825;CAND_1814968;CAND_3981084;CAND_1844962,0.42920994758605957,0.6666666666666666,86.66666666666667
125,0,522,563071.0,29.99185581435731,CAND_907128;CAND_437392;CAND_263271;CAND_4180477;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_4159011,0.516442060470581,0.7647058823529411,93.33333333333333
125,125,519,565033.0,30.09636132273506,CAND_907128;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_3655291;CAND_2219048;CAND_3916831;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_4159011,0.15615105628967285,0.5789473684210527,86.66666666666667
125,250,523,565033.0,30.09636132273506,CAND_907128;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_3655291;CAND_2219048;CAND_3916831;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_4159011,0.5311002731323242,0.5789473684210527,86.66666666666667
125,375,520,566845.0,30.19287711334693,CAND_907128;CAND_263271;CAND_4180477;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_640770;CAND_3845098;CAND_3985825;CAND_1645898;CAND_1814968;CAND_3085617;CAND_1844962;CAND_4159011,0.5161008834838867,0.5789473684210527,86.66666666666667
250,0,518,564213.0,30.052684198948235,CAND_1108525;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_2736363;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_4159011,0.5965230464935303,0.5,80.0
250,125,525,565811.0,30.137801325547443,CAND_1108525;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_2736363;CAND_2219048;CAND_3916831;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3981084;CAND_1844962;CAND_4159011,0.15895891189575195,0.36363636363636365,73.33333333333333
250,250,528,565811.0,30.137801325547443,CAND_1108525;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_2736363;CAND_2219048;CAND_3916831;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3981084;CAND_1844962;CAND_4159011,0.15962600708007812,0.36363636363636365,73.33333333333333
250,375,524,567527.0,30.229203696789146,CAND_1108525;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_2736363;CAND_2219048;CAND_640770;CAND_3845098;CAND_3985825;CAND_1645898;CAND_1814968;CAND_3981084;CAND_1844962;CAND_4159011,0.15790009498596191,0.30434782608695654,66.66666666666666
375,0,527,563454.0,30.012256227052866,CAND_1108525;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_2736363;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1217023,0.5094280242919922,0.6666666666666666,86.66666666666667
375,125,526,564557.0,30.07100728502466,CAND_1108525;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_2736363;CAND_2219048;CAND_3916831;CAND_2988437;CAND_3985825;CAND_1814968;CAND_3981084;CAND_1844962;CAND_2645193,0.15657901763916016,0.30434782608695654,73.33333333333333
375,250,523,564309.0,30.0577976183184,CAND_1108525;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_2736363;CAND_2219048;CAND_3916831;CAND_2988437;CAND_3985825;CAND_1814968;CAND_3981084;CAND_1844962;CAND_1047834,0.1559131145477295,0.36363636363636365,80.0
375,375,522,567188.0,30.21114693463825,CAND_1108525;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_2736363;CAND_2219048;CAND_640770;CAND_3845098;CAND_3985825;CAND_1645898;CAND_1814968;CAND_3981084;CAND_1844962,0.45142507553100586,0.5,80.0
