candidate_id,lga,zone_code,zone_description,area_m2,compactness,suitability_score,activity_attraction,public_transport_accessibility,land_compatibility,longitude,latitude
CAND_3085617,BOROONDARA,C1Z,COMMERCIAL 1 ZONE,5726.12124163936,0.2729622819307034,0.351617213280118,0.45490387061726023,0.2561883774843322,0.47903197451239593,145.03626806744168,-37.82338320813677
CAND_3985825,DAREBIN,C1Z,COMMERCIAL 1 ZONE,9917.730437076947,0.6340476484745445,0.4404706443780855,0.24167860703719837,0.4969722190823359,0.6151356599998473,145.00216801120405,-37.7692193246686
CAND_1844962,GLEN EIRA,C1Z,COMMERCIAL 1 ZONE,5786.107976771912,0.5476969756483101,0.3823793450827972,0.229443763987274,0.40208229758408137,0.5952240231205551,145.0564215513878,-37.88797865113312
CAND_907128,MARIBYRNONG,IN3Z,INDUSTRIAL 3 ZONE,6993.337469199057,0.7647058116856001,0.40394479526139576,0.30478780000098743,0.39225047112670147,0.6227388207901957,144.88100629367844,-37.80267646445606
CAND_1120537,MELBOURNE,SUZ6,SPECIAL USE ZONE - SCHEDULE 6,6103.966411824821,0.645073230972422,0.7284401723561189,0.6367364839959633,0.8819122777878691,0.38832310604369347,144.9527643346639,-37.812191732154
CAND_978113,MERRI-BEK,MUZ1,MIXED USE ZONE - SCHEDULE 1,8690.201478681895,0.602372621248231,0.517079059145578,0.3969364112282342,0.5828653216111678,0.5181712861154998,144.96577397080551,-37.76851165809052
CAND_263271,MOONEE VALLEY,B1Z,COMMERCIAL 1 ZONE,13893.327375858327,0.7032259855480157,0.35804136327689473,0.3873209929276271,0.23344265922368684,0.7162526013782949,144.9280090788037,-37.78726281891545
CAND_437392,MOONEE VALLEY,MUZ,MIXED USE ZONE,23988.99326842708,0.5414943613013883,0.4602531740912229,0.3674396485608991,0.4513593684114121,0.6582732419462671,144.91341387870014,-37.76500363463682
CAND_2219048,PORT PHILLIP,PUZ6,PUBLIC USE ZONE - LOCAL GOVERNMENT,12710.413782090767,0.6656280680574146,0.6073689870742068,0.6313957162914315,0.6207335508514098,0.51958070532965,144.98863792130308,-37.86873762132439
CAND_537764,PORT PHILLIP,C1Z,COMMERCIAL 1 ZONE,16946.005747256728,0.7369601413509148,0.6340941535692455,0.642266783188788,0.5964927877786117,0.7434004742897327,144.95627596105493,-37.832344647830915
CAND_1449144,STONNINGTON,PUZ6,PUBLIC USE ZONE - LOCAL GOVERNMENT,9340.915855645848,0.7185100700332643,0.5841323024064116,0.5569079057028143,0.6330828396378944,0.471971201551285,144.99259175315288,-37.84823251673379
CAND_1814968,STONNINGTON,SUZ2,SPECIAL USE ZONE - SCHEDULE 2,25869.56085780005,0.6531904103362756,0.4706808510999312,0.41426862792335695,0.48212322644366623,0.5354067725819682,145.033510224071,-37.86176913267681
CAND_1047834,WHITEHORSE,PRZ4,PRECINCT ZONE - SCHEDULE 4,11308.888395879489,0.5854257717723783,0.48212931751883703,0.4222423989302553,0.49359729451114537,0.5530846448068111,145.13183474926754,-37.81660679707244
CAND_3655291,YARRA,MUZ,MIXED USE ZONE,7996.614490761527,0.7586214132059087,0.5429458753095412,0.38872774519428643,0.6169390030962407,0.5788588904601917,144.98088994758422,-37.79219723706295
CAND_3845098,YARRA,C1Z,COMMERCIAL 1 ZONE,13412.183808554146,0.39941237124660095,0.5145760306613077,0.6053458996703066,0.4582936044432381,0.5354767092397256,144.99875418110526,-37.81765806340691
