demand_definition,radius_m,facilities_p,status,solve_seconds,objective_covered_weight,total_demand_weight,demand_coverage_pct,population_covered,population_coverage_pct,sa1_covered,sa1_coverage_pct,reachable_demand_weight_pct,baseline_covered_weight,baseline_coverage_pct,improvement_over_baseline_pp
population,800,5,Optimal,0.092383861541748,115971.0,1877413.0,6.177170393514906,115971.0,6.177170393514906,249,5.728088336783989,66.75073625249213,56927.0,3.032204421722871,3.1449659717920353
population,800,10,Optimal,0.0938949584960937,190248.0,1877413.0,10.133518836824928,190248.0,10.133518836824928,418,9.615827007131356,66.75073625249213,94086.0,5.011470571472553,5.122048265352376
population,800,15,Optimal,0.0950088500976562,250241.0,1877413.0,13.32903308968245,250241.0,13.32903308968245,561,12.90545203588682,66.75073625249213,107301.0,5.715364706646859,7.613668383035592
population,800,20,Optimal,0.0935781002044677,301371.0,1877413.0,16.05246155214649,301371.0,16.05246155214649,675,15.527950310559005,66.75073625249213,134080.0,7.141742386997427,8.910719165149064
population,800,30,Optimal,0.0973448753356933,393690.0,1877413.0,20.96981324833694,393690.0,20.96981324833694,888,20.427881297446515,66.75073625249213,191808.0,10.216611901590111,10.753201346746827
population,800,40,Optimal,0.0993247032165527,473458.0,1877413.0,25.21863862666339,473458.0,25.21863862666339,1073,24.683689901081205,66.75073625249213,250022.0,13.31736810174426,11.90127052491913
enhanced,800,5,Optimal,0.3210551738739013,206.59878127137856,2636.7219314927643,7.835440620559252,111436.0,5.935614593059705,256,5.889118932597193,69.3273903985261,111.8811890522514,4.243192568619116,3.5922480519401363
enhanced,800,10,Optimal,0.0952270030975341,332.1248445732959,2636.7219314927643,12.596127054826196,187935.0,10.010317388875013,420,9.66183574879227,69.3273903985261,164.34198113044894,6.23281428229361,6.363312772532585
enhanced,800,15,Optimal,0.0995488166809082,427.9930141733149,2636.7219314927643,16.232011766633626,245405.0,13.071444588910378,559,12.859443294225905,69.3273903985261,197.8918656788853,7.50522318319892,8.726788583434706
enhanced,800,20,Optimal,0.1030972003936767,510.8811738742212,2636.7219314927643,19.375618178477733,299302.0,15.94225671176241,685,15.757994018863585,69.3273903985261,243.8104911591421,9.24672747046596,10.12889070801177
enhanced,800,30,Optimal,0.1010439395904541,645.5012010460842,2636.7219314927643,24.481201196693412,391006.0,20.82685056511274,894,20.56590752242926,69.3273903985261,320.59787642700024,12.158956642253727,12.322244554439685
enhanced,800,40,Optimal,0.1011431217193603,761.2483909857983,2636.7219314927643,28.871015251684963,467388.0,24.895321381070655,1075,24.72969864274212,69.3273903985261,370.5147912388202,14.05209957157126,14.818915680113705
population,1500,5,Optimal,0.146169900894165,255840.0,1877413.0,13.627262621490315,255840.0,13.627262621490315,580,13.342535081665517,91.40269083041396,108101.0,5.7579765347315695,7.8692860867587475
population,1500,10,Optimal,0.5086569786071777,421661.0,1877413.0,22.459682552533724,421661.0,22.459682552533724,964,22.17621348056131,91.40269083041396,123863.0,6.597536077570572,15.862146474963154
population,1500,15,Optimal,0.5249981880187988,562949.0,1877413.0,29.985357510574392,562949.0,29.985357510574392,1272,29.261559696342303,91.40269083041396,134216.0,7.148986397771828,22.836371112802563
population,1500,20,Optimal,1.2229821681976318,689350.0,1877413.0,36.71807961274371,689350.0,36.71807961274371,1555,35.77179664136186,91.40269083041396,148561.0,7.913069740115787,28.80500987262792
population,1500,30,Optimal,1.275179147720337,911280.0,1877413.0,48.53913337129337,911280.0,48.53913337129337,2062,47.435012652403955,91.40269083041396,215091.0,11.456775893210498,37.08235747808287
population,1500,40,Optimal,1.3709170818328855,1103884.0,1877413.0,58.79814404182777,1103884.0,58.79814404182777,2502,57.55693581780539,91.40269083041396,276654.0,14.735915858684264,44.0622281831435
enhanced,1500,5,Optimal,0.1524789333343505,447.07629384820774,2636.7219314927643,16.95576194472271,253693.0,13.512903127867975,581,13.365539452495977,92.74673329279184,193.53105557229628,7.339835621677779,9.615926323044931
enhanced,1500,10,Optimal,0.1768796443939209,696.584460200515,2636.7219314927643,26.418578761778942,415139.0,22.112289624073128,963,22.15320910973085,92.74673329279184,237.32409949027965,9.000725357334895,17.41785340444405
enhanced,1500,15,Optimal,0.2080388069152832,899.9707408694276,2636.7219314927643,34.13218246946179,558840.0,29.7664925085743,1292,29.72164711295146,92.74673329279184,263.14312722256005,9.979934709064416,24.152247760397373
enhanced,1500,20,Optimal,2.336509943008423,1070.269035367657,2636.7219314927643,40.590895178762,683877.0,36.426561443859185,1569,36.09385783298827,92.74673329279184,273.4111253845516,10.369357576881894,30.22153760188011
enhanced,1500,30,Optimal,3.227236747741699,1372.7507199838335,2636.7219314927643,52.06277930136755,897219.0,47.790177227919486,2071,47.64205198987808,92.74673329279184,312.9572535093115,11.86917929309795,40.193600008269605
enhanced,1500,40,Optimal,2.3736982345581055,1630.9800332812658,2636.7219314927643,61.856353292358605,1091749.0,58.151775874567825,2507,57.67195767195767,92.74673329279184,444.8102254760099,16.86981930719495,44.98653398516365
